,"correct, aware, high confidence","correct, aware, low confidence","correct, unaware, high confidence","correct, unaware, low confidence","incorrect, aware, high confidence","incorrect, aware, low confidence","incorrect, unaware, high confidence","incorrect, unaware, low confidence"
0,0.6123076923076923,0.44,0.2222222222222222,0.25,0.6666666666666666,0.3888888888888889,0.6,0.25806451612903225
1,0.6683168316831684,0.4423076923076923,0.39473684210526316,0.5555555555555556,,0.6428571428571429,0.3918918918918919,0.4
2,0.7014925373134329,0.5533333333333333,0.5333333333333333,0.4371584699453552,0.0,0.38461538461538464,0.5454545454545454,0.45925925925925926
3,0.5480769230769231,0.47368421052631576,0.5167785234899329,0.3687150837988827,1.0,0.25,0.5625,0.2876712328767123
4,0.47244094488188976,0.4,0.4970414201183432,0.5714285714285714,0.5,0.6,0.42857142857142855,0.509090909090909
5,0.7142857142857143,0.5230769230769231,0.4074074074074074,0.34065934065934067,0.5,0.7,0.45454545454545453,0.4528301886792453
6,0.7668393782383419,0.15789473684210525,0.5680473372781065,0.4429530201342282,,,0.25,0.37037037037037035
7,0.40336134453781514,0.3888888888888889,0.4225352112676056,0.5757575757575758,0.5454545454545454,0.375,0.56,0.5433070866141733
8,0.5823529411764706,0.4838709677419355,0.4485981308411215,0.5074626865671642,0.0,0.5714285714285714,0.5,0.525
9,0.4897959183673469,0.3,0.4354066985645933,0.3380281690140845,0.3333333333333333,0.0,0.45185185185185184,0.48333333333333334
10,0.5384615384615384,0.4117647058823529,0.5886075949367089,0.5847457627118644,0.375,0.4117647058823529,0.6333333333333333,0.5531914893617021
11,0.46153846153846156,0.4936708860759494,0.746268656716418,0.7108433734939759,0.48,0.36363636363636365,0.8043478260869565,0.5875
12,0.5074626865671642,0.46153846153846156,0.362962962962963,0.4155844155844156,0.3076923076923077,0.5454545454545454,0.4126984126984127,0.36363636363636365
13,0.3392857142857143,0.2857142857142857,0.6086956521739131,0.5040650406504065,0.42424242424242425,0.21212121212121213,0.35714285714285715,0.5056179775280899
14,0.525974025974026,0.5357142857142857,0.5441176470588235,0.5604395604395604,1.0,0.5,0.5454545454545454,0.4418604651162791
15,0.5238095238095238,0.39705882352941174,0.6666666666666666,0.5379310344827586,0.7,0.3888888888888889,0.7142857142857143,0.5729166666666666
