,"correct, aware, high confidence","correct, aware, low confidence","correct, unaware, high confidence","correct, unaware, low confidence","incorrect, aware, high confidence","incorrect, aware, low confidence","incorrect, unaware, high confidence","incorrect, unaware, low confidence"
0,0.6797752808988764,0.43870967741935485,0.47368421052631576,0.3220338983050847,0.5882352941176471,0.38666666666666666,0.35294117647058826,0.43137254901960786
1,0.5891472868217055,0.1919191919191919,0.2,0.02142857142857143,0.625,0.15217391304347827,0.1111111111111111,0.03529411764705882
2,0.34782608695652173,0.23684210526315788,0.3953488372093023,0.4,0.42105263157894735,0.34146341463414637,0.5581395348837209,0.40404040404040403
3,0.7248908296943232,0.6825396825396826,0.6904761904761905,0.56,0.7142857142857143,0.6666666666666666,0.8214285714285714,0.5147058823529411
4,0.6875,0.23076923076923078,0.2962962962962963,0.10526315789473684,0.3333333333333333,0.0,0.3,0.07936507936507936
5,0.9285714285714286,0.48295454545454547,0.6203703703703703,0.2621359223300971,0.3333333333333333,0.6,0.4166666666666667,0.2222222222222222
6,0.5102040816326531,0.3018867924528302,0.3918918918918919,0.30864197530864196,0.28,0.35714285714285715,0.48717948717948717,0.29357798165137616
7,0.961038961038961,1.0,0.7305389221556886,0.46875,0.9130434782608695,0.5,0.6811594202898551,0.4230769230769231
8,0.76,0.4305555555555556,0.2542372881355932,0.06369426751592357,0.6666666666666666,0.6666666666666666,0.047619047619047616,0.07258064516129033
9,0.7946428571428571,0.4409937888198758,0.3,0.15,1.0,0.42857142857142855,0.6,0.13793103448275862
10,0.9047619047619048,0.5263157894736842,0.6394557823129252,0.16083916083916083,0.7142857142857143,0.2222222222222222,0.48717948717948717,0.19444444444444445
11,0.75,0.6178861788617886,0.6967213114754098,0.6271186440677966,0.8421052631578947,0.6666666666666666,0.9272727272727272,0.5977011494252874
12,0.8392857142857143,0.4918032786885246,0.6582278481012658,0.35344827586206895,0.6666666666666666,0.5,0.6470588235294118,0.39655172413793105
13,0.7575757575757576,0.4,0.5945945945945946,0.32231404958677684,0.671875,0.4722222222222222,0.5,0.4117647058823529
14,0.8367346938775511,0.7403846153846154,0.7155172413793104,0.5093167701863354,,0.7142857142857143,0.6,0.5581395348837209
