sub,model,score,window,chance,feature
KS,LogisticRegression,0.5528764367816091,1,False,confidence
KS,LogisticRegression,0.5303448275862069,2,False,confidence
KS,LogisticRegression,0.5226520376175547,3,False,confidence
KS,LogisticRegression,0.5228898635477583,4,False,confidence
