awareness,confidence,correct,model,score,sub,window,permutation
-0.14630619028591815,0.445987590217686,-0.09389878411973127,LogisticRegression,0.517129705400982,MP1,0,0
0.34098819613182335,0.34486632792617455,0.3141454759420018,DecisionTreeClassifier,0.5041162029459901,MP1,0,0
0.08935055392313851,-0.3191272824229339,0.0012854148030385687,LogisticRegression,0.47756061872909705,MP1,1,0
0.45987054430064317,0.26353088676302583,0.2765985689363309,DecisionTreeClassifier,0.4944063545150501,MP1,1,0
0.1010634649406831,-0.11282224250089082,-0.3187689686844063,LogisticRegression,0.5209871794871794,MP1,2,0
0.1826899061761761,0.33235625578191985,0.48495383804190423,DecisionTreeClassifier,0.5237820512820512,MP1,2,0
0.09280524202094406,0.10099647452936679,-0.15631295389133998,LogisticRegression,0.5142500000000001,MP1,3,0
0.2862324392208311,0.31605738508534753,0.39771017569382144,DecisionTreeClassifier,0.4911840909090908,MP1,3,0
0.0013052630752078674,0.020556224875091615,-0.05450652428462382,LogisticRegression,0.43871719457013575,MP1,4,0
0.31450641543388264,0.37989456821712203,0.3055990163489952,DecisionTreeClassifier,0.4285294117647059,MP1,4,0
0.15985455829406503,0.020726131709917533,-0.0895415008380958,LogisticRegression,0.5375493975903614,MP1,5,0
0.593446841600527,0.16296682517111763,0.24358633322835554,DecisionTreeClassifier,0.5193493975903614,MP1,5,0
0.1381273625492235,-0.19434101502369228,0.06620113422608814,LogisticRegression,0.49874074074074065,MP1,6,0
0.26906860684393147,0.2437055848186592,0.48722580833740936,DecisionTreeClassifier,0.5134197530864197,MP1,6,0
0.24924434590677186,-0.24627277465751246,-0.23993969008593738,LogisticRegression,0.5363341772151899,MP1,7,0
0.3633790437628708,0.3267928544202024,0.30982810181692705,DecisionTreeClassifier,0.5291746835443039,MP1,7,0
0.06669806834976198,0.1309158443292701,-0.10161219628255223,LogisticRegression,0.5067965367965368,MP1,8,0
0.30439979708280956,0.3883177538298239,0.3072824490873664,DecisionTreeClassifier,0.4810227272727273,MP1,8,0
0.007669394201370036,0.008460681792547683,0.13628755216039015,LogisticRegression,0.5312277777777779,MP1,9,0
0.4974635042594241,0.18377212357720063,0.31876437216337533,DecisionTreeClassifier,0.5304305555555556,MP1,9,0
-0.35310173695748404,0.25169504282178584,0.010657836560072059,LogisticRegression,0.5556402620607505,MP1,10,0
0.4768892336491507,0.382294147238066,0.14081661911278356,DecisionTreeClassifier,0.5510899344848124,MP1,10,0
0.004275123288283411,-0.03513745442275769,0.1562598632622067,LogisticRegression,0.4761538461538462,MP1,0,1
0.265742364355311,0.3211713946058218,0.41308624103886715,DecisionTreeClassifier,0.48636456628477903,MP1,0,1
-0.05933853826289677,0.21832328310837512,-0.19520366194601962,LogisticRegression,0.5140175585284281,MP1,1,1
0.26851221462884184,0.31729280667205206,0.4141949786991062,DecisionTreeClassifier,0.5184636287625418,MP1,1,1
-0.07678403809657407,-0.04176869212661377,0.03516200365576719,LogisticRegression,0.5154423076923077,MP1,2,1
0.5079451979615301,0.2981223488502358,0.19393245318823396,DecisionTreeClassifier,0.48516452991452996,MP1,2,1
-0.04809761212231214,-0.11825449131517281,0.012148397351411693,LogisticRegression,0.5123068181818182,MP1,3,1
0.445837394018147,0.36949271115361554,0.18466989482823779,DecisionTreeClassifier,0.4993931818181818,MP1,3,1
0.06322791229089542,-0.053256180734033196,-0.07794324447955794,LogisticRegression,0.45740497737556557,MP1,4,1
0.30152251172459776,0.36505972135614634,0.33341776691925595,DecisionTreeClassifier,0.5072737556561087,MP1,4,1
0.039713776071620494,-0.026369780614468544,-0.045244909653676134,LogisticRegression,0.4274457831325302,MP1,5,1
0.3308959643652304,0.2980077227269689,0.3710963129078009,DecisionTreeClassifier,0.5414385542168675,MP1,5,1
-0.005489823041658359,-0.1309883881190514,-0.19564071944493555,LogisticRegression,0.5383604938271604,MP1,6,1
0.3779183129674521,0.20662661643403726,0.4154550705985106,DecisionTreeClassifier,0.538479012345679,MP1,6,1
0.09964634493010921,-0.1538983608055508,-0.19109542933937182,LogisticRegression,0.49390379746835444,MP1,7,1
0.2765926413064515,0.3262785599050922,0.3971287987884564,DecisionTreeClassifier,0.4913468354430378,MP1,7,1
0.16698962456483016,-0.3087082586786904,0.021239077411463865,LogisticRegression,0.5008549783549783,MP1,8,1
0.3700872634102375,0.28754820025638034,0.342364536333382,DecisionTreeClassifier,0.4969751082251082,MP1,8,1
0.15927413694320355,-0.04425979580336616,-0.046003787291666126,LogisticRegression,0.5023861111111112,MP1,9,1
0.32250206984062557,0.3481607365408289,0.3293371936185457,DecisionTreeClassifier,0.5158527777777777,MP1,9,1
-0.023627971107251615,-0.03827673655239294,-0.004849728465218797,LogisticRegression,0.4572662298987492,MP1,10,1
0.25703912130055917,0.3820127243916601,0.36094815430778043,DecisionTreeClassifier,0.470300774270399,MP1,10,1
0.20506070074510252,-0.4640955182428849,-0.17106727999175533,LogisticRegression,0.5327577741407529,MP1,0,2
0.27775897635036323,0.426474015550859,0.29576700809877765,DecisionTreeClassifier,0.5278048281505728,MP1,0,2
-0.0016176747827816205,-0.14162854112751347,-0.06733818239123406,LogisticRegression,0.5216283444816053,MP1,1,2
0.2955779759883301,0.36477719944417836,0.3396448245674915,DecisionTreeClassifier,0.5258110367892977,MP1,1,2
0.005228705696738032,-0.027479435908001285,0.0589591713561044,LogisticRegression,0.4380128205128204,MP1,2,2
0.4019162582169026,0.384170267650437,0.21391347413266038,DecisionTreeClassifier,0.5329914529914529,MP1,2,2
0.19619472629940674,-0.05141914152094012,-0.18495374125844133,LogisticRegression,0.512815909090909,MP1,3,2
0.35226078644145686,0.28462449365054027,0.3631147199080031,DecisionTreeClassifier,0.5070886363636363,MP1,3,2
0.03655136284212661,0.01871114834700451,-0.19222414744370628,LogisticRegression,0.4762963800904978,MP1,4,2
0.3618780115448124,0.2845339395624332,0.3535880488927544,DecisionTreeClassifier,0.46324434389140273,MP1,4,2
-0.0845742289951833,-0.0410936312606831,0.047168721965682454,LogisticRegression,0.4667638554216868,MP1,5,2
0.3367568812197298,0.3823621372685053,0.2808809815117648,DecisionTreeClassifier,0.4609277108433736,MP1,5,2
0.023819761370480662,-0.10972564481961732,-0.2354879794346063,LogisticRegression,0.5262246913580246,MP1,6,2
0.1085608591234735,0.35459166556134813,0.5368474753151784,DecisionTreeClassifier,0.49430370370370375,MP1,6,2
0.1632585614738646,-0.028471577273019584,-0.2298746913245029,LogisticRegression,0.5148556962025317,MP1,7,2
0.32168721809101664,0.34697792516638076,0.3313348567426025,DecisionTreeClassifier,0.5191620253164557,MP1,7,2
-0.02742198998352756,-0.03720804283216413,-0.002882961547613732,LogisticRegression,0.4943019480519481,MP1,8,2
0.3855401966841625,0.3047530529244372,0.3097067503914004,DecisionTreeClassifier,0.47257305194805194,MP1,8,2
0.17260329384459258,-0.18950084289359687,-0.24745173645694796,LogisticRegression,0.5028138888888889,MP1,9,2
