RT_awareness,RT_confidence,RT_correct,model,score,sub,window,permutation
0.07627957388292544,-0.053032766443612,-0.0187629929399595,LogisticRegression,0.5401389274798555,KS,0,0
0.40909788710700873,0.19057825654224758,0.40032385635074386,DecisionTreeClassifier,0.5073923312031119,KS,0,0
-0.0046527701756463175,-0.02517411126645743,-0.03727513011751341,LogisticRegression,0.5391781609195402,KS,1,0
0.46199874161701465,0.13754831968623044,0.40045293869675497,DecisionTreeClassifier,0.5251465517241379,KS,1,0
-0.021246008803867015,0.032006841526805184,-0.02915115910000205,LogisticRegression,0.514577883472057,KS,2,0
0.6312040729295292,0.2135266677269536,0.15526925934351715,DecisionTreeClassifier,0.5063258026159335,KS,2,0
-0.009651073803479668,-0.027266768684580823,-0.04673122472101103,LogisticRegression,0.5035454545454546,KS,3,0
0.3495946305133662,0.33586069775037986,0.31454467173625383,DecisionTreeClassifier,0.49103448275862066,KS,3,0
-0.0962489809148317,-0.09729994916582406,0.08861002243180441,LogisticRegression,0.4964132553606237,KS,4,0
0.3005919595520168,0.42438550723781654,0.2750225332101669,DecisionTreeClassifier,0.48137751786874605,KS,4,0
0.010362561492993498,-0.03675199680603313,-0.010317577385991714,LogisticRegression,0.46009948542024015,KS,5,0
0.6971660578571052,0.22456765128097622,0.07826629086191876,DecisionTreeClassifier,0.521655231560892,KS,5,0
-0.03911091589795993,-0.00748906148191451,-0.001506752648948265,LogisticRegression,0.4905769230769231,KS,6,0
0.5171139064914008,0.22922537540985274,0.25366071809874635,DecisionTreeClassifier,0.5037232905982907,KS,6,0
-0.003850727148751013,0.04352287387318363,-0.03571481061582854,LogisticRegression,0.4609507954125046,KS,7,0
0.33725727524092547,0.27800402869685936,0.3847386960622152,DecisionTreeClassifier,0.4658638549759527,KS,7,0
0.017510088552102065,0.06666720885142814,-0.04964588720648095,LogisticRegression,0.467201726844584,KS,8,0
0.1997256289539136,0.21169342229363985,0.5885809487524467,DecisionTreeClassifier,0.4898645996860283,KS,8,0
-0.032557494788298315,0.008630430400638585,-0.01825098315124953,LogisticRegression,0.513794934640523,KS,9,0
0.6311333266825669,0.15436455958714507,0.214502113730288,DecisionTreeClassifier,0.5091584967320262,KS,9,0
0.032391365469646966,-0.008368289460771177,-0.05494787736546012,LogisticRegression,0.479040382110291,KS,10,0
0.22444853437607068,0.3706596185429625,0.40489184708096687,DecisionTreeClassifier,0.4905210594876248,KS,10,0
0.007656656262604656,-0.018901465642360255,-0.02989537593432511,LogisticRegression,0.46249791608780216,KS,0,1
0.22531758672283597,0.26410899284138023,0.5105734204357837,DecisionTreeClassifier,0.4761628230063906,KS,0,1
0.05778872625587256,0.06608490954280172,-0.05983438993169715,LogisticRegression,0.5009252873563219,KS,1,1
0.3868825648925682,0.17062366504160179,0.4424937700658302,DecisionTreeClassifier,0.4833864942528735,KS,1,1
-0.061296878644610156,-0.020106932487161527,0.1621749704898901,LogisticRegression,0.504001189060642,KS,2,1
0.3109962432208764,0.20568452207527796,0.4833192347038458,DecisionTreeClassifier,0.49529280618311516,KS,2,1
0.03440603153155916,0.005739990865697505,0.026074490035417123,LogisticRegression,0.5251159874608152,KS,3,1
