awareness,confidence,correct,model,score,sub,window,permutation
0.003502788121120935,0.04878165380754926,-0.00595317465126404,LogisticRegression,0.4804956350323852,IK,0,0
0.22553999446842787,0.4407928024803578,0.3336672030512143,DecisionTreeClassifier,0.46042664038299064,IK,0,0
0.02154521203761521,-0.011903985280545705,-0.04468116635209543,LogisticRegression,0.4534848484848485,IK,1,0
0.4184681763850325,0.37359993316694023,0.20793189044802762,DecisionTreeClassifier,0.4838111888111888,IK,1,0
0.004703563100283723,0.048507272111578584,0.0008314208972522165,LogisticRegression,0.5130153245192307,IK,2,0
0.32949541977724905,0.45253864507653757,0.21796593514621354,DecisionTreeClassifier,0.49988882211538477,IK,2,0
0.11110557982820253,0.037581015865240555,-0.11329309658998583,LogisticRegression,0.4882047619047619,IK,3,0
0.30911034042530977,0.3243228061874137,0.3665668533872768,DecisionTreeClassifier,0.4708317460317461,IK,3,0
-0.032768204982307536,-0.051454194631677615,0.004226282327895545,LogisticRegression,0.5369590163934427,IK,4,0
0.3308403386967385,0.5675428874528248,0.10161677385043678,DecisionTreeClassifier,0.519632786885246,IK,4,0
-0.08085354377339898,0.027430247976154534,0.18704243429462022,LogisticRegression,0.49077827741266,IK,5,0
0.3708467100271679,0.19207065455643327,0.437082635416399,DecisionTreeClassifier,0.46948806641300583,IK,5,0
0.14347795735229346,-0.16538892421912055,0.04688629910985053,LogisticRegression,0.5273241976199062,IK,6,0
0.3324783257021895,0.36743575686402347,0.3000859174337873,DecisionTreeClassifier,0.5345564370717635,IK,6,0
-0.00535948679976236,0.05870250901829289,0.0700027978165278,LogisticRegression,0.5278898050974513,IK,7,0
0.44998479530143976,0.2960845952265403,0.2539306094720199,DecisionTreeClassifier,0.5349475262368816,IK,7,0
0.06947501501644074,0.028823115080971528,-0.04094655133147537,LogisticRegression,0.4766329365079365,IK,8,0
0.29078176013036633,0.3572522506502178,0.3519659892194159,DecisionTreeClassifier,0.4901071428571429,IK,8,0
-0.027496630060525728,-0.03662691243082942,0.09843629137988705,LogisticRegression,0.44534090909090907,IK,9,0
0.29255510492314946,0.3437387781968227,0.36370611688002796,DecisionTreeClassifier,0.4431404958677686,IK,9,0
