awareness,confidence,correct,model,score,sub,window,permutation
0.044444861090021756,0.006524851080069251,-0.002539717587248259,LogisticRegression,0.4559841628959277,PC,0,0
0.323966650426418,0.3483734753824506,0.32765987419113146,DecisionTreeClassifier,0.46478223981900446,PC,0,0
-0.012403653715037386,-0.15675409420558947,0.14530494220231513,LogisticRegression,0.5171853146853147,PC,1,0
0.3680659755690687,0.30319632796672136,0.3287376964642099,DecisionTreeClassifier,0.5162747668997669,PC,1,0
0.2011880060468111,-0.008750948028103106,-0.09609662456919305,LogisticRegression,0.5085621995192308,PC,2,0
0.38250554290382277,0.13761152446723635,0.4798829326289409,DecisionTreeClassifier,0.4905814302884615,PC,2,0
-0.03776452443935466,0.07684151768129649,-0.06320916434107725,LogisticRegression,0.46619544592030365,PC,3,0
0.31024892666309034,0.3410686617402139,0.3486824115966958,DecisionTreeClassifier,0.4607511068943706,PC,3,0
-0.0143987795267042,0.014952996171870674,0.06842750709078045,LogisticRegression,0.4791836065573771,PC,4,0
0.37876684884294365,0.3225092670016347,0.2987238841554214,DecisionTreeClassifier,0.4818393442622952,PC,4,0
-0.030123327947655883,-0.10200725290908359,0.11669323555684738,LogisticRegression,0.5040295138888888,PC,5,0
0.33341818708545207,0.3530945690525256,0.31348724386202237,DecisionTreeClassifier,0.49040625000000004,PC,5,0
0.17778330861497632,-0.2202012258175443,0.039093246601996146,LogisticRegression,0.5502722683014786,PC,6,0
0.4207023141071122,0.3813639833349404,0.19793370255794726,DecisionTreeClassifier,0.5312441399206635,PC,6,0
0.03037208309936916,0.14938142980676056,-0.1926814190509791,LogisticRegression,0.5105039193729003,PC,7,0
0.34566783880427254,0.30386117405717405,0.3504709871385532,DecisionTreeClassifier,0.49414893617021277,PC,7,0
-0.053601091678492994,-0.08880377306986936,0.14994364652057424,LogisticRegression,0.5039424603174603,PC,8,0
0.44096094559297716,0.2876828929843558,0.2713561614226671,DecisionTreeClassifier,0.5272103174603174,PC,8,0
0.03459742005733581,-0.10214756756990503,-0.10234506209517968,LogisticRegression,0.5516943521594684,PC,9,0
0.24682542386610598,0.36780250544104837,0.3853720706928456,DecisionTreeClassifier,0.5211316445182724,PC,9,0
-0.028053699390722917,-0.005821205982869262,-0.15251391919865076,LogisticRegression,0.5170370370370371,PC,10,0
0.43040811959021297,0.18872193597136136,0.3808699444384255,DecisionTreeClassifier,0.5444598765432098,PC,10,0
-0.038308530521187316,0.12250154890595531,0.0023069167853164967,LogisticRegression,0.5049632352941176,PC,0,1
0.19443351668806638,0.6065615347579082,0.19900494855402534,DecisionTreeClassifier,0.483622737556561,PC,0,1
-0.022059909349732742,0.004903132978028865,-0.024302136943869016,LogisticRegression,0.44579691142191147,PC,1,1
0.3932663137084711,0.3002258060712403,0.30650788022028846,DecisionTreeClassifier,0.45866404428904434,PC,1,1
-0.002311365209090774,-0.07905931651310052,-0.11622860303503994,LogisticRegression,0.5343149038461538,PC,2,1
0.20610822938473633,0.36559225097722736,0.42829951963803614,DecisionTreeClassifier,0.5149248798076923,PC,2,1
0.13085369129422125,0.0016509239956028936,-0.009197527858199325,LogisticRegression,0.4987065148640102,PC,3,1
0.36897635399646744,0.2865776108091023,0.3444460351944303,DecisionTreeClassifier,0.5041982922201138,PC,3,1
0.14080590888173028,0.052035459474455266,-0.07406715110525157,LogisticRegression,0.5241639344262295,PC,4,1
0.31893369577156605,0.3034113366446203,0.3776549675838135,DecisionTreeClassifier,0.5312852459016394,PC,4,1
-0.058306176484292774,0.0999453932897597,0.042038283263919694,LogisticRegression,0.5049427083333334,PC,5,1
0.3235243255931481,0.3404328917548676,0.33604278265198445,DecisionTreeClassifier,0.49661805555555555,PC,5,1
-0.005720844378727955,0.10628596597343794,-0.1868473279976043,LogisticRegression,0.5154670032455824,PC,6,1
0.36420132887247847,0.30161265395289083,0.3341860171746308,DecisionTreeClassifier,0.4835430941218896,PC,6,1
-0.0431208275992473,0.030135955088917164,-0.01671035405818514,LogisticRegression,0.445608435983576,PC,7,1
0.15786685026157854,0.4596549355707759,0.3824782141676457,DecisionTreeClassifier,0.5104497946995148,PC,7,1
-0.12315971992050048,-0.044669487103839424,-0.07299646451486945,LogisticRegression,0.5464186507936507,PC,8,1
0.4869715152473654,0.22315696489939316,0.2898715198532415,DecisionTreeClassifier,0.5297619047619048,PC,8,1
-0.02043362005089693,-0.11776529695966988,0.017655838665525694,LogisticRegression,0.526985049833887,PC,9,1
