RT_awareness,RT_confidence,RT_correct,model,score,sub,window,permutation
-0.008088956157970005,0.013388532104296146,0.03980431522306746,LogisticRegression,0.4795353421571388,IK,0,0
0.1893420086670835,0.31304488958911636,0.49761310174380036,DecisionTreeClassifier,0.4832371163052661,IK,0,0
0.025249897447104454,0.01186632864319501,-0.010391994924942603,LogisticRegression,0.4439889277389277,IK,1,0
0.3712025082966801,0.1941502244545082,0.4346472672488118,DecisionTreeClassifier,0.4916535547785547,IK,1,0
0.03849656069289445,-0.016589838086365445,-0.0635575802560974,LogisticRegression,0.490625,IK,2,0
0.390383581055721,0.2623046440984943,0.34731177484578474,DecisionTreeClassifier,0.4800856370192308,IK,2,0
0.03602084847733082,-0.006793848641282197,0.008689512236794728,LogisticRegression,0.46749206349206346,IK,3,0
0.1975829509896254,0.487052459119772,0.3153645898906024,DecisionTreeClassifier,0.5044666666666667,IK,3,0
-0.00771981788368697,-0.061245851535542316,0.06091304559708497,LogisticRegression,0.4785737704918034,IK,4,0
0.2477079712788539,0.2354380041251496,0.5168540245959967,DecisionTreeClassifier,0.482016393442623,IK,4,0
-0.010361371752551689,0.0068119544719545955,-0.048915767268207434,LogisticRegression,0.5072327914216535,IK,5,0
0.27337016032615674,0.19245297684988644,0.5341768628239569,DecisionTreeClassifier,0.46360255966793495,IK,5,0
0.05028012426617019,0.03937002950383656,-0.03666264217054342,LogisticRegression,0.49065272268301463,IK,6,0
0.19415090240320118,0.6149431657353813,0.19090593186141747,DecisionTreeClassifier,0.5046628200504869,IK,6,0
-0.06789348794977325,0.0066238278378273705,-0.03096788989589028,LogisticRegression,0.5416829085457272,IK,7,0
0.5947941848923098,0.18002859153582607,0.22517722357186415,DecisionTreeClassifier,0.5060738380809595,IK,7,0
-0.003318246601545796,-0.04969939937161836,-0.009648769580308808,LogisticRegression,0.4949920634920635,IK,8,0
0.10697857654754607,0.7889902800865302,0.10403114336592373,DecisionTreeClassifier,0.5008611111111111,IK,8,0
-0.007318687549456423,-0.03513515491920948,-0.049067927452432984,LogisticRegression,0.5369173553719008,IK,9,0
0.2106489900963955,0.3121547580855433,0.4771962518180611,DecisionTreeClassifier,0.4951177685950412,IK,9,0
