,awareness,chance,confidence,correctness,model,score,sub,window
0,-0.3203835796037323,False,-0.14097856717850527,-0.1727014552021018,LogisticRegression,0.39141025641025634,pss,1
1,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.39974358974358964,pss,1
2,0.08892640121025613,True,0.318830312472241,-0.12546913609313193,LogisticRegression,0.3593589743589744,pss,1
3,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.3587179487179486,pss,1
4,-0.20268947645766236,False,-0.16588481343944556,0.34693531471803446,LogisticRegression,0.3575,pss,2
5,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.34407894736842104,pss,2
6,0.1760294564294301,True,-0.0830221711166452,-0.027731052712118332,LogisticRegression,0.30171052631578943,pss,2
7,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.3228947368421053,pss,2
8,-0.1256870882536823,False,0.1001626567077933,-0.39078943561804913,LogisticRegression,0.3827027027027028,pss,3
9,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.35959459459459464,pss,3
10,-0.3777127219519176,True,-0.17864283929416744,0.42327730284721193,LogisticRegression,0.3641891891891892,pss,3
11,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.3568918918918919,pss,3
12,0.32080234681052194,False,-0.0129427484961041,0.01685646005916216,LogisticRegression,0.3480555555555555,pss,4
13,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.3531944444444446,pss,4
14,0.04012423789248856,True,-0.2320954398958114,-0.0172621810312269,LogisticRegression,0.3393055555555556,pss,4
15,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.3255555555555556,pss,4
