"","participant","blocks.thisRepN","trials.thisN","firstgabor","key_resp_5.keys","resp.keys","resp.corr","resp.rt","key_resp_2.keys","key_resp_2.rt","resp_mrating.keys","resp_mrating.rt"
"93","AC",1,42,2,2,2,1,2.953142166,1,5.128228664,1,1.869259119
"94","AC",1,43,1,1,1,1,0.727830946,2,0.376266181,2,0.765030682
"95","AC",1,44,2,2,1,0,1.576815367,1,1.446115732,1,1.222992182
"96","AC",1,45,2,2,2,1,1.83489573,1,1.141214848,2,2.492153645
"97","AC",1,46,1,1,1,1,1.65877676,1,1.681694508,1,1.151302338
"98","AC",1,47,2,1,2,1,0.788748443,2,0.175495937,2,0.564056039
"99","AC",1,48,2,2,1,0,0.552498996,2,0.247152716,2,0.564015627
"100","AC",1,49,1,2,1,1,0.764170229,2,0.622608066,2,1.482560873
"101","AC",2,0,2,2,2,1,1.540412188,1,2.352846861,1,1.410844803
"102","AC",2,1,1,2,1,1,0.799444616,2,0.353040874,1,0.952438235
"103","AC",2,2,2,2,2,1,0.55336988,2,0.093813695,2,0.547207892
"104","AC",2,3,1,2,1,1,0.505875528,2,0.717254162,1,0.410118729
"105","AC",2,4,2,2,1,0,1.305331349,1,0.858835936,1,0.917004526
"106","AC",2,5,1,2,1,1,0.505385041,2,0.375602424,2,0.84741056
"107","AC",2,6,1,2,1,1,0.423104495,2,0.271642745,2,0.622838676
"108","AC",2,7,1,2,1,1,0.729889572,2,0.305986196,2,0.658186197
"109","AC",2,8,2,2,2,1,0.670107424,2,0.495190144,2,0.717004657
"110","AC",2,9,2,2,1,0,0.739712536,2,0.74123174,1,0.529716074
"111","AC",2,10,1,2,2,0,0.49362126,2,0.494223028,2,0.858163357
"112","AC",2,11,1,2,1,1,1.599899411,1,2.905768633,1,0.693927944
"113","AC",2,12,1,1,1,1,1.657236457,2,4.694929123,1,0.835653365
"114","AC",2,13,1,1,2,0,0.54073137,2,0.576515138,2,2.668776751
"115","AC",2,14,2,2,2,1,0.811294973,2,0.471213698,2,0.858325422
"116","AC",2,15,2,2,2,1,2.4219625,2,1.564731002,1,0.846344531
"117","AC",2,16,1,2,2,0,2.246415377,1,0.777477503,1,0.986678481
"118","AC",2,17,2,1,2,1,1.411204457,2,0.059966151,1,0.492519766
"119","AC",2,18,2,1,1,0,0.928941905,2,0.482393801,2,0.905165255
"120","AC",2,19,2,1,2,1,0.940488935,2,0.01197013,2,0.445462406
"121","AC",2,20,2,2,1,0,0.634819627,2,0.318737864,2,0.928708613
"122","AC",2,21,2,2,2,1,2.600245476,2,1.281456113,1,0.351747245
"123","AC",2,22,1,1,1,1,0.493809164,2,0.270621717,2,1.587476969
"124","AC",2,23,2,2,1,0,0.893082321,2,0.29355365,2,0.717904031
"125","AC",2,24,1,2,1,1,0.787710845,2,0.71773845,1,0.646397054
"126","AC",2,25,1,1,1,1,3.659178734,1,1.447077036,1,3.893022299
"127","AC",2,26,1,1,1,1,0.916229904,2,0.506520033,2,0.847267747
"128","AC",2,27,2,1,2,1,2.200412989,2,1.282422066,1,0.881528378
"129","AC",2,28,1,1,1,1,0.787795544,2,0.63533473,1,0.681601703
"130","AC",2,29,2,1,2,1,0.669123352,2,0.352859139,1,0.729168057
"131","AC",2,30,2,1,2,1,0.670093179,2,0.329481751,2,1.398370385
"132","AC",2,31,1,2,1,1,0.599530995,2,0.188341573,1,0.846381068
"133","AC",2,32,1,2,2,0,1.682683587,1,0.904791415,2,4.269635201
"134","AC",2,33,2,1,1,0,1.635687351,1,1.341202021,1,1.36391449
"135","AC",2,34,1,1,1,1,0.423972279,2,0.353049338,1,1.081672192
"136","AC",2,35,1,1,1,1,0.657238305,2,0.800429821,1,0.999278486
"137","AC",2,36,1,1,1,1,1.5170995,1,0.271697819,1,0.752212822
"138","AC",2,37,2,1,2,1,2.399346352,1,0.364820033,1,1.04772687
"139","AC",2,38,2,1,2,1,0.657841623,2,0.376035959,2,0.50574851
"140","AC",2,39,2,2,1,0,0.493605107,2,0.305993885,2,0.575815201
"141","AC",2,40,1,2,1,1,2.022947311,2,1.494097471,1,1.410076737
"142","AC",2,41,2,2,2,1,0.671131909,2,0.293257207,2,0.563949764
"143","AC",2,42,2,1,2,1,1.634670615,1,0.530462623,1,0.869960606
"144","AC",2,43,2,1,1,0,1.680864811,1,0.705901563,1,1.329479456
"145","AC",2,44,1,1,1,1,0.623065054,2,0.353084773,1,0.657170594
"146","AC",2,45,1,1,1,1,1.093603492,2,0.4932459,2,3.129434586
"147","AC",2,46,1,2,1,1,0.9289096,2,0.011490031,2,0.563971341
"148","AC",2,47,2,2,2,1,0.965193391,2,0.375534683,1,0.658140779
"149","AC",2,48,2,2,2,1,0.586916745,2,0.271605402,2,0.623483956
"150","AC",2,49,1,2,2,0,2.294502974,2,0.763728619,1,0.316974163
"151","AC",3,0,2,1,2,1,0.764035106,2,0.27170974,2,0.610802352
"152","AC",3,1,1,2,1,1,0.552500188,2,0.481346607,1,1.563922048
"153","AC",3,2,1,2,2,0,0.398631006,2,0.576550543,1,0.658061445
"154","AC",3,3,1,1,2,0,1.622118354,1,1.223383784,2,2.070754766
"155","AC",3,4,2,1,1,0,0.952303886,2,0.412786812,1,1.246734619
"156","AC",3,5,2,1,2,1,0.634776473,2,0.306005418,2,0.892791271
"157","AC",3,6,1,2,1,1,0.647595942,2,0.564816415,1,2.339283466
"158","AC",3,7,1,2,2,0,0.422998995,2,0.294247836,2,0.587986648
"159","AC",3,8,2,2,1,0,0.517344773,2,1.448068142,2,0.881469488
"160","AC",3,9,2,2,1,0,0.363488704,2,0.294242829,2,0.658874571
"161","AC",3,10,2,2,1,0,0.376040578,2,1.176503897,2,0.587523103
"162","AC",3,11,2,2,2,1,0.518074751,2,0.035454161,1,0.352285117
"163","AC",3,12,1,1,1,1,0.905344307,2,0.329528719,2,0.727744699
"164","AC",3,13,1,2,2,0,1.164188385,2,0.423565716,1,1.434356213
"165","AC",3,14,2,1,2,1,0.494555295,2,0.29429093,1,1.398338795
"166","AC",3,15,1,1,1,1,0.786584735,2,0.201086715,2,1.035630822
"167","AC",3,16,1,1,2,0,2.634576321,1,1.541257262,1,0.65741545
"168","AC",3,17,2,1,2,1,1.140676618,2,0.248146012,1,0.328778356
"169","AC",3,18,2,1,1,0,0.739762187,2,0.282420903,2,0.622837543
"170","AC",3,19,1,1,1,1,0.646601439,2,0.32850194,2,0.647500813
"171","AC",3,20,1,1,2,0,2.744267941,2,0.677733183,1,0.717873991
"172","AC",3,21,2,1,2,1,0.482909322,2,1.034271836,1,0.611158073
"173","AC",3,22,1,2,1,1,0.599467874,2,0.553051889,2,1.681836605
"174","AC",3,23,1,2,1,1,0.904419899,2,0.482431531,1,1.258065224
"175","AC",3,24,1,2,1,1,0.469168574,2,0.317783058,2,0.752191246
"176","AC",3,25,2,2,2,1,0.540735662,2,0.365805656,1,0.574818432
"177","AC",3,26,2,1,1,0,0.459384114,2,0.304997504,1,0.645385265
"178","AC",3,27,2,1,2,1,0.611307442,2,0.258866429,1,0.469947815
"179","AC",3,28,2,1,1,0,2.694546223,1,1.258683562,1,1.175771952
"180","AC",3,29,1,1,1,1,0.341626674,2,0.341279417,1,0.539560199
"181","AC",3,30,2,1,1,0,0.493620872,2,0.317769974,1,1.186579823
"182","AC",3,31,2,1,2,1,2.105287075,1,0.753035545,1,1.8217628
"183","AC",3,32,2,1,1,0,0.340590626,2,0.294347525,2,1.611007571
"184","AC",3,33,1,2,1,1,0.328854591,2,0.306072026,2,0.823827982
"185","AC",3,34,1,2,1,1,0.246632189,2,0.341207415,2,0.575791299
"186","AC",3,35,2,2,2,1,1.292922974,2,0.69474107,1,1.092500448
"187","AC",3,36,1,2,1,1,0.458383471,2,0.282934517,2,0.58762902
"188","AC",3,37,2,2,2,1,1.198376298,2,0.118434258,1,1.059010625
"189","AC",3,38,1,1,1,1,0.399613529,2,0.247145787,2,0.822803915
"190","AC",3,39,1,1,1,1,0.339795232,2,0.282486379,2,0.470899552
"191","AC",3,40,1,1,1,1,2.61110878,1,1.577455282,1,1.798313856
"192","AC",3,41,1,1,2,0,2.247514248,1,0.893216312,1,1.387338042
"193","AC",3,42,1,1,1,1,0.681753397,2,0.29429093,2,0.622881055
"194","AC",3,43,2,1,2,1,0.599469781,2,0.695180357,2,0.422953188
"195","AC",3,44,1,2,1,1,0.54069519,2,1.211818695,1,1.186550975
"196","AC",3,45,2,1,1,0,0.823031425,1,2.941058636,1,1.482548952
"197","AC",3,46,2,1,1,0,0.822173238,2,0.329368174,1,0.600094259
"198","AC",3,47,2,2,2,1,0.881812155,2,0.471857429,1,1.446229339
"199","AC",3,48,2,1,2,1,0.763261259,2,0.189344883,2,0.717897117
"200","AC",3,49,1,2,1,1,0.340663791,2,0.305621207,2,0.658188522
"201","AC",4,0,1,1,2,0,0.633728087,2,0.176613986,1,0.541126013
"202","AC",4,1,2,1,1,0,0.728832364,2,0.329596877,1,0.928678572
"203","AC",4,2,2,1,2,1,0.481918335,2,0.305908799,2,0.434615701
"204","AC",4,3,2,2,2,1,0.493698269,2,0.271700114,2,0.387494415
"205","AC",4,4,2,2,2,1,0.457717419,2,0.212002322,1,0.387040108
"206","AC",4,5,1,2,1,1,0.30538097,2,0.341156214,1,0.845404327
"207","AC",4,6,1,1,2,0,0.482395738,2,0.623049676,1,1.068946004
"208","AC",4,7,1,1,1,1,0.482830793,2,0.292972684,2,0.728765726
"209","AC",4,8,1,2,2,0,0.494550675,2,0.235408574,2,1.022362471
"210","AC",4,9,2,2,2,1,0.435161263,2,0.564281642,1,0.55136019
"211","AC",4,10,1,1,1,1,0.365203887,2,0.28149268,2,1.363931894
"212","AC",4,11,2,1,2,1,0.658321321,2,0.164790168,2,0.870074928
"213","AC",4,12,2,1,2,1,1.612010479,2,0.858593404,1,0.564105332
"214","AC",4,13,1,1,1,1,0.445808113,2,0.306007743,1,0.670627177
"215","AC",4,14,1,1,2,0,3.164119959,2,0.964459956,1,0.352164209
"216","AC",4,15,2,2,2,1,1.906224012,1,0.728515089,1,1.705339432
"217","AC",4,16,2,2,2,1,0.434898287,2,0.24712345,1,0.434525996
"218","AC",4,17,2,1,2,1,2.02387166,2,0.729494929,1,0.421944469
"219","AC",4,18,1,1,1,1,0.86912477,2,0.364799261,2,0.50618583
"220","AC",4,19,1,2,2,0,1.35357368,2,0.916731954,1,0.740267336
"221","AC",4,20,1,2,2,0,0.493625879,2,0.293262988,2,0.447298467
"222","AC",4,21,2,2,1,0,2.199398756,1,1.095126152,1,0.858152568
"223","AC",4,22,2,1,2,1,0.528983414,2,0.342133731,2,0.445405036
"224","AC",4,23,1,1,2,0,2.034334898,1,1.118656039,2,1.693672657
"225","AC",4,24,2,1,1,0,1.339639664,2,0.529558241,1,0.823789477
"226","AC",4,25,1,1,2,0,0.740569532,2,0.195846438,2,0.387650341
"227","AC",4,26,2,2,1,0,0.470097572,2,0.164797857,1,0.717027009
"228","AC",4,27,1,1,1,1,0.657885134,2,0.694220185,2,0.517393649
"229","AC",4,28,2,2,2,1,0.539805055,2,0.77642256,1,0.611995876
"230","AC",4,29,1,1,1,1,0.258457184,2,0.305979252,2,0.504151881
"231","AC",4,30,2,1,2,1,2.552320719,1,1.188279986,1,0.563070834
"232","AC",4,31,2,1,2,1,0.576027334,2,0.212828919,2,0.975754797
"233","AC",4,32,2,2,2,1,0.646402776,2,0.706233025,1,0.833925486
"234","AC",4,33,1,2,1,1,0.492628336,2,0.059004411,2,0.364032716
"235","AC",4,34,1,2,1,1,0.847533405,2,1.069702864,1,0.493168503
"236","AC",4,35,1,1,1,1,0.339783281,2,0.294213563,2,1.235450149
"237","AC",4,36,1,1,1,1,1.116928101,2,0.023694627,2,0.364022315
"238","AC",4,37,2,2,2,1,0.482810766,2,0.340866297,1,0.587579727
"239","AC",4,38,1,2,1,1,0.31713587,2,0.306952924,2,0.975618541
"240","AC",4,39,2,2,2,1,0.387747347,2,0.200094178,1,0.974814653
"241","AC",4,40,2,1,2,1,0.435786486,2,0.281420678,2,0.881665826
"242","AC",4,41,1,1,1,1,0.729160368,2,0.424741149,2,0.574369133
"243","AC",4,42,1,2,1,1,1.775705338,1,0.330641389,2,2.198177338
"244","AC",4,43,2,2,2,1,0.470080256,2,0.2589342,2,0.376747429
"245","AC",4,44,2,2,1,0,0.328917354,2,0.294255137,2,0.340560228
"246","AC",4,45,2,2,1,0,0.940707624,2,0.176584736,1,0.6699211
"247","AC",4,46,2,1,2,1,0.58779186,2,0.66979599,2,0.61194849
"248","AC",4,47,1,2,1,1,0.364230603,2,0.471671849,2,0.611093402
"249","AC",4,48,1,1,1,1,0.399523824,2,0.293895155,2,0.34050709
"250","AC",4,49,1,1,1,1,0.294541568,2,0.328456491,2,0.234603539
"251","AC",5,0,2,2,2,1,0.646408975,2,1.011163592,1,0.576000392
"252","AC",5,1,1,1,1,1,0.352726698,2,0.364575177,2,0.704950988
"253","AC",5,2,1,2,1,1,0.658859551,2,1.398850799,1,0.763983488
"254","AC",5,3,2,1,2,1,1.093622684,2,0.20006606,1,1.528684258
"255","AC",5,4,1,1,1,1,0.800379753,2,0.975657403,2,1.552341938
"256","AC",5,5,1,2,1,1,0.610849679,2,0.270175129,1,0.435506612
"257","AC",5,6,1,1,2,0,0.705329418,2,0.305991948,1,0.717072427
"258","AC",5,7,2,1,1,0,1.906123161,1,0.763864934,1,0.739959717
"259","AC",5,8,2,1,2,1,0.446460307,2,0.447834402,1,0.752283275
"260","AC",5,9,2,2,1,0,2.470665932,2,0.763903439,2,0.527733684
"261","AC",5,10,1,2,1,1,0.293145955,2,0.376542598,2,0.470448703
"262","AC",5,11,2,1,2,1,0.564195395,2,0.364895493,1,0.551282763
"263","AC",5,12,2,1,2,1,0.518081665,2,0.269705802,2,0.99401015
"264","AC",5,13,1,2,1,1,2.105173111,1,2.047137022,1,1.022803307
"265","AC",5,14,2,1,1,0,2.492762327,1,1.282558322,1,0.646829009
"266","AC",5,15,1,1,1,1,0.657984436,2,0.823267817,1,1.011760712
"267","AC",5,16,1,2,1,1,0.480988562,2,1.211807132,1,0.517868757
"268","AC",5,17,2,2,1,0,1.046564937,1,0.822550178,1,1.18847096
"269","AC",5,18,2,1,2,1,0.458556354,2,0.341228604,1,0.528559148
"270","AC",5,19,1,2,1,1,0.388705641,2,0.352067977,2,0.504234254
"271","AC",5,20,2,2,2,1,0.327982187,2,0.330473155,1,0.364943236
"272","AC",5,21,1,1,1,1,0.353440493,2,0.282459408,1,0.916849375
"273","AC",5,22,1,2,1,1,1.798425078,1,0.789324403,1,1.777755499
"274","AC",5,23,2,2,1,0,0.328944683,2,0.294182748,1,0.446331739
"275","AC",5,24,2,1,2,1,0.329428643,2,0.281363696,2,0.763621986
"276","AC",5,25,1,2,1,1,0.306381971,2,0.305042535,1,1.03460288
"277","AC",5,26,1,1,1,1,0.351911664,2,0.342267722,2,0.376399785
"278","AC",5,27,2,1,2,1,0.412220836,2,0.952031672,2,0.810119569
"279","AC",5,28,1,2,1,1,0.317252129,2,0.305831403,1,0.858199537
"280","AC",5,29,2,1,2,1,2.280799627,1,0.317717612,2,2.070824862
"281","AC",5,30,2,2,1,0,0.388142377,2,0.305032909,1,0.529316068
"282","AC",5,31,2,1,2,1,1.293570995,1,1.587177396,2,0.894264698
"283","AC",5,32,2,2,1,0,0.316679269,2,0.258949965,1,0.788042724
"284","AC",5,33,1,2,1,1,0.306327671,2,0.352095306,1,0.775823891
"285","AC",5,34,1,2,1,1,0.305513024,2,0.294807225,2,0.293327272
"286","AC",5,35,1,1,1,1,2.011183262,1,0.353039712,1,1.175861359
"287","AC",5,36,1,1,1,1,0.492678404,2,0.307000279,2,1.023718834
"288","AC",5,37,1,2,1,1,0.41133073,2,0.305971175,1,1.504647017
"289","AC",5,38,2,1,2,1,0.870003343,2,1.530489564,1,0.470020205
"290","AC",5,39,2,1,2,1,0.728966713,2,0.141303822,1,0.552261829
"291","AC",5,40,1,2,1,1,1.070089817,2,0.552008927,1,0.870810688
"292","AC",5,41,2,2,1,0,0.30538249,2,0.33049047,2,0.480733663
"293","AC",5,42,1,1,2,0,1.35142231,1,1.000059247,2,0.506123483
"294","AC",5,43,2,1,2,1,0.799498856,1,0.905968785,1,1.774756312
"295","AC",5,44,2,1,2,1,0.800238073,2,1.105900049,1,0.493560433
"296","AC",5,45,1,2,2,0,1.399404526,1,0.293278784,1,0.870627403
"297","AC",5,46,2,1,2,1,1.598474145,2,0.741273701,1,0.611598909
"298","AC",5,47,1,2,2,0,1.280880928,1,0.836302459,2,1.847218037
"299","AC",5,48,2,1,1,0,0.341673642,2,1.634175539,1,0.398359567
"300","AC",5,49,1,2,2,0,1.975874186,1,1.365296245,1,1.575627685
"301","AC",6,0,1,2,1,1,0.681901991,2,0.318707466,2,0.76249665
"302","AC",6,1,2,2,1,0,0.305822551,2,0.269715428,2,0.587074995
"303","AC",6,2,2,2,2,1,0.4345541,2,0.271049857,2,0.739405274
"304","AC",6,3,2,2,2,1,0.505440891,2,0.63503325,1,0.65807569
"305","AC",6,4,2,1,1,0,0.31710121,2,0.364891261,2,0.716015577
"306","AC",6,5,1,1,1,1,0.293662995,2,0.306905955,2,0.281628191
"307","AC",6,6,2,2,1,0,0.294637829,2,1.65784204,1,0.669941485
"308","AC",6,7,1,1,1,1,0.471092045,2,2.0342834,1,0.728292584
"309","AC",6,8,1,2,2,0,0.623123586,2,0.400050908,1,0.327738076
"310","AC",6,9,1,1,1,1,2.011175156,1,0.341276705,1,1.422667503
"311","AC",6,10,2,1,1,0,0.31793052,2,0.329118311,1,0.869864762
"312","AC",6,11,2,2,1,0,0.245409414,2,0.317942828,1,1.341346383
"313","AC",6,12,2,2,1,0,1.894041777,1,0.294252455,1,1.8453089
"314","AC",6,13,2,2,1,0,0.316583008,2,0.32953912,2,0.270266742
"315","AC",6,14,2,2,1,0,0.24660562,2,0.295209557,2,0.199302226
"316","AC",6,15,1,1,1,1,0.187742501,2,0.306004673,2,1.116920829
"317","AC",6,16,1,2,1,1,0.258313954,2,0.611867666,2,1.469933987
"318","AC",6,17,1,2,1,1,0.493629366,2,0.354159683,1,1.516766906
"319","AC",6,18,1,2,2,0,0.363256931,2,0.283036143,2,0.588452518
"320","AC",6,19,1,1,1,1,0.434802055,2,0.317213267,2,0.588099122
"321","AC",6,20,1,1,1,1,1.340616822,2,1.200996637,1,0.764211416
"322","AC",6,21,1,1,1,1,0.329720855,2,0.306006193,2,0.480869591
"323","AC",6,22,1,2,1,1,0.317205936,2,0.269677311,2,0.775684893
"324","AC",6,23,2,2,2,1,0.41152361,2,0.25778842,2,0.50600338
"325","AC",6,24,1,2,1,1,0.564293563,2,0.317726463,1,0.457583815
"326","AC",6,25,1,1,2,0,0.599520624,2,0.328473836,1,0.459105372
"327","AC",6,26,2,2,2,1,0.388333708,2,0.258355141,2,0.422908902
"328","AC",6,27,2,1,2,1,0.351508945,2,0.448138922,2,0.706062496
"329","AC",6,28,2,1,1,0,0.952457905,2,0.365709007,1,1.057014346
"330","AC",6,29,2,1,1,0,0.234465703,2,0.446942329,1,0.411540926
"331","AC",6,30,2,1,2,1,0.352347493,2,0.306045085,2,0.351337224
"332","AC",6,31,2,2,2,1,0.387667269,2,0.600158155,2,0.704232156
"333","AC",6,32,1,2,2,0,0.318080664,2,0.375551611,1,0.434474021
"334","AC",6,33,1,2,1,1,1.482711792,1,0.858908296,1,1.164002419
"335","AC",6,34,2,2,1,0,1.469044566,1,1.129434943,1,1.364921689
"336","AC",6,35,2,1,1,0,1.04655838,2,2.588171005,1,0.27083233
"337","AC",6,36,2,1,2,1,0.835726142,2,0.384231508,1,0.599278033
"338","AC",6,37,1,1,1,1,0.340666115,2,0.282447487,2,0.434639573
"339","AC",6,38,1,2,1,1,0.564260483,2,0.75300014,1,0.48161763
"340","AC",6,39,1,1,2,0,0.846612453,2,0.258967698,1,0.281661302
"341","AC",6,40,2,2,2,1,0.328023374,2,0.283013433,2,0.259156346
"342","AC",6,41,1,2,1,1,0.292710125,2,0.447138309,2,0.999230385
"343","AC",6,42,1,2,1,1,0.329874843,2,0.282509476,2,0.658086896
"344","AC",6,43,1,1,1,1,0.39878577,2,0.305825621,1,0.552191019
"345","AC",6,44,1,1,1,1,0.387735039,2,1.470629692,1,0.811068237
