"","participant","blocks.thisRepN","trials.thisN","firstgabor","key_resp_5.keys","resp.keys","resp.corr","resp.rt","key_resp_2.keys","key_resp_2.rt","resp_mrating.keys","resp_mrating.rt"
"1","AS",0,0,2,2,1,0,3.08145229815,1,1.21179245337,2,1.05799552086
"2","AS",0,1,2,1,2,1,0.975973031213,2,2.63523221347,1,0.457530743563
"3","AS",0,2,2,1,2,1,0.940684684102,2,1.23530390129,1,1.36402665308
"4","AS",0,3,2,2,2,1,1.12896222452,2,1.52939951251,1,12.71610508
"5","AS",0,4,1,1,1,1,2.02304443759,1,1.12946080521,1,4.04604382967
"6","AS",0,5,1,2,1,1,0.72893111617,2,4.59980372476,1,0.905218464964
"7","AS",0,6,1,1,1,1,0.552480525515,2,1.03528411206,1,0.646380015501
"8","AS",0,7,1,2,1,1,0.564262044766,1,0.836194493436,1,0.834597880243
"9","AS",0,8,1,1,1,1,0.576049724087,2,1.99999845998,1,0.540461843563
"10","AS",0,9,2,2,2,1,0.458395463416,2,1.12942769483,2,0.834483148936
"11","AS",0,10,2,2,2,1,0.622256410612,1,1.27049715232,1,0.847281849777
"12","AS",0,11,2,2,2,1,0.564273594898,2,0.776509573327,2,0.598638701488
"13","AS",0,12,1,2,1,1,0.423753153667,1,2.26988923039,1,0.716966334831
"14","AS",0,13,2,1,2,1,0.422329792448,2,0.800776014843,2,0.364061303479
"15","AS",0,14,1,1,1,1,0.435459597062,2,0.728839485126,2,0.457548453765
"16","AS",0,15,1,2,2,0,1.29362398085,1,0.376563550942,1,0.822831761168
"17","AS",0,16,2,2,1,0,0.458320772565,1,0.847105902772,1,0.517099392348
"18","AS",0,17,1,2,1,1,0.52974640146,2,0.869965923262,1,0.340404323907
"19","AS",0,18,2,1,1,0,0.423104036271,1,1.43463607268,1,0.705881288517
"20","AS",0,19,1,2,1,1,0.587777727727,2,0.988263141258,2,1.21111831069
"21","AS",0,20,1,2,1,1,0.493025068021,2,0.882427360259,2,0.458743507382
"22","AS",0,21,1,2,1,1,1.20015954582,2,0.764088176785,2,0.516973110909
"23","AS",0,22,1,2,1,1,0.446602394034,1,1.07126585207,1,0.446431067082
"24","AS",0,23,2,1,2,1,0.352456501242,2,0.882398869935,2,0.352314819627
"25","AS",0,24,1,2,1,1,0.434711148534,2,1.08169446591,1,0.81183064581
"26","AS",0,25,2,2,2,1,0.752472209421,2,1.27060033349,2,1.43457293196
"27","AS",0,26,2,1,2,1,0.90539094693,2,0.587662226411,2,0.658117259246
"28","AS",0,27,2,1,2,1,1.71708761121,2,1.48235852147,2,0.833963393013
"29","AS",0,28,2,1,2,1,0.57601661371,1,0.611827411773,1,0.528741925014
"30","AS",0,29,1,1,1,1,0.458438583908,2,0.858858546693,1,0.611062408056
"31","AS",0,30,2,2,2,1,0.528972157638,2,0.917721097432,2,1.7992013469
"32","AS",0,31,1,1,1,1,0.434848980104,2,0.929452951116,1,0.551643910982
"33","AS",0,32,2,1,2,1,0.68124524279,2,1.37644997465,1,0.811737859753
"34","AS",0,33,1,1,1,1,0.481229303608,2,1.21175241292,2,1.45881896824
"35","AS",0,34,1,1,1,1,0.423723123325,2,1.98749852255,2,0.446395261674
"36","AS",0,35,2,1,2,1,0.811946147126,1,0.893499316425,1,0.622850857385
"37","AS",0,36,2,1,2,1,0.739983052107,2,2.6587625266,1,1.48231309096
"38","AS",0,37,1,1,1,1,0.517134812751,2,0.553037626863,1,0.54055193459
"39","AS",0,38,2,1,1,0,0.51634401374,1,0.44729886697,1,0.528754630159
"40","AS",0,39,1,1,1,1,0.470789139642,2,1.03466695003,2,0.42220890107
"41","AS",0,40,2,1,2,1,0.752487224592,2,1.35293082665,2,2.01033043772
"42","AS",0,41,2,2,2,1,0.952182070114,2,0.788501304972,1,0.469259902216
"43","AS",0,42,2,2,2,1,0.457657025001,2,0.835352873846,2,0.553001821456
"44","AS",0,43,2,2,2,1,0.705501674192,2,3.47043185557,2,2.56381659469
"45","AS",0,44,1,1,2,0,1.6700485452,2,0.858890502057,1,0.658149214611
"46","AS",0,45,1,1,1,1,0.623573125616,2,1.98759785368,2,0.928069630353
"47","AS",0,46,1,1,1,1,0.775999442514,1,0.941203285011,2,0.82217032363
"48","AS",0,47,1,1,1,1,0.494272482235,2,1.45820334623,1,1.45844820902
"49","AS",0,48,1,1,1,1,0.528253739451,1,1.25884114449,1,0.447141785181
"50","AS",0,49,2,1,1,0,0.470216253114,1,0.776471457892,1,0.43390340933
"52","AS",1,0,1,1,1,1,0.740471622674,1,0.105914321894,1,0.60119436061
"53","AS",1,1,2,2,2,1,0.893719923939,2,1.7646687634,1,0.869820776608
"54","AS",1,2,1,1,1,1,0.799504730357,1,0.83538482921,2,0.787514923732
"55","AS",1,3,1,1,1,1,0.858323775599,2,1.63529881923,1,1.02287580567
"56","AS",1,4,2,1,2,1,0.469875909236,2,0.976714549663,2,0.964090640813
"57","AS",1,5,2,1,1,0,0.62308032,1,0.400062678714,1,0.575834891639
"58","AS",1,6,2,1,2,1,0.540650880717,2,2.31765017962,2,0.952262536032
"59","AS",1,7,1,1,1,1,0.787735916251,1,1.38828192947,1,0.752259301995
"60","AS",1,8,2,1,2,1,0.623009479193,2,1.51765880372,2,0.728771724354
"61","AS",1,9,1,2,1,1,0.399555627936,2,0.435407236465,2,1.01106271606
"62","AS",1,10,1,1,1,1,0.352470746404,2,0.835364423978,2,0.905167259381
"63","AS",1,11,1,1,1,1,0.528918642028,2,2.34112466712,1,0.692839264903
"64","AS",1,12,2,2,2,1,0.222908685044,2,0.611996813704,2,0.199344876535
"65","AS",1,13,1,1,2,0,0.246091724215,1,1.25882227928,1,0.223394945585
"66","AS",1,14,2,1,1,0,0.211669251971,1,0.505966990494,1,0.175418008888
"67","AS",1,15,2,1,2,1,2.18764959827,2,1.25881265417,1,0.340584120956
"68","AS",1,16,2,2,2,1,0.175212031541,2,0.353038627875,2,0.141362445826
"69","AS",1,17,1,1,1,1,0.481273579112,2,0.858845841548,2,0.834654090883
"70","AS",1,18,1,1,1,1,0.352528497062,2,0.835299358236,2,0.434633762652
"71","AS",1,19,2,2,1,0,0.234814945716,2,0.717729028522,2,0.575851831832
"72","AS",1,20,1,1,1,1,0.364077858667,2,1.30612738332,2,0.64631417975
"73","AS",1,21,2,1,1,0,0.470833800151,1,0.599414870332,2,0.516123406226
"74","AS",1,22,1,1,1,1,1.52822909917,2,0.788288012542,1,0.341160087519
"75","AS",1,23,1,1,1,1,0.470114611956,2,1.02358113371,2,0.811020981584
"76","AS",1,24,2,2,2,1,0.340747362816,2,0.682329415144,2,0.31700221724
"77","AS",1,25,1,2,1,1,0.282569349878,2,0.481717874175,2,0.352317899662
"78","AS",1,26,2,2,1,0,0.481863020829,2,0.764761164453,1,0.469278767432
"79","AS",1,27,1,1,1,1,0.328565053999,2,0.728846415205,2,0.470946221432
"80","AS",1,28,2,1,1,0,0.293606270644,1,0.470710213743,1,0.293783372661
