,awareness,chance,confidence,correctness,model,score,sub,window
0,0.6517577282373865,False,0.6190427915721322,-0.01857165087222191,LogisticRegression,0.5967088607594936,kj,1
1,0.3297856680065352,False,0.33259995539884213,0.3376143765946222,RandomForestClassifier,0.5769620253164558,kj,1
2,0.18989619123855167,True,0.07831734643939837,-0.27149710598721294,LogisticRegression,0.5629113924050635,kj,1
3,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5696202531645571,kj,1
4,0.792142626315115,False,0.10615770389346504,-0.4116701308160324,LogisticRegression,0.5946753246753247,kj,2
5,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5844155844155845,kj,2
6,-0.04595096343443873,True,-0.18443601633697262,-0.21589561141459623,LogisticRegression,0.56987012987013,kj,2
7,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5844155844155845,kj,2
8,0.8568486486525267,False,-0.5223895681785617,0.3015432748271291,LogisticRegression,0.6017105263157895,kj,3
9,0.33272077209293016,False,0.3332571658781562,0.33402206202891255,RandomForestClassifier,0.5657894736842107,kj,3
10,0.010266880176736947,True,0.25132025576697364,-0.2505428196323662,LogisticRegression,0.5519736842105264,kj,3
11,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5657894736842106,kj,3
12,0.5686983854531225,False,-0.06862398340443168,-0.045930954911490046,LogisticRegression,0.5452702702702703,kj,4
13,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5675675675675674,kj,4
14,-0.02854203684536245,True,-0.03138751870463716,-0.0925878466490582,LogisticRegression,0.5662162162162161,kj,4
15,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.5675675675675674,kj,4
