"","firstgabor","corrAns","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_2.keys","key_resp_2.rt","resp.keys","resp.corr","resp.rt","resp_mrating.keys","resp_mrating.rt","lumi","mean","luminance","expName","participant","frameRate","session","date","X"
"122",2,"down",2,0,2,0,1,9,19,1,2,0.295109693947,2,1,0.622283831717,2,0.541451079422,0.079934211,0.8,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"123",1,"left",2,0,2,0,2,0,20,6,1,1.50588115716,2,0,0.55336431604,1,0.610274343631,0.079934211,0.761904761905,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"124",1,"left",2,0,2,0,2,1,21,8,1,1.4235222416,1,1,0.505412220009,2,0.434676631645,0.079934211,0.772727272727,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"125",2,"down",2,0,2,0,2,2,22,7,1,0.540334947407,1,0,1.15324696625,1,0.352325031196,0.079934211,0.739130434783,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"126",2,"down",2,0,2,0,2,3,23,5,1,0.588308218757,2,1,0.352660756313,2,0.457953316498,0.079934211,0.75,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"127",1,"left",2,0,2,0,2,4,24,4,2,0.859390081401,1,1,0.4936372005,1,0.528649634263,0.079934211,0.76,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"128",1,"left",2,0,2,0,2,5,25,2,2,0.270786948147,1,1,0.493539024003,1,0.646442565017,0.079934211,0.769230769231,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"129",2,"down",2,0,2,0,2,6,26,3,1,2.67046962631,1,0,0.575234959457,2,0.482419669486,0.079934211,0.740740740741,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"130",2,"down",2,0,2,0,2,7,27,9,2,2.51757725047,2,1,0.446579088097,1,0.728744499711,0.079934211,0.75,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"131",1,"left",2,0,2,0,2,8,28,0,1,0.399931006948,1,1,1.08196659458,1,0.39918140052,0.079934211,0.758620689655,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
"132",2,"down",2,0,2,0,2,9,29,1,1,0.717712926533,2,1,0.764236265783,1,0.434568444996,0.079934211,0.766666666667,0.079934211,"metacognition_realexp","ab",85.0860733211,1,"2014_Mar_13_1503",NA
