,awareness,chance,confidence,correctness,model,score,sub,window
0,0.6387900545381427,False,0.03195658616403128,0.27274891190594885,LogisticRegression,0.5826487179487179,bj,1
1,0.34129651600177263,False,0.3326532340215217,0.32605024997670584,RandomForestClassifier,0.5993615384615384,bj,1
2,-0.110005214299097,True,-0.2601422712982435,-0.02927074506939431,LogisticRegression,0.5338871794871795,bj,1
3,0.32906974973383485,True,0.3408053630552558,0.3301248872109093,RandomForestClassifier,0.5212358974358974,bj,1
4,0.7043612099038452,False,0.062054895334728674,0.19918259305788463,LogisticRegression,0.56571047008547,bj,2
5,0.3458470075687339,False,0.3253140514004898,0.3288389410307763,RandomForestClassifier,0.5628205128205128,bj,2
6,-0.2639374565866406,True,-0.06807632428761311,0.2679087946006201,LogisticRegression,0.49898504273504274,bj,2
7,0.3340032953493417,True,0.3302360730497289,0.3357606316009295,RandomForestClassifier,0.49966346153846153,bj,2
8,0.7117501791973595,False,0.31104502883659924,0.20948744537731512,LogisticRegression,0.5716293393057111,bj,3
9,0.34079553600381796,False,0.331487452054668,0.32771701194151404,RandomForestClassifier,0.5509014557670773,bj,3
10,0.13455818914134005,True,-0.1727568971875677,0.19699856543179636,LogisticRegression,0.5157306830907055,bj,3
11,0.33323246617070656,True,0.3357400680442186,0.3310274657850748,RandomForestClassifier,0.5192693169092945,bj,3
12,0.0393759660071876,False,-0.047286460471695387,0.3817084821512502,LogisticRegression,0.4908254994124559,bj,4
13,0.3280163751250935,False,0.33066406061556547,0.341319564259341,RandomForestClassifier,0.48137779083431254,bj,4
14,0.3744388526123698,True,0.19151418314976154,0.42569460400343817,LogisticRegression,0.5496709753231491,bj,4
15,0.32785933645075005,True,0.3370567562902108,0.33508390725903925,RandomForestClassifier,0.5621974148061104,bj,4
