sub,model,score,window,feature_name,target_name,chance
AS,LogisticRegression,0.6809226979916636,0,correct,awareness,False
AS,LogisticRegression,0.5588787138787139,1,correct,awareness,False
AS,LogisticRegression,0.540980024968789,2,correct,awareness,False
AS,LogisticRegression,0.4681167108753316,3,correct,awareness,False
AS,LogisticRegression,0.5289023255813954,4,correct,awareness,False
