,awareness,chance,confidence,correctness,model,score,sub,window
0,0.3023740681620179,False,-0.20244737999708448,-0.20550507843815044,LogisticRegression,0.426734693877551,cm,1
1,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.4387755102040816,cm,1
2,0.20832085453067195,True,-0.1281889738602725,-0.012536113303321888,LogisticRegression,0.43367346938775514,cm,1
3,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.4387755102040816,cm,1
4,-0.04063846137917381,False,-0.15019354627562392,-0.0004018192669871769,LogisticRegression,0.4467708333333333,cm,2
5,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44791666666666663,cm,2
6,-0.13657155896644757,True,0.05024295441963997,0.19902861797125992,LogisticRegression,0.44739583333333327,cm,2
7,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44791666666666663,cm,2
8,-0.24200613908712681,False,-0.1231456484139152,-0.0023794361512963695,LogisticRegression,0.44595744680851057,cm,3
9,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44680851063829785,cm,3
10,0.026613286654212406,True,-0.17937556857565595,0.5200189356832393,LogisticRegression,0.4368085106382979,cm,3
11,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44680851063829785,cm,3
12,0.47605046003102136,False,-0.31383193179404567,0.35775728998763684,LogisticRegression,0.4478260869565217,cm,4
13,0.3333333333333329,False,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44565217391304346,cm,4
14,-0.37904597755745223,True,0.0866497613518225,0.27720849269842135,LogisticRegression,0.4409782608695652,cm,4
15,0.3333333333333329,True,0.3333333333333329,0.3333333333333329,RandomForestClassifier,0.44565217391304346,cm,4
