,awareness,chance,confidence,correctness,model,score,sub,window
0,0.04922568383465904,False,0.13411433262769332,-0.6327271122956356,LogisticRegression,0.5418624999999999,mimi,1
1,0.3267036506857429,False,0.33077890084671613,0.34251744846754106,RandomForestClassifier,0.49716249999999995,mimi,1
2,0.323359395556533,True,-0.20006631271546055,-0.1951107045058036,LogisticRegression,0.5127583333333333,mimi,1
3,0.33108343058224016,True,0.3366395845691656,0.3322769848485946,RandomForestClassifier,0.5049583333333333,mimi,1
4,-0.13842775329103765,False,-0.09925211624050219,0.6187854435726927,LogisticRegression,0.5368777876895628,mimi,2
5,0.3279045019241268,False,0.32929073399696634,0.34280476407890687,RandomForestClassifier,0.5060749330954505,mimi,2
6,0.41484915934674127,True,0.021416904067114384,-0.32456923508219754,LogisticRegression,0.5049776984834969,mimi,2
7,0.3361791472130609,True,0.3320981988405417,0.3317226539463974,RandomForestClassifier,0.5163336306868868,mimi,2
8,-0.4303567317351202,False,0.0019080717630048122,-0.05363877687545215,LogisticRegression,0.5107756232686981,mimi,3
9,0.34178008127363396,False,0.3298608796259937,0.32835903910037223,RandomForestClassifier,0.5266943674976916,mimi,3
10,0.13050000653752056,True,0.14472302598496573,-0.05678518168983787,LogisticRegression,0.48,mimi,3
11,0.3321759146043561,True,0.3394803243129932,0.32834376108265073,RandomForestClassifier,0.4882548476454294,mimi,3
12,0.14537125401189072,False,0.06682993267537739,-0.1849830581625396,LogisticRegression,0.441155753968254,mimi,4
13,0.3294922497780407,False,0.3405403533422622,0.3299673968796973,RandomForestClassifier,0.4927728174603174,mimi,4
14,-0.11655316613212718,True,-0.17099324518545653,0.08695620900772023,LogisticRegression,0.47004960317460315,mimi,4
15,0.32776413316572683,True,0.34346698209720555,0.3287688847370673,RandomForestClassifier,0.5133432539682539,mimi,4
