success,sub_name,blocks,awareness,confidence,correct,time
1,HB,5,1,1,1,1
1,HB,5,1,1,1,4
1,HB,5,1,1,1,3
1,HB,5,1,1,1,2
1,HB,5,1,1,1,1
1,HB,5,1,1,1,4
1,HB,5,1,1,1,3
1,HB,5,1,1,1,2
1,HB,5,0,0,1,1
1,HB,5,1,1,1,4
1,HB,5,1,1,1,3
1,HB,5,0,0,1,2
1,HB,5,0,1,1,1
0,HB,5,1,1,1,4
0,HB,5,0,0,1,3
0,HB,5,0,1,1,2
0,HB,5,0,0,1,1
0,HB,5,0,0,1,4
0,HB,5,0,1,1,3
0,HB,5,0,0,1,2
0,HB,5,1,1,1,1
0,HB,5,0,1,1,4
0,HB,5,0,0,1,3
0,HB,5,1,1,1,2
0,HB,5,1,0,1,1
0,HB,5,0,0,1,4
0,HB,5,1,1,1,3
0,HB,5,1,0,1,2
0,HB,5,1,1,1,1
1,HB,5,1,1,1,4
1,HB,5,1,0,1,3
1,HB,5,1,1,1,2
1,HB,5,1,0,1,1
1,HB,5,1,0,1,4
1,HB,5,1,1,1,3
1,HB,5,1,0,1,2
1,HB,5,0,1,1,1
1,HB,5,1,1,1,4
1,HB,5,1,0,1,3
1,HB,5,0,1,1,2
1,HB,5,1,0,1,1
1,HB,5,1,0,1,4
1,HB,5,0,1,1,3
1,HB,5,1,0,1,2
1,HB,5,1,0,1,1
1,HB,5,0,1,1,4
1,HB,5,1,0,1,3
1,HB,5,1,0,1,2
1,HB,5,0,1,1,1
1,HB,5,1,0,1,4
1,HB,5,1,0,1,3
1,HB,5,0,1,1,2
1,HB,5,1,1,1,1
1,HB,5,1,0,1,4
1,HB,5,0,1,1,3
1,HB,5,1,1,1,2
1,HB,5,1,0,1,1
1,HB,5,0,1,1,4
1,HB,5,1,1,1,3
1,HB,5,1,0,1,2
1,HB,5,1,0,1,1
1,HB,5,1,1,1,4
1,HB,5,1,0,1,3
1,HB,5,1,0,1,2
1,HB,5,0,1,0,1
1,HB,5,1,0,1,4
1,HB,5,1,0,1,3
1,HB,5,0,1,0,2
1,HB,5,1,1,1,1
1,HB,5,1,0,1,4
1,HB,5,0,1,0,3
1,HB,5,1,1,1,2
1,HB,5,1,0,1,1
1,HB,5,0,1,0,4
1,HB,5,1,1,1,3
1,HB,5,1,0,1,2
1,HB,5,1,1,1,1
1,HB,5,1,1,1,4
1,HB,5,1,0,1,3
1,HB,5,1,1,1,2
1,HB,5,1,1,1,1
1,HB,6,0,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,0,0,1,1
1,HB,6,1,1,1,4
1,HB,6,1,1,1,3
1,HB,6,0,0,1,2
1,HB,6,1,0,1,1
1,HB,6,1,1,1,4
1,HB,6,0,0,1,3
1,HB,6,1,0,1,2
1,HB,6,1,1,1,1
1,HB,6,0,0,1,4
1,HB,6,1,0,1,3
1,HB,6,1,1,1,2
1,HB,6,1,0,1,1
1,HB,6,1,0,1,4
1,HB,6,1,1,1,3
1,HB,6,1,0,1,2
1,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,0,1,3
1,HB,6,1,1,1,2
1,HB,6,1,1,1,1
1,HB,6,1,0,1,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,0,1,1,1
0,HB,6,1,1,1,4
0,HB,6,1,1,1,3
0,HB,6,0,1,1,2
0,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,0,1,1,3
1,HB,6,1,1,1,2
1,HB,6,1,1,1,1
1,HB,6,0,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,1,0,1,1
1,HB,6,1,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,0,1,2
1,HB,6,0,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,0,1,3
1,HB,6,0,1,1,2
1,HB,6,1,1,1,1
1,HB,6,1,0,1,4
1,HB,6,0,1,1,3
1,HB,6,1,1,1,2
1,HB,6,1,0,1,1
1,HB,6,0,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,0,1,2
1,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,0,1,3
1,HB,6,1,1,1,2
1,HB,6,0,0,0,1
1,HB,6,1,0,1,4
1,HB,6,1,1,1,3
1,HB,6,0,0,0,2
1,HB,6,0,0,1,1
1,HB,6,1,1,1,4
1,HB,6,0,0,0,3
1,HB,6,0,0,1,2
1,HB,6,1,1,1,1
1,HB,6,0,0,0,4
1,HB,6,0,0,1,3
1,HB,6,1,1,1,2
1,HB,6,0,1,1,1
1,HB,6,0,0,1,4
1,HB,6,1,1,1,3
1,HB,6,0,1,1,2
1,HB,6,0,0,1,1
1,HB,6,1,1,1,4
1,HB,6,0,1,1,3
1,HB,6,0,0,1,2
1,HB,6,1,1,1,1
0,HB,6,0,1,1,4
0,HB,6,0,0,1,3
0,HB,6,1,1,1,2
0,HB,6,1,1,1,1
0,HB,6,0,0,1,4
0,HB,6,1,1,1,3
0,HB,6,1,1,1,2
0,HB,6,0,0,1,1
0,HB,6,1,1,1,4
0,HB,6,1,1,1,3
0,HB,6,0,0,1,2
0,HB,6,0,1,1,1
1,HB,6,1,1,1,4
1,HB,6,0,0,1,3
1,HB,6,0,1,1,2
1,HB,6,0,1,0,1
1,HB,6,0,0,1,4
1,HB,6,0,1,1,3
1,HB,6,0,1,0,2
1,HB,6,0,0,0,1
1,HB,6,0,1,1,4
1,HB,6,0,1,0,3
1,HB,6,0,0,0,2
1,HB,6,1,1,1,1
1,HB,6,0,1,0,4
1,HB,6,0,0,0,3
1,HB,6,1,1,1,2
1,HB,6,1,1,1,1
1,HB,6,0,0,0,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,0,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,1,1,3
1,HB,6,0,1,1,2
1,HB,6,0,0,1,1
1,HB,6,1,1,1,4
1,HB,6,0,1,1,3
1,HB,6,0,0,1,2
1,HB,6,0,0,1,1
1,HB,6,0,1,1,4
1,HB,6,0,0,1,3
1,HB,6,0,0,1,2
1,HB,6,0,1,1,1
1,HB,6,0,0,1,4
1,HB,6,0,0,1,3
1,HB,6,0,1,1,2
1,HB,6,1,1,1,1
0,HB,6,0,0,1,4
0,HB,6,0,1,1,3
0,HB,6,1,1,1,2
0,HB,6,1,1,1,1
1,HB,6,0,1,1,4
1,HB,6,1,1,1,3
1,HB,6,1,1,1,2
1,HB,6,0,1,1,1
1,HB,6,1,1,1,4
1,HB,6,1,1,1,3
1,HB,6,0,1,1,2
1,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,0,1,1,3
1,HB,6,1,1,1,2
1,HB,6,0,1,0,1
1,HB,6,0,1,1,4
1,HB,6,1,1,1,3
1,HB,6,0,1,0,2
1,HB,6,1,1,1,1
1,HB,6,1,1,1,4
1,HB,6,0,1,0,3
1,HB,6,1,1,1,2
1,HB,6,0,0,1,1
1,HB,6,0,1,0,4
1,HB,6,1,1,1,3
1,HB,6,0,0,1,2
1,HB,6,0,1,1,1
1,HB,6,1,1,1,4
1,HB,6,0,0,1,3
1,HB,6,0,1,1,2
1,HB,6,0,0,1,1
0,HB,6,0,0,1,4
0,HB,6,0,1,1,3
0,HB,6,0,0,1,2
0,HB,6,0,0,1,1
1,HB,6,0,1,1,4
1,HB,6,0,0,1,3
1,HB,6,0,0,1,2
1,HB,6,0,1,1,1
1,HB,6,0,0,1,4
1,HB,6,0,0,1,3
1,HB,6,0,1,1,2
1,HB,6,0,0,1,1
0,HB,6,0,0,1,4
0,HB,6,0,1,1,3
0,HB,6,0,0,1,2
0,HB,6,0,1,1,1
1,HB,6,0,1,1,4
1,HB,6,0,0,1,3
1,HB,6,0,1,1,2
1,HB,6,0,0,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,0,0,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,0,0,1,2
1,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,0,0,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,0,0,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,0,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,0,1,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,0,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,0,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,0,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,0,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,0,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
0,HB,7,1,0,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,0,0,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,0,0,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,0,0,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
1,HB,7,0,0,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,0,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,0,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,0,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
1,HB,7,1,0,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,0,0,0,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,0,0,0,2
1,HB,7,0,1,1,1
1,HB,7,1,1,1,4
1,HB,7,0,0,0,3
1,HB,7,0,1,1,2
1,HB,7,0,1,0,1
0,HB,7,0,0,0,4
0,HB,7,0,1,1,3
0,HB,7,0,1,0,2
0,HB,7,1,1,1,1
1,HB,7,0,1,1,4
1,HB,7,0,1,0,3
1,HB,7,1,1,1,2
1,HB,7,0,0,1,1
0,HB,7,0,1,0,4
0,HB,7,1,1,1,3
0,HB,7,0,0,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,0,0,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
0,HB,7,0,0,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,0,0,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,0,0,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,0,0,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,0,0,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
0,HB,7,1,1,1,4
0,HB,7,1,1,1,3
0,HB,7,1,1,1,2
0,HB,7,1,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,0,1,1,1
1,HB,7,1,1,1,4
1,HB,7,1,1,1,3
1,HB,7,0,1,1,2
1,HB,7,0,0,0,1
1,HB,7,1,1,1,4
1,HB,7,0,1,1,3
1,HB,7,0,0,0,2
1,HB,7,0,0,0,1
1,HB,7,0,1,1,4
1,HB,7,0,0,0,3
1,HB,7,0,0,0,2
1,HB,7,1,1,1,1
1,HB,7,0,0,0,4
1,HB,7,0,0,0,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,7,0,0,0,4
1,HB,7,1,1,1,3
1,HB,7,1,1,1,2
1,HB,7,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,0,1
0,HB,8,1,1,1,4
0,HB,8,1,1,1,3
0,HB,8,0,1,0,2
0,HB,8,1,0,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,0,3
1,HB,8,1,0,1,2
1,HB,8,0,1,1,1
0,HB,8,0,1,0,4
0,HB,8,1,0,1,3
0,HB,8,0,1,1,2
0,HB,8,1,0,1,1
0,HB,8,1,0,1,4
0,HB,8,0,1,1,3
0,HB,8,1,0,1,2
0,HB,8,1,1,1,1
0,HB,8,0,1,1,4
0,HB,8,1,0,1,3
0,HB,8,1,1,1,2
0,HB,8,0,1,1,1
1,HB,8,1,0,1,4
1,HB,8,1,1,1,3
1,HB,8,0,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,1,1
0,HB,8,0,1,1,4
0,HB,8,1,1,1,3
0,HB,8,0,1,1,2
0,HB,8,0,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,0,1,1,2
1,HB,8,1,1,1,1
1,HB,8,0,1,1,4
1,HB,8,0,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,1,1
1,HB,8,0,1,1,4
1,HB,8,1,1,1,3
1,HB,8,0,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,0,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
0,HB,8,1,1,1,4
0,HB,8,1,1,1,3
0,HB,8,1,1,1,2
0,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,0,1,1,2
1,HB,8,0,0,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,0,0,1,2
1,HB,8,1,1,1,1
0,HB,8,0,1,1,4
0,HB,8,0,0,1,3
0,HB,8,1,1,1,2
0,HB,8,1,1,1,1
0,HB,8,0,0,1,4
0,HB,8,1,1,1,3
0,HB,8,1,1,1,2
0,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,0,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,0,1,1
0,HB,8,0,1,1,4
0,HB,8,1,1,1,3
0,HB,8,0,0,1,2
0,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,0,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,0,0,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,0,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,0,0,1,2
1,HB,8,1,0,1,1
0,HB,8,1,1,1,4
0,HB,8,0,0,1,3
0,HB,8,1,0,1,2
0,HB,8,0,1,1,1
0,HB,8,0,0,1,4
0,HB,8,1,0,1,3
0,HB,8,0,1,1,2
0,HB,8,1,0,1,1
1,HB,8,1,0,1,4
1,HB,8,0,1,1,3
1,HB,8,1,0,1,2
1,HB,8,1,1,1,1
1,HB,8,0,1,1,4
1,HB,8,1,0,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,0,1
1,HB,8,1,0,1,4
1,HB,8,1,1,1,3
1,HB,8,0,1,0,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,0,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,0,1,0,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,1,1,1
0,HB,8,1,1,1,4
0,HB,8,1,1,1,3
0,HB,8,0,1,1,2
0,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,0,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,0,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,1,1,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,1,1,1,2
1,HB,8,0,0,1,1
1,HB,8,1,1,1,4
1,HB,8,1,1,1,3
1,HB,8,0,0,1,2
1,HB,8,0,0,1,1
0,HB,8,1,1,1,4
0,HB,8,0,0,1,3
0,HB,8,0,0,1,2
0,HB,8,0,0,0,1
1,HB,8,0,0,1,4
1,HB,8,0,0,1,3
1,HB,8,0,0,0,2
1,HB,8,0,0,0,1
1,HB,9,0,1,0,4
1,HB,9,0,0,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,0,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,0,1,2
1,HB,9,1,0,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,1,3
1,HB,9,1,0,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,1,4
1,HB,9,1,0,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,0,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,1,1,1
0,HB,9,1,1,1,4
0,HB,9,1,1,1,3
0,HB,9,0,1,1,2
0,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,1,1,1
0,HB,9,0,1,1,4
0,HB,9,1,1,1,3
0,HB,9,0,1,1,2
0,HB,9,1,1,1,1
0,HB,9,1,1,1,4
0,HB,9,0,1,1,3
0,HB,9,1,1,1,2
0,HB,9,0,1,1,1
0,HB,9,0,1,1,4
0,HB,9,1,1,1,3
0,HB,9,0,1,1,2
0,HB,9,0,0,0,1
0,HB,9,1,1,1,4
0,HB,9,0,1,1,3
0,HB,9,0,0,0,2
0,HB,9,1,1,1,1
1,HB,9,0,1,1,4
1,HB,9,0,0,0,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,0,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,0,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,0,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,0,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,0,1,2
1,HB,9,0,0,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,1,3
1,HB,9,0,0,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,1,4
1,HB,9,0,0,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
0,HB,9,0,0,1,4
0,HB,9,1,1,1,3
0,HB,9,1,1,1,2
0,HB,9,0,0,0,1
0,HB,9,1,1,1,4
0,HB,9,1,1,1,3
0,HB,9,0,0,0,2
0,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,0,3
1,HB,9,1,1,1,2
1,HB,9,0,0,0,1
1,HB,9,0,0,0,4
1,HB,9,1,1,1,3
1,HB,9,0,0,0,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,0,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,0,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,1,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,1,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,1,1,3
1,HB,9,1,1,1,2
1,HB,9,0,0,1,1
1,HB,9,0,1,1,4
1,HB,9,1,1,1,3
1,HB,9,0,0,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,1,3
1,HB,9,1,1,1,2
1,HB,9,0,0,1,1
1,HB,9,0,0,1,4
1,HB,9,1,1,1,3
1,HB,9,0,0,1,2
1,HB,9,1,1,1,1
1,HB,9,1,1,1,4
1,HB,9,0,0,1,3
1,HB,9,1,1,1,2
1,HB,9,1,1,1,1
1,HB,9,0,0,1,4
1,HB,9,1,1,1,3
1,HB,9,1,1,1,2
1,HB,9,1,0,1,1
1,HB,9,1,1,1,4
1,HB,9,1,1,1,3
1,HB,9,1,0,1,2
1,HB,9,0,0,1,1
1,HB,10,0,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,0,0,0,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,0,0,0,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,0,0,0,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,0,0,0,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,0,1,0,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,0,1,0,2
1,HB,10,1,1,1,1
0,HB,10,1,1,1,4
0,HB,10,0,1,0,3
0,HB,10,1,1,1,2
0,HB,10,1,1,1,1
0,HB,10,0,1,0,4
0,HB,10,1,1,1,3
0,HB,10,1,1,1,2
0,HB,10,0,0,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,0,0,1,2
1,HB,10,0,0,0,1
1,HB,10,1,1,1,4
1,HB,10,0,0,1,3
1,HB,10,0,0,0,2
1,HB,10,0,1,0,1
1,HB,10,0,0,1,4
1,HB,10,0,0,0,3
1,HB,10,0,1,0,2
1,HB,10,1,1,1,1
1,HB,10,0,0,0,4
1,HB,10,0,1,0,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,0,1,0,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,1,1,1,2
1,HB,10,0,0,1,1
1,HB,10,1,1,1,4
1,HB,10,1,1,1,3
1,HB,10,0,0,1,2
1,HB,10,1,1,1,1
1,HB,10,1,1,1,4
1,HB,10,0,0,1,3
1,HB,10,1,1,1,2
1,HB,10,0,0,1,1
1,HB,10,0,0,1,4
1,HB,10,1,1,1,3
1,HB,10,0,0,1,2
1,HB,10,0,0,0,1
1,HB,10,1,1,1,4
1,HB,10,0,0,1,3
1,HB,10,0,0,0,2
1,HB,10,0,0,1,1
1,HB,10,0,0,1,4
1,HB,10,0,0,0,3
1,HB,10,0,0,1,2
1,HB,10,0,1,0,1
1,HB,10,0,0,0,4
1,HB,10,0,0,1,3
1,HB,10,0,1,0,2
1,HB,10,1,0,0,1
1,HB,10,0,0,1,4
1,HB,10,0,1,0,3
1,HB,10,1,0,0,2
1,HB,10,1,1,1,1
1,HB,10,0,1,0,4
1,HB,10,1,0,0,3
