success,sub_name,blocks,awareness,confidence,correct,time
1,AC,0,1,0,1,4
1,AC,0,0,0,1,3
1,AC,0,0,0,1,2
1,AC,0,0,0,1,1
1,AC,0,0,0,1,4
1,AC,0,0,0,1,3
1,AC,0,0,0,1,2
1,AC,0,1,0,0,1
1,AC,0,0,0,1,4
1,AC,0,0,0,1,3
1,AC,0,1,0,0,2
1,AC,0,0,0,0,1
0,AC,0,0,0,1,4
0,AC,0,1,0,0,3
0,AC,0,0,0,0,2
0,AC,0,0,0,0,1
0,AC,0,1,0,0,4
0,AC,0,0,0,0,3
0,AC,0,0,0,0,2
0,AC,0,1,1,1,1
1,AC,0,0,0,0,4
1,AC,0,0,0,0,3
1,AC,0,1,1,1,2
1,AC,0,1,0,1,1
1,AC,1,1,1,1,4
1,AC,1,1,0,0,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
0,AC,1,1,0,0,4
0,AC,1,1,1,1,3
0,AC,1,1,1,1,2
0,AC,1,0,0,1,1
1,AC,1,1,1,1,4
1,AC,1,1,1,1,3
1,AC,1,0,0,1,2
1,AC,1,1,0,1,1
1,AC,1,1,1,1,4
1,AC,1,0,0,1,3
1,AC,1,1,0,1,2
1,AC,1,1,0,1,1
0,AC,1,0,0,1,4
0,AC,1,1,0,1,3
0,AC,1,1,0,1,2
0,AC,1,1,1,1,1
1,AC,1,1,0,1,4
1,AC,1,1,0,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
0,AC,1,1,0,1,4
0,AC,1,1,1,1,3
0,AC,1,1,1,1,2
0,AC,1,0,1,1,1
1,AC,1,1,1,1,4
1,AC,1,1,1,1,3
1,AC,1,0,1,1,2
1,AC,1,1,0,1,1
0,AC,1,1,1,1,4
0,AC,1,0,1,1,3
0,AC,1,1,0,1,2
0,AC,1,1,0,0,1
1,AC,1,0,1,1,4
1,AC,1,1,0,1,3
1,AC,1,1,0,0,2
1,AC,1,1,0,1,1
1,AC,1,1,0,1,4
1,AC,1,1,0,0,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
1,AC,1,1,0,0,4
1,AC,1,1,0,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
1,AC,1,1,0,1,4
1,AC,1,1,1,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
0,AC,1,1,1,1,4
0,AC,1,1,1,1,3
0,AC,1,1,1,1,2
0,AC,1,0,0,0,1
0,AC,1,1,1,1,4
0,AC,1,1,1,1,3
0,AC,1,0,0,0,2
0,AC,1,0,0,1,1
0,AC,1,1,1,1,4
0,AC,1,0,0,0,3
0,AC,1,0,0,1,2
0,AC,1,0,0,0,1
0,AC,1,0,0,0,4
0,AC,1,0,0,1,3
0,AC,1,0,0,0,2
0,AC,1,1,0,1,1
1,AC,1,0,0,1,4
1,AC,1,0,0,0,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
1,AC,1,0,0,0,4
1,AC,1,1,0,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
1,AC,1,1,0,1,4
1,AC,1,1,1,1,3
1,AC,1,1,1,1,2
1,AC,1,1,0,1,1
1,AC,1,1,1,1,4
1,AC,1,1,1,1,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
1,AC,1,1,1,1,4
1,AC,1,1,0,1,3
1,AC,1,1,1,1,2
1,AC,1,0,1,0,1
1,AC,1,1,0,1,4
1,AC,1,1,1,1,3
1,AC,1,0,1,0,2
1,AC,1,0,1,0,1
0,AC,1,1,1,1,4
0,AC,1,0,1,0,3
0,AC,1,0,1,0,2
0,AC,1,0,0,1,1
0,AC,1,0,1,0,4
0,AC,1,0,1,0,3
0,AC,1,0,0,1,2
0,AC,1,1,1,1,1
0,AC,1,0,1,0,4
0,AC,1,0,0,1,3
0,AC,1,1,1,1,2
0,AC,1,1,0,1,1
1,AC,1,0,0,1,4
1,AC,1,1,1,1,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
0,AC,1,1,1,1,4
0,AC,1,1,0,1,3
0,AC,1,1,1,1,2
0,AC,1,0,0,0,1
0,AC,1,1,0,1,4
0,AC,1,1,1,1,3
0,AC,1,0,0,0,2
0,AC,1,1,0,1,1
1,AC,1,1,1,1,4
1,AC,1,0,0,0,3
1,AC,1,1,0,1,2
1,AC,1,1,0,1,1
1,AC,1,0,0,0,4
1,AC,1,1,0,1,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
1,AC,1,1,0,1,4
1,AC,1,1,0,1,3
1,AC,1,1,1,1,2
1,AC,1,1,0,1,1
1,AC,1,1,0,1,4
1,AC,1,1,1,1,3
1,AC,1,1,0,1,2
1,AC,1,1,1,1,1
0,AC,1,1,1,1,4
0,AC,1,1,0,1,3
0,AC,1,1,1,1,2
0,AC,1,1,0,0,1
0,AC,1,1,0,1,4
0,AC,1,1,1,1,3
0,AC,1,1,0,0,2
0,AC,1,1,1,1,1
1,AC,1,1,1,1,4
1,AC,1,1,0,0,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
1,AC,1,1,0,0,4
1,AC,1,1,1,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,1,1
1,AC,1,1,1,1,4
1,AC,1,1,1,1,3
1,AC,1,1,1,1,2
1,AC,1,1,0,1,1
1,AC,1,1,1,1,4
1,AC,1,1,1,1,3
1,AC,1,1,0,1,2
1,AC,1,0,0,0,1
0,AC,1,1,1,1,4
0,AC,1,1,0,1,3
0,AC,1,0,0,0,2
0,AC,1,0,0,1,1
1,AC,1,1,0,1,4
1,AC,1,0,0,0,3
1,AC,1,0,0,1,2
1,AC,1,1,1,1,1
1,AC,1,0,0,0,4
1,AC,1,0,0,1,3
1,AC,1,1,1,1,2
1,AC,1,0,0,0,1
0,AC,1,0,0,1,4
0,AC,1,1,1,1,3
0,AC,1,0,0,0,2
0,AC,1,0,1,1,1
0,AC,1,1,1,1,4
0,AC,1,0,0,0,3
0,AC,1,0,1,1,2
0,AC,1,0,0,1,1
1,AC,1,0,0,0,4
1,AC,1,0,1,1,3
1,AC,1,0,0,1,2
1,AC,1,1,1,1,1
1,AC,1,0,1,1,4
1,AC,1,0,0,1,3
1,AC,1,1,1,1,2
1,AC,1,1,1,0,1
1,AC,2,0,0,1,4
1,AC,2,1,0,1,3
1,AC,2,1,1,1,2
1,AC,2,1,0,1,1
1,AC,2,1,0,1,4
1,AC,2,1,1,1,3
1,AC,2,1,0,1,2
1,AC,2,0,0,0,1
1,AC,2,1,1,1,4
1,AC,2,1,0,1,3
1,AC,2,0,0,0,2
1,AC,2,1,1,1,1
1,AC,2,1,0,1,4
1,AC,2,0,0,0,3
1,AC,2,1,1,1,2
1,AC,2,1,1,1,1
1,AC,2,0,0,0,4
1,AC,2,1,1,1,3
1,AC,2,1,1,1,2
1,AC,2,1,1,1,1
1,AC,2,1,1,1,4
1,AC,2,1,1,1,3
1,AC,2,1,1,1,2
1,AC,2,1,1,1,1
1,AC,2,1,1,1,4
1,AC,2,1,1,1,3
1,AC,2,1,1,1,2
1,AC,2,1,0,0,1
1,AC,2,1,1,1,4
1,AC,2,1,1,1,3
1,AC,2,1,0,0,2
1,AC,2,1,1,0,1
0,AC,2,1,1,1,4
0,AC,2,1,0,0,3
0,AC,2,1,1,0,2
0,AC,2,0,0,1,1
0,AC,2,1,0,0,4
0,AC,2,1,1,0,3
0,AC,2,0,0,1,2
0,AC,2,1,0,1,1
1,AC,2,1,1,0,4
1,AC,2,0,0,1,3
1,AC,2,1,0,1,2
1,AC,2,1,1,0,1
1,AC,2,0,0,1,4
1,AC,2,1,0,1,3
1,AC,2,1,1,0,2
1,AC,2,1,1,1,1
1,AC,2,1,0,1,4
1,AC,2,1,1,0,3
1,AC,2,1,1,1,2
1,AC,2,1,0,1,1
0,AC,2,1,1,0,4
0,AC,2,1,1,1,3
0,AC,2,1,0,1,2
0,AC,2,0,0,0,1
0,AC,2,1,1,1,4
0,AC,2,1,0,1,3
0,AC,2,0,0,0,2
0,AC,2,1,0,1,1
0,AC,2,1,0,1,4
0,AC,2,0,0,0,3
0,AC,2,1,0,1,2
0,AC,2,1,1,0,1
1,AC,2,0,0,0,4
1,AC,2,1,0,1,3
1,AC,2,1,1,0,2
1,AC,2,1,1,1,1
1,AC,2,1,0,1,4
1,AC,2,1,1,0,3
1,AC,2,1,1,1,2
1,AC,2,1,1,0,1
0,AC,2,1,1,0,4
0,AC,2,1,1,1,3
0,AC,2,1,1,0,2
0,AC,2,1,0,1,1
1,AC,2,1,1,1,4
1,AC,2,1,1,0,3
1,AC,2,1,0,1,2
1,AC,2,1,1,1,1
1,AC,2,1,1,0,4
1,AC,2,1,0,1,3
1,AC,2,1,1,1,2
1,AC,2,1,1,0,1
0,AC,2,1,0,1,4
0,AC,2,1,1,1,3
0,AC,2,1,1,0,2
0,AC,2,1,0,1,1
0,AC,2,1,1,1,4
0,AC,2,1,1,0,3
0,AC,2,1,0,1,2
0,AC,2,0,0,1,1
0,AC,2,1,1,0,4
0,AC,2,1,0,1,3
0,AC,2,0,0,1,2
0,AC,2,1,1,1,1
0,AC,2,1,0,1,4
0,AC,2,0,0,1,3
0,AC,2,1,1,1,2
0,AC,2,1,0,1,1
0,AC,2,0,0,1,4
0,AC,2,1,1,1,3
0,AC,2,1,0,1,2
0,AC,2,1,0,1,1
0,AC,2,1,1,1,4
0,AC,2,1,0,1,3
0,AC,2,1,0,1,2
0,AC,2,1,0,1,1
1,AC,2,1,0,1,4
1,AC,2,1,0,1,3
1,AC,2,1,0,1,2
1,AC,2,1,1,1,1
1,AC,2,1,0,1,4
1,AC,2,1,0,1,3
1,AC,2,1,1,1,2
1,AC,2,1,0,1,1
0,AC,2,1,0,1,4
0,AC,2,1,1,1,3
0,AC,2,1,0,1,2
0,AC,2,0,1,0,1
0,AC,2,1,1,1,4
0,AC,2,1,0,1,3
0,AC,2,0,1,0,2
0,AC,2,0,0,0,1
0,AC,2,1,0,1,4
0,AC,2,0,1,0,3
0,AC,2,0,0,0,2
0,AC,2,1,0,1,1
0,AC,2,0,1,0,4
0,AC,2,0,0,0,3
0,AC,2,1,0,1,2
0,AC,2,1,0,1,1
0,AC,2,0,0,0,4
0,AC,2,1,0,1,3
0,AC,2,1,0,1,2
0,AC,2,0,0,1,1
0,AC,2,1,0,1,4
0,AC,2,1,0,1,3
0,AC,2,0,0,1,2
0,AC,2,0,0,1,1
1,AC,2,1,0,1,4
1,AC,2,0,0,1,3
1,AC,2,0,0,1,2
1,AC,2,1,1,1,1
1,AC,2,0,0,1,4
1,AC,2,0,0,1,3
1,AC,2,1,1,1,2
1,AC,2,1,1,0,1
1,AC,2,0,0,1,4
1,AC,2,1,1,1,3
1,AC,2,1,1,0,2
1,AC,2,1,0,1,1
0,AC,2,1,1,1,4
0,AC,2,1,1,0,3
0,AC,2,1,0,1,2
0,AC,2,1,1,1,1
0,AC,2,1,1,0,4
0,AC,2,1,0,1,3
0,AC,2,1,1,1,2
0,AC,2,0,0,1,1
0,AC,2,1,0,1,4
0,AC,2,1,1,1,3
0,AC,2,0,0,1,2
0,AC,2,0,0,0,1
0,AC,2,1,1,1,4
0,AC,2,0,0,1,3
0,AC,2,0,0,0,2
0,AC,2,1,0,1,1
1,AC,2,0,0,1,4
1,AC,2,0,0,0,3
1,AC,2,1,0,1,2
1,AC,2,1,1,1,1
1,AC,2,0,0,0,4
1,AC,2,1,0,1,3
1,AC,2,1,1,1,2
1,AC,2,1,1,1,1
1,AC,2,1,0,1,4
1,AC,2,1,1,1,3
1,AC,2,1,1,1,2
1,AC,2,1,0,1,1
1,AC,2,1,1,1,4
1,AC,2,1,1,1,3
1,AC,2,1,0,1,2
1,AC,2,1,1,1,1
0,AC,3,1,1,1,4
0,AC,3,1,0,1,3
0,AC,3,1,0,0,2
0,AC,3,0,1,0,1
0,AC,3,1,0,1,4
0,AC,3,1,0,0,3
0,AC,3,0,1,0,2
0,AC,3,1,0,0,1
1,AC,3,1,0,0,4
1,AC,3,0,1,0,3
1,AC,3,1,0,0,2
1,AC,3,1,1,1,1
1,AC,3,0,1,0,4
1,AC,3,1,0,0,3
1,AC,3,1,1,1,2
1,AC,3,1,0,1,1
1,AC,3,1,0,0,4
1,AC,3,1,1,1,3
1,AC,3,1,0,1,2
1,AC,3,1,1,0,1
1,AC,3,1,1,1,4
1,AC,3,1,0,1,3
1,AC,3,1,1,0,2
1,AC,3,1,1,0,1
1,AC,3,1,0,1,4
1,AC,3,1,1,0,3
1,AC,3,1,1,0,2
1,AC,3,1,1,0,1
1,AC,3,1,1,0,4
1,AC,3,1,1,0,3
1,AC,3,1,1,0,2
1,AC,3,1,1,0,1
0,AC,3,1,1,0,4
0,AC,3,1,1,0,3
0,AC,3,1,1,0,2
0,AC,3,1,0,1,1
1,AC,3,1,1,0,4
1,AC,3,1,1,0,3
1,AC,3,1,0,1,2
1,AC,3,1,1,1,1
0,AC,3,1,1,0,4
0,AC,3,1,0,1,3
0,AC,3,1,1,1,2
0,AC,3,1,0,0,1
0,AC,3,1,0,1,4
0,AC,3,1,1,1,3
0,AC,3,1,0,0,2
0,AC,3,1,0,1,1
0,AC,3,1,1,1,4
0,AC,3,1,0,0,3
0,AC,3,1,0,1,2
0,AC,3,1,1,1,1
0,AC,3,1,0,0,4
0,AC,3,1,0,1,3
0,AC,3,1,1,1,2
0,AC,3,0,0,0,1
0,AC,3,1,0,1,4
0,AC,3,1,1,1,3
0,AC,3,0,0,0,2
0,AC,3,1,0,1,1
0,AC,3,1,1,1,4
0,AC,3,0,0,0,3
0,AC,3,1,0,1,2
0,AC,3,1,1,0,1
0,AC,3,0,0,0,4
0,AC,3,1,0,1,3
0,AC,3,1,1,0,2
0,AC,3,1,1,1,1
0,AC,3,1,0,1,4
0,AC,3,1,1,0,3
0,AC,3,1,1,1,2
0,AC,3,1,0,0,1
1,AC,3,1,1,0,4
1,AC,3,1,1,1,3
1,AC,3,1,0,0,2
1,AC,3,1,0,1,1
1,AC,3,1,1,1,4
1,AC,3,1,0,0,3
1,AC,3,1,0,1,2
1,AC,3,1,1,1,1
1,AC,3,1,0,0,4
1,AC,3,1,0,1,3
1,AC,3,1,1,1,2
1,AC,3,1,0,1,1
1,AC,3,1,0,1,4
1,AC,3,1,1,1,3
1,AC,3,1,0,1,2
1,AC,3,1,1,1,1
0,AC,3,1,1,1,4
0,AC,3,1,0,1,3
0,AC,3,1,1,1,2
0,AC,3,1,0,1,1
0,AC,3,1,0,1,4
0,AC,3,1,1,1,3
0,AC,3,1,0,1,2
0,AC,3,1,0,0,1
0,AC,3,1,1,1,4
0,AC,3,1,0,1,3
0,AC,3,1,0,0,2
0,AC,3,1,0,1,1
0,AC,3,1,0,1,4
0,AC,3,1,0,0,3
0,AC,3,1,0,1,2
0,AC,3,0,0,0,1
0,AC,3,1,0,0,4
0,AC,3,1,0,1,3
0,AC,3,0,0,0,2
0,AC,3,1,0,1,1
0,AC,3,1,0,1,4
0,AC,3,0,0,0,3
0,AC,3,1,0,1,2
0,AC,3,1,0,0,1
0,AC,3,0,0,0,4
0,AC,3,1,0,1,3
0,AC,3,1,0,0,2
0,AC,3,0,0,1,1
1,AC,3,1,0,1,4
1,AC,3,1,0,0,3
1,AC,3,0,0,1,2
1,AC,3,1,1,0,1
1,AC,3,1,0,0,4
1,AC,3,0,0,1,3
1,AC,3,1,1,0,2
1,AC,3,1,1,1,1
1,AC,3,0,0,1,4
1,AC,3,1,1,0,3
1,AC,3,1,1,1,2
1,AC,3,1,1,1,1
1,AC,3,1,1,0,4
1,AC,3,1,1,1,3
1,AC,3,1,1,1,2
1,AC,3,1,0,1,1
1,AC,3,1,1,1,4
1,AC,3,1,1,1,3
1,AC,3,1,0,1,2
1,AC,3,1,1,1,1
0,AC,3,1,1,1,4
0,AC,3,1,0,1,3
0,AC,3,1,1,1,2
0,AC,3,1,0,1,1
0,AC,3,1,0,1,4
0,AC,3,1,1,1,3
0,AC,3,1,0,1,2
0,AC,3,1,1,1,1
0,AC,3,1,1,1,4
0,AC,3,1,0,1,3
0,AC,3,1,1,1,2
0,AC,3,1,1,1,1
0,AC,3,1,0,1,4
0,AC,3,1,1,1,3
0,AC,3,1,1,1,2
0,AC,3,0,0,1,1
0,AC,3,1,1,1,4
0,AC,3,1,1,1,3
0,AC,3,0,0,1,2
0,AC,3,0,0,0,1
0,AC,3,1,1,1,4
0,AC,3,0,0,1,3
0,AC,3,0,0,0,2
0,AC,3,1,1,1,1
1,AC,3,0,0,1,4
1,AC,3,0,0,0,3
1,AC,3,1,1,1,2
1,AC,3,1,1,1,1
0,AC,3,0,0,0,4
0,AC,3,1,1,1,3
0,AC,3,1,1,1,2
0,AC,3,1,0,1,1
0,AC,3,1,1,1,4
0,AC,3,1,1,1,3
0,AC,3,1,0,1,2
0,AC,3,0,0,0,1
1,AC,3,1,1,1,4
1,AC,3,1,0,1,3
1,AC,3,0,0,0,2
1,AC,3,1,0,0,1
0,AC,3,1,0,1,4
0,AC,3,0,0,0,3
0,AC,3,1,0,0,2
0,AC,3,1,0,1,1
1,AC,3,0,0,0,4
1,AC,3,1,0,0,3
1,AC,3,1,0,1,2
1,AC,3,1,1,1,1
1,AC,4,1,0,0,4
1,AC,4,1,0,0,3
1,AC,4,1,1,1,2
1,AC,4,1,1,1,1
1,AC,4,1,0,0,4
1,AC,4,1,1,1,3
1,AC,4,1,1,1,2
1,AC,4,1,0,1,1
0,AC,4,1,1,1,4
0,AC,4,1,1,1,3
0,AC,4,1,0,1,2
0,AC,4,1,0,1,1
0,AC,4,1,1,1,4
0,AC,4,1,0,1,3
0,AC,4,1,0,1,2
0,AC,4,1,0,0,1
1,AC,4,1,0,1,4
1,AC,4,1,0,1,3
1,AC,4,1,0,0,2
1,AC,4,1,1,1,1
1,AC,4,1,0,1,4
1,AC,4,1,0,0,3
1,AC,4,1,1,1,2
1,AC,4,1,1,0,1
0,AC,4,1,0,0,4
0,AC,4,1,1,1,3
0,AC,4,1,1,0,2
0,AC,4,1,0,1,1
0,AC,4,1,1,1,4
0,AC,4,1,1,0,3
0,AC,4,1,0,1,2
0,AC,4,1,1,1,1
0,AC,4,1,1,0,4
0,AC,4,1,0,1,3
0,AC,4,1,1,1,2
0,AC,4,1,1,1,1
0,AC,4,1,0,1,4
0,AC,4,1,1,1,3
0,AC,4,1,1,1,2
0,AC,4,1,0,1,1
0,AC,4,1,1,1,4
0,AC,4,1,1,1,3
0,AC,4,1,0,1,2
0,AC,4,1,0,1,1
1,AC,4,1,1,1,4
1,AC,4,1,0,1,3
1,AC,4,1,0,1,2
1,AC,4,1,0,0,1
1,AC,4,1,0,1,4
1,AC,4,1,0,1,3
1,AC,4,1,0,0,2
1,AC,4,0,0,1,1
0,AC,4,1,0,1,4
0,AC,4,1,0,0,3
0,AC,4,0,0,1,2
0,AC,4,1,0,1,1
0,AC,4,1,0,0,4
0,AC,4,0,0,1,3
0,AC,4,1,0,1,2
0,AC,4,1,0,1,1
1,AC,4,0,0,1,4
1,AC,4,1,0,1,3
1,AC,4,1,0,1,2
1,AC,4,1,1,1,1
1,AC,4,1,0,1,4
1,AC,4,1,0,1,3
1,AC,4,1,1,1,2
1,AC,4,1,0,0,1
1,AC,4,1,0,1,4
1,AC,4,1,1,1,3
1,AC,4,1,0,0,2
1,AC,4,1,1,0,1
0,AC,4,1,1,1,4
0,AC,4,1,0,0,3
0,AC,4,1,1,0,2
0,AC,4,0,0,0,1
0,AC,4,1,0,0,4
0,AC,4,1,1,0,3
0,AC,4,0,0,0,2
0,AC,4,1,1,1,1
0,AC,4,1,1,0,4
0,AC,4,0,0,0,3
0,AC,4,1,1,1,2
0,AC,4,0,1,0,1
0,AC,4,0,0,0,4
0,AC,4,1,1,1,3
0,AC,4,0,1,0,2
0,AC,4,1,0,0,1
1,AC,4,1,1,1,4
1,AC,4,0,1,0,3
1,AC,4,1,0,0,2
1,AC,4,1,1,0,1
0,AC,4,0,1,0,4
0,AC,4,1,0,0,3
0,AC,4,1,1,0,2
0,AC,4,1,0,0,1
1,AC,4,1,0,0,4
1,AC,4,1,1,0,3
1,AC,4,1,0,0,2
1,AC,4,1,1,1,1
0,AC,4,1,1,0,4
0,AC,4,1,0,0,3
0,AC,4,1,1,1,2
0,AC,4,1,0,1,1
0,AC,4,1,0,0,4
0,AC,4,1,1,1,3
0,AC,4,1,0,1,2
0,AC,4,1,1,1,1
0,AC,4,1,1,1,4
0,AC,4,1,0,1,3
0,AC,4,1,1,1,2
0,AC,4,0,0,1,1
1,AC,4,1,0,1,4
1,AC,4,1,1,1,3
1,AC,4,0,0,1,2
1,AC,4,1,1,1,1
1,AC,4,1,1,1,4
1,AC,4,0,0,1,3
1,AC,4,1,1,1,2
1,AC,4,1,0,1,1
1,AC,4,0,0,1,4
1,AC,4,1,1,1,3
1,AC,4,1,0,1,2
1,AC,4,1,1,1,1
0,AC,4,1,1,1,4
0,AC,4,1,0,1,3
0,AC,4,1,1,1,2
0,AC,4,1,0,1,1
0,AC,4,1,0,1,4
0,AC,4,1,1,1,3
0,AC,4,1,0,1,2
0,AC,4,1,1,1,1
1,AC,4,1,1,1,4
1,AC,4,1,0,1,3
1,AC,4,1,1,1,2
1,AC,4,1,1,1,1
1,AC,4,1,0,1,4
1,AC,4,1,1,1,3
1,AC,4,1,1,1,2
1,AC,4,1,0,1,1
1,AC,4,1,1,1,4
1,AC,4,1,1,1,3
1,AC,4,1,0,1,2
1,AC,4,1,1,1,1
0,AC,4,1,1,1,4
0,AC,4,1,0,1,3
0,AC,4,1,1,1,2
0,AC,4,1,0,1,1
0,AC,4,1,0,1,4
0,AC,4,1,1,1,3
0,AC,4,1,0,1,2
0,AC,4,1,1,1,1
1,AC,4,1,1,1,4
1,AC,4,1,0,1,3
1,AC,4,1,1,1,2
1,AC,4,1,1,1,1
1,AC,4,1,0,1,4
1,AC,4,1,1,1,3
1,AC,4,1,1,1,2
1,AC,4,0,1,1,1
1,AC,4,1,1,1,4
1,AC,4,1,1,1,3
1,AC,4,0,1,1,2
1,AC,4,1,1,1,1
1,AC,4,1,1,1,4
1,AC,4,0,1,1,3
1,AC,4,1,1,1,2
1,AC,4,1,1,0,1
0,AC,4,0,1,1,4
0,AC,4,1,1,1,3
0,AC,4,1,1,0,2
0,AC,4,1,0,0,1
1,AC,4,1,1,1,4
1,AC,4,1,1,0,3
1,AC,4,1,0,0,2
1,AC,4,1,1,1,1
0,AC,4,1,1,0,4
0,AC,4,1,0,0,3
0,AC,4,1,1,1,2
0,AC,4,1,1,1,1
0,AC,4,1,0,0,4
0,AC,4,1,1,1,3
0,AC,4,1,1,1,2
0,AC,4,1,1,1,1
0,AC,5,1,0,1,4
0,AC,5,1,1,1,3
0,AC,5,1,0,1,2
0,AC,5,1,0,1,1
1,AC,5,1,1,1,4
1,AC,5,1,0,1,3
1,AC,5,1,0,1,2
1,AC,5,1,1,1,1
0,AC,5,1,0,1,4
0,AC,5,1,0,1,3
