awareness_4,awareness_3,awareness_2,awareness_1,confidence_4,confidence_3,confidence_2,confidence_1,correct_4,correct_3,correct_2,correct_1,attention,sub_name,blocks
0,0,0,1,0,0,1,1,0,1,1,0,0,KS,7
0,0,1,0,0,1,1,1,1,1,0,0,0,KS,7
0,1,0,0,1,1,1,0,1,0,0,0,1,KS,7
1,0,0,1,1,1,0,1,0,0,0,1,0,KS,7
0,0,1,0,1,0,1,1,0,0,1,0,1,KS,7
0,1,0,1,0,1,1,1,0,1,0,0,1,KS,7
1,0,1,1,1,1,1,0,1,0,0,0,1,KS,7
0,1,1,1,1,1,0,1,0,0,0,1,0,KS,7
1,1,1,0,1,0,1,0,0,0,1,1,1,KS,7
1,1,0,0,0,1,0,0,0,1,1,0,0,KS,7
1,0,0,0,1,0,0,1,1,1,0,1,0,KS,7
0,0,0,0,0,0,1,0,1,0,1,1,1,KS,7
0,0,0,0,0,1,0,0,0,1,1,0,1,KS,7
0,0,0,1,1,0,0,1,1,1,0,1,0,KS,7
0,0,1,0,0,0,1,0,1,0,1,1,1,KS,7
0,1,0,0,0,1,0,0,0,1,1,1,0,KS,7
1,0,0,0,1,0,0,0,1,1,1,0,0,KS,7
0,0,0,0,0,0,0,0,1,1,0,1,1,KS,7
0,0,0,0,0,0,0,1,1,0,1,1,0,KS,7
0,0,0,0,0,0,1,1,0,1,1,1,1,KS,7
0,0,0,0,0,1,1,0,1,1,1,0,0,KS,7
0,0,0,0,1,1,0,0,1,1,0,1,0,KS,7
0,0,0,0,1,0,0,1,1,0,1,0,1,KS,7
0,0,0,1,0,0,1,1,0,1,0,1,1,KS,7
0,0,1,1,0,1,1,1,1,0,1,0,1,KS,7
0,1,1,1,1,1,1,1,0,1,0,1,0,KS,7
1,1,1,0,1,1,1,1,1,0,1,1,0,KS,7
0,0,0,1,1,0,1,1,1,1,1,1,0,KS,8
0,0,1,0,0,1,1,1,1,1,1,0,1,KS,8
0,1,0,0,1,1,1,1,1,1,0,0,0,KS,8
1,0,0,0,1,1,1,1,1,0,0,1,1,KS,8
0,0,0,0,1,1,1,0,0,0,1,0,1,KS,8
0,0,0,1,1,1,0,0,0,1,0,0,0,KS,8
0,0,1,0,1,0,0,0,1,0,0,0,0,KS,8
0,1,0,0,0,0,0,0,0,0,0,1,1,KS,8
1,0,0,1,0,0,0,1,0,0,1,1,0,KS,8
0,0,1,0,0,0,1,1,0,1,1,0,1,KS,8
0,1,0,1,0,1,1,1,1,1,0,0,1,KS,8
1,0,1,1,1,1,1,1,1,0,0,0,0,KS,8
0,1,1,0,1,1,1,0,0,0,0,1,1,KS,8
1,1,0,1,1,1,0,1,0,0,1,1,0,KS,8
1,0,1,1,1,0,1,1,0,1,1,1,1,KS,8
0,1,1,1,0,1,1,1,1,1,1,1,0,KS,8
1,1,1,0,1,1,1,0,1,1,1,0,0,KS,8
1,1,0,0,1,1,0,0,1,1,0,0,1,KS,8
1,0,0,1,1,0,0,1,1,0,0,1,0,KS,8
0,0,1,0,0,0,1,1,0,0,1,0,1,KS,8
0,1,0,1,0,1,1,1,0,1,0,1,1,KS,8
1,0,1,1,1,1,1,1,1,0,1,0,1,KS,8
0,1,1,1,1,1,1,1,0,1,0,0,0,KS,8
1,1,1,0,1,1,1,0,1,0,0,0,0,KS,8
1,1,0,0,1,1,0,0,0,0,0,1,1,KS,8
1,0,0,1,1,0,0,1,0,0,1,1,1,KS,8
0,0,1,0,0,0,1,0,0,1,1,1,0,KS,8
0,1,0,0,0,1,0,0,1,1,1,0,0,KS,8
1,0,0,1,1,0,0,1,1,1,0,1,1,KS,8
0,0,1,0,0,0,1,0,1,0,1,1,1,KS,8
0,1,0,0,0,1,0,0,0,1,1,1,1,KS,8
1,0,0,0,1,0,0,1,1,1,1,1,0,KS,8
0,0,0,0,0,0,1,0,1,1,1,0,1,KS,8
0,0,0,0,0,1,0,1,1,1,0,0,0,KS,8
0,0,0,0,1,0,1,0,1,0,0,1,1,KS,8
0,0,0,0,0,1,0,0,0,0,1,1,0,KS,8
0,0,0,0,1,0,0,0,0,1,1,0,0,KS,8
0,0,0,0,0,0,0,0,1,1,0,0,1,KS,8
0,0,0,0,0,0,0,1,1,0,0,1,1,KS,8
0,0,0,1,0,0,1,1,0,0,1,0,1,KS,8
0,0,1,0,0,1,1,1,0,1,0,1,0,KS,8
0,1,0,0,1,1,1,0,1,0,1,0,0,KS,8
1,0,0,0,1,1,0,0,0,1,0,0,0,KS,8
0,0,0,0,1,0,0,0,1,0,0,1,1,KS,8
0,0,0,0,0,0,0,1,0,0,1,1,1,KS,8
0,0,0,0,0,0,1,0,0,1,1,1,0,KS,8
0,0,0,0,0,0,0,0,0,1,1,1,0,KS,9
0,0,0,0,0,0,0,1,1,1,1,0,1,KS,9
0,0,0,0,0,0,1,0,1,1,0,0,0,KS,9
0,0,0,0,0,1,0,0,1,0,0,0,1,KS,9
0,0,0,0,1,0,0,0,0,0,0,1,0,KS,9
0,0,0,0,0,0,0,0,0,0,1,1,1,KS,9
0,0,0,0,0,0,0,0,0,1,1,1,1,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,0,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,0,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,1,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,0,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,0,KS,9
0,0,0,0,0,0,0,0,1,1,1,1,1,KS,9
0,0,0,0,0,0,0,1,1,1,1,1,0,KS,9
0,0,0,0,0,0,1,0,1,1,1,1,1,KS,9
0,0,0,0,0,1,0,0,1,1,1,1,0,KS,9
0,0,0,0,1,0,0,0,1,1,1,0,1,KS,9
0,0,0,0,0,0,0,0,1,1,0,1,1,KS,9
0,0,0,0,0,0,0,0,1,0,1,1,1,KS,9
0,0,0,0,0,0,0,1,0,1,1,0,0,KS,9
0,0,0,0,0,0,1,0,1,1,0,1,1,KS,9
0,0,0,0,0,1,0,0,1,0,1,1,1,KS,9
0,0,0,0,1,0,0,0,0,1,1,0,0,KS,9
0,0,0,0,0,0,0,0,1,1,0,1,1,KS,9
0,0,0,0,0,0,0,0,1,0,1,0,1,KS,9
0,0,0,0,0,0,0,0,0,1,0,1,0,KS,9
0,0,0,0,0,0,0,0,1,0,1,0,0,KS,9
0,0,0,0,0,0,0,0,0,1,0,1,1,KS,9
0,0,0,0,0,0,0,1,1,0,1,0,0,KS,9
0,0,0,0,0,0,1,0,0,1,0,0,1,KS,9
0,0,0,0,0,1,0,1,1,0,0,0,1,KS,9
0,0,0,0,1,0,1,0,0,0,0,1,1,KS,9
0,0,0,1,0,1,0,1,0,0,1,1,0,KS,9
0,0,1,0,1,0,1,1,0,1,1,1,0,KS,9
0,1,0,0,0,1,1,1,1,1,1,1,1,KS,9
1,0,0,0,1,1,1,1,1,1,1,1,1,KS,9
0,0,0,0,1,1,1,1,1,1,1,0,1,KS,9
0,0,0,0,1,1,1,1,1,1,0,1,0,KS,9
0,0,0,0,1,1,1,0,1,0,1,1,0,KS,9
0,0,0,0,1,1,0,0,0,1,1,1,1,KS,9
0,0,0,0,1,0,0,1,1,1,1,1,0,KS,9
0,0,0,0,0,0,1,0,1,1,1,1,1,KS,9
0,0,0,1,0,1,0,1,1,1,1,1,1,KS,9
0,0,1,1,1,0,1,1,1,1,1,1,0,KS,9
0,1,1,0,0,1,1,1,1,1,1,1,1,KS,9
1,1,0,0,1,1,1,1,1,1,1,1,0,KS,9
0,1,0,1,0,1,1,1,0,1,1,0,0,KS,10
1,0,1,0,1,1,1,0,1,1,0,0,0,KS,10
0,1,0,0,1,1,0,0,1,0,0,0,1,KS,10
1,0,0,0,1,0,0,0,0,0,0,1,0,KS,10
0,0,0,0,0,0,0,0,0,0,1,1,1,KS,10
0,0,0,1,0,0,0,1,0,1,1,0,1,KS,10
0,0,1,0,0,0,1,0,1,1,0,0,0,KS,10
0,1,0,0,0,1,0,1,1,0,0,1,0,KS,10
1,0,0,0,1,0,1,0,0,0,1,1,1,KS,10
0,0,0,0,0,1,0,0,0,1,1,1,1,KS,10
0,0,0,0,1,0,0,0,1,1,1,1,1,KS,10
0,0,0,0,0,0,0,0,1,1,1,1,0,KS,10
0,0,0,0,0,0,0,0,1,1,1,0,0,KS,10
0,0,0,0,0,0,0,0,1,1,0,0,1,KS,10
0,0,0,0,0,0,0,0,1,0,0,1,0,KS,10
0,0,0,0,0,0,0,0,0,0,1,0,1,KS,10
0,0,0,0,0,0,0,1,0,1,0,1,1,KS,10
0,0,0,0,0,0,1,1,1,0,1,1,0,KS,10
0,0,0,0,0,1,1,0,0,1,1,1,1,KS,10
0,0,0,0,1,1,0,1,1,1,1,1,0,KS,10
0,0,0,0,1,0,1,0,1,1,1,0,0,KS,10
0,0,0,1,0,1,0,0,1,1,0,1,1,KS,10
0,0,1,0,1,0,0,0,1,0,1,1,1,KS,10
0,1,0,0,0,0,0,1,0,1,1,1,0,KS,10
1,0,0,0,0,0,1,0,1,1,1,0,0,KS,10
0,0,0,0,0,1,0,0,1,1,0,0,1,KS,10
0,0,0,0,1,0,0,0,1,0,0,1,0,KS,10
0,0,0,0,0,0,0,0,0,0,1,0,1,KS,10
0,0,0,0,0,0,0,0,0,1,0,1,1,KS,10
0,0,0,0,0,0,0,1,1,0,1,1,1,KS,10
0,0,0,0,0,0,1,1,0,1,1,1,0,KS,10
0,0,0,0,0,1,1,0,1,1,1,1,1,KS,10
0,0,0,0,1,1,0,0,1,1,1,1,0,KS,10
0,0,0,0,1,0,0,0,1,1,1,1,0,KS,10
0,0,0,0,0,0,0,0,1,1,1,0,1,KS,10
0,0,0,0,0,0,0,0,1,1,0,0,0,KS,10
0,0,0,0,0,0,0,0,1,0,0,0,1,KS,10
0,0,0,0,0,0,0,0,0,0,0,1,1,KS,10
0,0,0,1,0,0,0,1,0,0,1,0,1,KS,10
0,0,1,0,0,0,1,1,0,1,0,1,0,KS,10
0,1,0,0,0,1,1,0,1,0,1,1,0,KS,10
1,0,0,0,1,1,0,0,0,1,1,0,1,KS,10
0,0,0,1,1,0,0,1,1,1,0,0,0,KS,10
0,0,1,0,0,0,1,1,1,0,0,1,1,KS,10
0,1,0,0,0,1,1,0,0,0,1,1,0,KS,10
1,0,0,0,1,1,0,0,0,1,1,1,0,KS,10
0,0,0,0,0,1,1,1,0,1,0,1,1,KS,11
0,0,0,0,1,1,1,1,1,0,1,1,1,KS,11
0,0,0,0,1,1,1,0,0,1,1,1,1,KS,11
0,0,0,0,1,1,0,0,1,1,1,0,0,KS,11
0,0,0,0,1,0,0,0,1,1,0,1,1,KS,11
0,0,0,0,0,0,0,0,1,0,1,0,0,KS,11
0,0,0,0,0,0,0,0,0,1,0,0,0,KS,11
0,0,0,0,0,0,0,0,1,0,0,1,1,KS,11
0,0,0,0,0,0,0,0,0,0,1,1,1,KS,11
0,0,0,1,0,0,0,1,0,1,1,1,0,KS,11
0,0,1,0,0,0,1,1,1,1,1,0,0,KS,11
0,1,0,1,0,1,1,1,1,1,0,1,0,KS,11
1,0,1,1,1,1,1,1,1,0,1,0,1,KS,11
0,1,1,0,1,1,1,1,0,1,0,1,0,KS,11
1,1,0,0,1,1,1,1,1,0,1,0,1,KS,11
1,0,0,0,1,1,1,1,0,1,0,1,1,KS,11
0,0,0,0,1,1,1,0,1,0,1,1,0,KS,11
0,0,0,0,1,1,0,0,0,1,1,0,1,KS,11
0,0,0,0,1,0,0,0,1,1,0,1,0,KS,11
0,0,0,0,0,0,0,0,1,0,1,0,0,KS,11
0,0,0,0,0,0,0,0,0,1,0,1,0,KS,11
0,0,0,0,0,0,0,0,1,0,1,1,1,KS,11
0,0,0,0,0,0,0,1,0,1,1,1,1,KS,11
0,0,0,0,0,0,1,1,1,1,1,1,0,KS,11
0,0,0,0,0,1,1,0,1,1,1,0,1,KS,11
0,0,0,1,1,1,0,1,1,1,0,1,1,KS,11
0,0,1,1,1,0,1,1,1,0,1,1,0,KS,11
0,1,1,0,0,1,1,0,0,1,1,1,0,KS,11
1,1,0,0,1,1,0,0,1,1,1,1,1,KS,11
1,0,0,1,1,0,0,1,1,1,1,1,1,KS,11
0,0,1,0,0,0,1,0,1,1,1,1,0,KS,11
0,1,0,0,0,1,0,0,1,1,1,1,0,KS,11
1,0,0,0,1,0,0,0,1,1,1,0,1,KS,11
0,0,0,1,0,0,0,1,1,1,0,1,1,KS,11
0,0,1,1,0,0,1,1,1,0,1,1,1,KS,11
0,1,1,1,0,1,1,1,0,1,1,1,0,KS,11
1,1,1,0,1,1,1,1,1,1,1,1,0,KS,11
1,1,0,0,1,1,1,0,1,1,1,0,1,KS,11
1,0,0,0,1,1,0,0,1,1,0,1,1,KS,11
0,0,0,1,1,0,0,1,1,0,1,1,1,KS,11
0,0,1,1,0,0,1,1,0,1,1,1,0,KS,11
0,1,1,0,0,1,1,0,1,1,1,1,1,KS,11
1,1,0,1,1,1,0,1,1,1,1,1,0,KS,11
1,0,1,0,1,0,1,0,1,1,1,1,0,KS,11
0,1,0,0,0,1,0,0,1,1,1,1,1,KS,11
1,0,0,0,1,0,0,0,1,1,1,1,0,KS,11
0,0,1,1,0,0,1,0,0,0,0,0,0,OE,0
0,1,1,0,0,1,0,0,0,0,0,0,1,OE,0
1,1,0,0,1,0,0,0,0,0,0,0,1,OE,0
1,0,0,0,0,0,0,0,0,0,0,1,0,OE,0
0,0,0,0,0,0,0,1,0,0,1,1,0,OE,0
0,0,0,1,0,0,1,1,0,1,1,1,0,OE,0
0,0,1,1,0,1,1,1,1,1,1,1,1,OE,0
0,1,1,1,1,1,1,1,1,1,1,1,1,OE,0
1,1,1,0,1,1,1,1,1,1,1,1,0,OE,0
1,1,0,0,1,1,1,0,1,1,1,1,0,OE,0
1,0,0,0,1,1,0,1,1,1,1,1,1,OE,0
0,0,0,1,1,0,1,1,1,1,1,1,1,OE,0
0,0,1,1,0,1,1,1,1,1,1,1,1,OE,0
0,1,1,1,1,1,1,1,1,1,1,1,1,OE,0
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,0
1,1,1,1,1,1,1,0,1,1,1,1,1,OE,0
1,1,1,1,1,1,0,1,1,1,1,1,0,OE,0
1,1,1,1,1,0,1,0,1,1,1,1,0,OE,0
1,1,1,1,0,1,0,1,1,1,1,1,0,OE,0
1,1,1,1,1,0,1,0,1,1,1,1,0,OE,0
1,1,1,1,0,1,0,1,1,1,1,1,0,OE,0
1,1,1,1,1,0,1,1,1,1,1,1,0,OE,0
1,1,1,1,0,1,1,1,1,1,1,1,0,OE,0
1,1,1,0,1,1,1,0,1,1,1,1,1,OE,0
1,1,0,1,1,1,0,1,1,1,1,1,1,OE,0
1,0,1,1,1,0,1,1,1,1,1,1,1,OE,0
0,1,1,1,0,1,1,1,1,1,1,1,1,OE,0
1,1,1,1,1,1,1,0,1,1,1,1,1,OE,0
1,1,1,1,1,1,0,1,1,1,1,1,1,OE,0
1,1,1,0,1,0,1,1,1,1,1,1,1,OE,0
1,1,0,0,0,1,1,0,1,1,1,1,0,OE,0
1,0,0,1,1,1,0,0,1,1,1,1,0,OE,0
0,0,1,1,1,0,0,1,1,1,1,1,0,OE,0
0,1,1,1,0,0,1,1,1,1,1,1,0,OE,0
1,1,1,1,0,1,1,0,1,1,1,1,0,OE,0
1,1,1,1,1,1,0,0,1,1,1,1,0,OE,0
1,1,1,1,1,0,0,1,1,1,1,1,0,OE,0
1,1,1,1,0,0,1,1,1,1,1,1,0,OE,0
1,1,1,0,0,1,1,0,1,1,1,1,1,OE,0
1,1,0,0,1,1,0,0,1,1,1,1,1,OE,0
1,0,0,1,1,0,0,0,1,1,1,1,1,OE,0
0,0,1,1,0,0,0,1,1,1,1,1,1,OE,0
0,1,1,1,0,0,1,1,1,1,1,1,1,OE,0
1,1,1,1,0,1,1,1,1,1,1,1,1,OE,0
1,1,1,0,1,1,1,1,1,1,1,1,0,OE,0
1,1,0,1,1,1,1,1,1,1,1,1,0,OE,0
0,1,1,1,0,1,1,0,0,1,1,1,1,OE,1
1,1,1,1,1,1,0,1,1,1,1,1,1,OE,1
1,1,1,1,1,0,1,1,1,1,1,1,1,OE,1
1,1,1,1,0,1,1,1,1,1,1,1,1,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,1
1,1,1,1,1,1,1,0,1,1,1,1,0,OE,1
1,1,1,1,1,1,0,1,1,1,1,1,0,OE,1
1,1,1,1,1,0,1,1,1,1,1,1,0,OE,1
1,1,1,0,0,1,1,1,1,1,1,1,0,OE,1
1,1,0,1,1,1,1,0,1,1,1,1,0,OE,1
1,0,1,0,1,1,0,1,1,1,1,1,0,OE,1
0,1,0,1,1,0,1,0,1,1,1,1,1,OE,1
1,0,1,1,0,1,0,1,1,1,1,1,1,OE,1
0,1,1,1,1,0,1,0,1,1,1,1,1,OE,1
1,1,1,1,0,1,0,1,1,1,1,1,1,OE,1
1,1,1,1,1,0,1,1,1,1,1,1,1,OE,1
1,1,1,0,0,1,1,0,1,1,1,1,1,OE,1
1,1,0,0,1,1,0,0,1,1,1,0,0,OE,1
1,0,0,1,1,0,0,0,1,1,0,1,0,OE,1
0,0,1,0,0,0,0,0,1,0,1,1,0,OE,1
0,1,0,1,0,0,0,1,0,1,1,1,0,OE,1
1,0,1,1,0,0,1,0,1,1,1,1,0,OE,1
0,1,1,1,0,1,0,0,1,1,1,1,0,OE,1
1,1,1,0,1,0,0,1,1,1,1,1,1,OE,1
1,1,0,0,0,0,1,0,1,1,1,1,1,OE,1
1,0,0,0,0,1,0,1,1,1,1,1,1,OE,1
0,0,0,1,1,0,1,1,1,1,1,1,1,OE,1
0,0,1,0,0,1,1,0,1,1,1,0,1,OE,1
0,1,0,1,1,1,0,1,1,1,0,1,1,OE,1
1,0,1,1,1,0,1,1,1,0,1,1,1,OE,1
0,1,1,1,0,1,1,1,0,1,1,1,1,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,0,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,0,OE,1
1,1,1,1,1,1,1,1,1,1,1,1,0,OE,1
1,1,1,1,1,1,1,0,1,1,1,0,0,OE,1
1,1,1,1,1,1,0,0,1,1,0,0,0,OE,1
1,1,1,1,1,0,0,0,1,0,0,1,0,OE,1
1,1,1,0,0,0,0,0,0,0,1,1,0,OE,1
1,1,0,1,0,0,0,0,0,1,1,1,0,OE,1
1,0,1,0,0,0,0,1,1,1,1,1,1,OE,1
0,1,0,0,0,0,1,0,1,1,1,1,1,OE,1
1,0,0,0,0,1,0,0,1,1,1,1,1,OE,1
0,0,0,0,1,0,0,0,1,1,1,0,1,OE,1
0,0,0,1,0,1,1,1,1,1,1,1,0,OE,2
0,0,1,1,1,1,1,1,1,1,1,1,0,OE,2
0,1,1,0,1,1,1,0,1,1,1,1,0,OE,2
1,1,0,0,1,1,0,0,1,1,1,1,1,OE,2
1,0,0,0,1,0,0,1,1,1,1,1,1,OE,2
0,0,0,0,0,0,1,0,1,1,1,1,1,OE,2
0,0,0,1,0,1,0,1,1,1,1,1,1,OE,2
0,0,1,1,1,0,1,1,1,1,1,1,1,OE,2
0,1,1,1,0,1,1,1,1,1,1,1,1,OE,2
1,1,1,1,1,1,1,0,1,1,1,1,1,OE,2
1,1,1,0,1,1,0,1,1,1,1,1,1,OE,2
1,1,0,1,1,0,1,0,1,1,1,1,0,OE,2
1,0,1,1,0,1,0,0,1,1,1,1,0,OE,2
0,1,1,1,1,0,0,1,1,1,1,1,0,OE,2
1,1,1,1,0,0,1,1,1,1,1,1,0,OE,2
1,1,1,1,0,1,1,0,1,1,1,1,0,OE,2
1,1,1,0,1,1,0,1,1,1,1,1,1,OE,2
1,1,0,0,1,0,1,1,1,1,1,1,1,OE,2
1,0,0,1,0,1,1,0,1,1,1,1,0,OE,2
0,0,1,1,1,1,0,1,1,1,1,0,0,OE,2
0,1,1,1,1,0,1,0,1,1,0,1,0,OE,2
1,1,1,0,0,1,0,0,1,0,1,1,1,OE,2
1,1,0,0,1,0,0,0,0,1,1,1,1,OE,2
1,0,0,0,0,0,0,0,1,1,1,1,1,OE,2
0,0,0,1,0,0,0,0,1,1,1,1,1,OE,2
0,0,1,0,0,0,0,0,1,1,1,1,1,OE,2
0,1,0,1,0,0,0,1,1,1,1,1,1,OE,2
1,0,1,1,0,0,1,1,1,1,1,1,1,OE,2
0,1,1,1,0,1,1,1,1,1,1,1,1,OE,2
1,1,1,0,1,1,1,1,1,1,1,1,0,OE,2
1,1,0,0,1,1,1,0,1,1,1,1,0,OE,2
1,0,0,1,1,1,0,0,1,1,1,1,0,OE,2
0,0,1,0,1,0,0,1,1,1,1,1,0,OE,2
0,1,0,1,0,0,1,0,1,1,1,1,0,OE,2
1,0,1,1,0,1,0,1,1,1,1,1,0,OE,2
0,1,1,1,1,0,1,1,1,1,1,1,0,OE,2
1,1,1,0,0,1,1,0,1,1,1,1,0,OE,2
1,1,0,0,1,1,0,0,1,1,1,1,1,OE,2
1,0,0,0,1,0,0,0,1,1,1,1,1,OE,2
0,0,0,0,0,0,0,0,1,1,1,1,1,OE,2
0,0,0,0,0,0,0,1,1,1,1,1,1,OE,2
0,0,0,0,0,0,1,1,1,1,1,1,1,OE,2
0,0,0,1,0,1,1,0,1,1,1,1,1,OE,2
0,0,1,0,1,1,0,1,1,1,1,1,0,OE,2
0,1,0,1,1,0,1,0,1,1,1,1,0,OE,2
1,0,1,0,0,1,0,1,1,1,1,1,1,OE,2
0,1,1,1,0,1,0,1,1,1,1,1,0,OE,3
1,1,1,1,1,0,1,0,1,1,1,1,1,OE,3
1,1,1,1,0,1,0,1,1,1,1,1,1,OE,3
1,1,1,1,1,0,1,1,1,1,1,1,1,OE,3
1,1,1,0,0,1,1,1,1,1,1,1,1,OE,3
1,1,0,0,1,1,1,1,1,1,1,1,1,OE,3
1,0,0,1,1,1,1,1,1,1,1,1,1,OE,3
0,0,1,1,1,1,1,1,1,1,1,1,1,OE,3
0,1,1,0,1,1,1,1,1,1,1,1,1,OE,3
1,1,0,1,1,1,1,0,1,1,1,1,1,OE,3
1,0,1,1,1,1,0,1,1,1,1,1,1,OE,3
0,1,1,1,1,0,1,0,1,1,1,1,0,OE,3
1,1,1,1,0,1,0,0,1,1,1,1,0,OE,3
1,1,1,1,1,0,0,1,1,1,1,1,0,OE,3
1,1,1,1,0,0,1,0,1,1,1,1,0,OE,3
1,1,1,0,0,1,0,0,1,1,1,1,1,OE,3
1,1,0,0,1,0,0,0,1,1,1,0,1,OE,3
1,0,0,0,0,0,0,0,1,1,0,1,1,OE,3
0,0,0,0,0,0,0,0,1,0,1,1,1,OE,3
0,0,0,1,0,0,0,0,0,1,1,1,0,OE,3
0,0,1,0,0,0,0,0,1,1,1,1,0,OE,3
0,1,0,1,0,0,0,0,1,1,1,1,0,OE,3
1,0,1,0,0,0,0,1,1,1,1,1,1,OE,3
0,1,0,1,0,0,1,0,1,1,1,1,1,OE,3
1,0,1,0,0,1,0,0,1,1,1,1,1,OE,3
0,1,0,1,1,0,0,0,1,1,1,1,1,OE,3
1,0,1,0,0,0,0,0,1,1,1,0,0,OE,3
0,1,0,1,0,0,0,1,1,1,0,1,0,OE,3
1,0,1,0,0,0,1,1,1,0,1,1,0,OE,3
0,1,0,0,0,1,1,0,0,1,1,1,0,OE,3
1,0,0,1,1,1,0,1,1,1,1,1,1,OE,3
0,0,1,1,1,0,1,1,1,1,1,1,1,OE,3
0,1,1,0,0,1,1,1,1,1,1,1,1,OE,3
1,1,0,0,1,1,1,0,1,1,1,1,1,OE,3
1,0,0,0,1,1,0,0,1,1,1,1,1,OE,3
0,0,0,1,1,0,0,0,1,1,1,1,1,OE,3
0,0,1,0,0,0,0,0,1,1,1,1,0,OE,3
0,1,0,0,0,0,0,1,1,1,1,1,0,OE,3
1,0,0,0,0,0,1,1,1,1,1,1,0,OE,3
0,0,0,1,0,1,1,1,1,1,1,1,0,OE,3
0,0,1,1,1,1,1,1,1,1,1,1,0,OE,3
0,1,1,1,1,1,1,1,1,1,1,1,0,OE,3
1,1,1,1,1,1,1,1,1,1,1,1,0,OE,3
1,1,1,0,1,1,1,0,1,1,1,1,1,OE,3
1,1,0,0,1,1,0,1,1,1,1,1,0,OE,3
1,0,0,0,1,0,1,0,1,1,1,1,1,OE,3
0,0,0,1,1,0,1,1,1,1,1,1,0,OE,4
0,0,1,1,0,1,1,1,1,1,1,1,0,OE,4
0,1,1,1,1,1,1,1,1,1,1,1,1,OE,4
1,1,1,0,1,1,1,0,1,1,1,0,1,OE,4
1,1,0,1,1,1,0,0,1,1,0,1,1,OE,4
1,0,1,1,1,0,0,0,1,0,1,0,1,OE,4
0,1,1,1,0,0,0,1,0,1,0,1,1,OE,4
1,1,1,1,0,0,1,0,1,0,1,1,1,OE,4
1,1,1,1,0,1,0,1,0,1,1,1,1,OE,4
1,1,1,1,1,0,1,1,1,1,1,1,0,OE,4
1,1,1,0,0,1,1,0,1,1,1,1,0,OE,4
1,1,0,1,1,1,0,0,1,1,1,1,0,OE,4
1,0,1,0,1,0,0,1,1,1,1,0,0,OE,4
0,1,0,0,0,0,1,0,1,1,0,1,0,OE,4
1,0,0,0,0,1,0,1,1,0,1,1,0,OE,4
0,0,0,1,1,0,1,0,0,1,1,1,0,OE,4
0,0,1,1,0,1,0,0,1,1,1,1,1,OE,4
0,1,1,1,1,0,0,0,1,1,1,1,1,OE,4
1,1,1,1,0,0,0,1,1,1,1,1,1,OE,4
1,1,1,1,0,0,1,1,1,1,1,1,1,OE,4
1,1,1,1,0,1,1,0,1,1,1,0,1,OE,4
1,1,1,1,1,1,0,1,1,1,0,1,0,OE,4
1,1,1,1,1,0,1,0,1,0,1,1,0,OE,4
1,1,1,1,0,1,0,1,0,1,1,1,0,OE,4
1,1,1,1,1,0,1,1,1,1,1,1,0,OE,4
1,1,1,1,0,1,1,1,1,1,1,1,0,OE,4
1,1,1,1,1,1,1,1,1,1,1,1,1,OE,4
1,1,1,1,1,1,1,0,1,1,1,1,1,OE,4
1,1,1,0,1,1,0,1,1,1,1,0,1,OE,4
1,1,0,1,1,0,1,0,1,1,0,1,1,OE,4
1,0,1,1,0,1,0,0,1,0,1,1,1,OE,4
0,1,1,1,1,0,0,1,0,1,1,1,1,OE,4
1,1,1,0,0,0,1,0,1,1,1,1,1,OE,4
1,1,0,1,0,1,0,1,1,1,1,1,1,OE,4
1,0,1,1,1,0,1,1,1,1,1,1,0,OE,4
0,1,1,1,0,1,1,0,1,1,1,1,0,OE,4
1,1,1,1,1,1,0,0,1,1,1,1,0,OE,4
1,1,1,1,1,0,0,0,1,1,1,1,0,OE,4
1,1,1,1,0,0,0,1,1,1,1,1,0,OE,4
1,1,1,1,0,0,1,1,1,1,1,1,0,OE,4
1,1,1,0,0,1,1,1,1,1,1,1,0,OE,4
1,1,0,1,1,1,1,1,1,1,1,1,0,OE,4
1,0,1,0,1,1,1,0,1,1,1,0,1,OE,4
0,1,0,1,1,1,0,0,1,1,0,1,1,OE,4
1,0,1,0,1,0,0,0,1,0,1,0,1,OE,4
0,1,0,1,0,0,0,0,0,1,0,1,1,OE,4
0,0,1,1,0,0,0,0,1,0,1,1,0,OE,5
0,1,1,1,0,0,0,1,0,1,1,1,1,OE,5
1,1,1,1,0,0,1,1,1,1,1,1,1,OE,5
1,1,1,1,0,1,1,1,1,1,1,1,1,OE,5
1,1,1,0,1,1,1,0,1,1,1,1,1,OE,5
1,1,0,1,1,1,0,1,1,1,1,1,0,OE,5
1,0,1,0,1,0,1,0,1,1,1,1,0,OE,5
0,1,0,1,0,1,0,1,1,1,1,1,1,OE,5
