RT_awareness,RT_confidence,RT_correct,awareness,confidence,correct,model,score,sub,window
-1.4195736969911477,-1.2304484606338413,-0.3767550842357621,0.16850484881474492,1.025160319786695,0.2250144392402765,LogisticRegression,0.7258512443438913,KK,0
0.0168397303179912,0.007372458459414994,0.014370653501088317,0.0032616658703615298,0.03657641875033181,0.000516802038541172,RandomForestClassifier,0.7117392533936652,KK,0
-1.1544977251020554,-1.20017876666041,0.1081995228145937,0.502596270307843,0.8036078563928208,0.2640156578336925,LogisticRegression,0.7112788996195492,KK,1
0.009751480599988939,0.008570690577664618,0.015853213040349815,0.005019280087083271,0.019359421412889065,-0.00036189369199829847,RandomForestClassifier,0.6933640620427276,KK,1
-0.8647302410406545,-0.5717225618499979,-0.08903650023338992,0.6386392791817321,0.5587606520738061,-0.006008136148991757,LogisticRegression,0.6528787878787878,KK,2
-0.0019471431876012118,0.00141202097308967,0.013690338499498815,0.00934825352764283,0.007969774076644308,-0.0002043334104402761,RandomForestClassifier,0.6469212121212121,KK,2
-0.60473795753431,-0.5505656287989911,0.07215715485956922,0.4455089420891262,0.5609155497381272,0.14192269442373967,LogisticRegression,0.6401217948717948,KK,3
-0.0024263967546290653,-0.0011362814796963517,0.007705647266738964,0.0059718038317869695,0.006259388681367235,-0.00039251717074346103,RandomForestClassifier,0.6355528846153846,KK,3
-0.18911098680766095,-0.4710033877045297,0.1360403590157592,0.41923472872954876,0.4393303550492263,-0.08165887841513733,LogisticRegression,0.5857546542553193,KK,4
-0.0021130476831216884,-0.004600958708266758,-0.006226978387015391,-0.0022379320494491607,-0.0028033807080985605,-0.0003034858296190385,RandomForestClassifier,0.5865508643617021,KK,4
-0.3137800977525941,-0.16287911676258102,0.1673781226265993,0.10086735683140356,0.5194251105667772,-0.11444270778965196,LogisticRegression,0.5426998597475455,KK,5
-0.001345274725274727,-0.0012857142857142872,-0.0013815384615384646,-0.0001804395604395642,-0.0005129670329670321,-0.00024263736263736624,RandomForestClassifier,0.5472019635343619,KK,5
-0.3940442082289363,-0.0027242587024536437,-0.06532611337897484,0.4063858065882958,0.3103637906961452,-0.4082861630252031,LogisticRegression,0.5472131147540984,KK,6
-0.0008305084745762719,-0.0007410353972097305,-0.0006140897036780818,0.00047861178369653035,-0.00015865329182520427,-8.947307736653865e-05,RandomForestClassifier,0.5426429872495446,KK,6
-0.04239731828349778,-0.1969242961601807,0.07788111487727914,0.3342314746302729,0.23913386711184884,-0.33702441761665325,LogisticRegression,0.5168522727272727,KK,7
-0.0007165697674418592,-0.0015334302325581395,-0.0013953488372093026,-0.0002378875968992261,-0.0006870155038759695,-1.6472868217054516e-05,RandomForestClassifier,0.5401742424242425,KK,7
0.40662228490819624,-0.24956972977409378,0.0032519273450050323,0.15983540299397375,0.05853844393974279,-0.25545790999423396,LogisticRegression,0.47088377723970937,KK,8
0.0007149189463019235,-0.0004975937183384011,0.00039133738601823844,2.9888551165146993e-05,8.080040526849075e-05,8.485309017223774e-06,RandomForestClassifier,0.4987288135593221,KK,8
0.5662258911924637,-0.16377213484825087,-0.22023233045530688,0.2074070122095015,-0.3273313531192686,-0.5008413174643811,LogisticRegression,0.5064718250630782,KK,9
-0.00032995465457455133,-0.0007847425980261375,-1.1603094158442184e-05,6.521739130434857e-05,-4.227794078420888e-05,-6.908508935716096e-05,RandomForestClassifier,0.530342724978974,KK,9
0.6405066186434181,0.3039783568963038,-0.29949264824988187,-0.17986561181567504,-0.10288591232672198,-0.30635943687516853,LogisticRegression,0.5413705357142856,KK,10
-0.0004716981132075465,-0.00042096436058700114,-0.0002939203354297676,6.7505241090145e-05,1.2578616352203476e-05,2.3899371069184273e-05,RandomForestClassifier,0.5644531250000001,KK,10
