awareness,confidence,correct,model,score,sub,window
0.48694906138447785,0.1277681238077923,0.8235750487361599,LogisticRegression,0.5985863137144466,IK,0
0.019369861569812387,0.01017286206169631,0.0049155013702480545,RandomForestClassifier,0.6066995212616164,IK,0
0.24626773330470614,0.5970739400066158,0.2448792463328795,LogisticRegression,0.6020148601398602,IK,1
0.004145172230471684,0.004298428935452524,-0.0005678380905241187,RandomForestClassifier,0.6011669580419581,IK,1
-0.16410941004358948,0.42879009916297084,-0.108637210337838,LogisticRegression,0.5396709735576924,IK,2
-1.953125e-05,0.0,-1.953125e-05,RandomForestClassifier,0.5286192908653846,IK,2
-0.2122291335264081,0.05377179353953769,-0.3481590324249245,LogisticRegression,0.5231285714285715,IK,3
-0.00022490039840637133,9.860557768920918e-06,-0.001987250996015935,RandomForestClassifier,0.524884126984127,IK,3
-0.13254872185788963,0.09216804907877517,-0.5313124484242053,LogisticRegression,0.5182721311475409,IK,4
0.0011070774735790934,-5.409003911118204e-06,0.0038666056420071497,RandomForestClassifier,0.5341639344262294,IK,4
0.033944992802376756,0.16071275651749456,-0.4003670501703182,LogisticRegression,0.4980214458664822,IK,5
-0.0002895163907822107,0.0011522233041220391,-0.00022914638104511054,RandomForestClassifier,0.4851435489450018,IK,5
-0.06463438665828675,0.16292022562507988,-0.5423171789716641,LogisticRegression,0.5183050847457628,IK,6
0.0008534868406113011,-2.9066466834707927e-05,0.0037495742216772264,RandomForestClassifier,0.5078398846015146,IK,6
-0.06754755415207461,0.3511972911458984,-0.5839258655758318,LogisticRegression,0.5531015742128935,IK,7
0.00032858472331591116,-0.001480898179301789,7.30188274035315e-05,RandomForestClassifier,0.5463924287856072,IK,7
-0.1079854700607019,0.4708402224322372,-0.7431559652011052,LogisticRegression,0.5828928571428571,IK,8
0.00018014981273408226,-0.006521223470661676,0.0004852684144818864,RandomForestClassifier,0.5762896825396825,IK,8
0.08090941641897356,0.20734774335665546,-0.49326966073812756,LogisticRegression,0.5279607438016529,IK,9
-0.00033447188649501024,0.00037874408828165616,0.00044915922228061067,RandomForestClassifier,0.5107747933884297,IK,9
0.14142474469801097,-0.025632055134462227,-0.09412751114495795,LogisticRegression,0.45549162257495596,IK,10
0.0,0.0,0.0,RandomForestClassifier,0.4497464726631393,IK,10
