awareness,confidence,correct,model,score,sub,window
1.362282265550462,0.6053940251068292,0.521630534690861,LogisticRegression,0.7087190886357324,KS,0
0.34641946863766515,0.32900966434792644,0.32457086701440846,RandomForestClassifier,0.7105557099194221,KS,0
-0.3078375322835932,-0.2679270001914712,-0.09193180924055337,LogisticRegression,0.5523275862068966,KS,1
0.3378309392159175,0.33348076692713774,0.3286882938569447,RandomForestClassifier,0.5619827586206897,KS,1
-0.5706210037339136,0.00684734880586485,-0.14704091083276996,LogisticRegression,0.5493222354340072,KS,2
0.34160980183705886,0.32799647927859815,0.3303937188843431,RandomForestClassifier,0.5601575505350772,KS,2
-0.18994982522309342,0.3545005476184825,-0.2141466299960414,LogisticRegression,0.5332476489028213,KS,3
0.3282927658603974,0.33703030452295557,0.33467692961664697,RandomForestClassifier,0.5213322884012539,KS,3
0.16123648115137443,-0.35246374612111964,0.05153401882158752,LogisticRegression,0.5042024041585446,KS,4
0.3298048901991721,0.33871244962898833,0.3314826601718398,RandomForestClassifier,0.5033447043534762,KS,4
