RT_awareness,RT_confidence,RT_correct,model,score,sub,window
0.06345675539397709,-0.12764984893420608,-0.05059236148053727,LogisticRegression,0.5116798642533936,PC,0
-0.0002234326171012918,-0.00014354066985646118,-0.0003690036900368976,RandomForestClassifier,0.49751979638009053,PC,0
-0.009759404239537478,0.0019014544141634313,0.12360130868420008,LogisticRegression,0.5123980186480186,PC,1
-5.7251908396945824e-05,1.9083969465649164e-05,0.0,RandomForestClassifier,0.5167861305361305,PC,1
-0.02180312674882622,0.007692834736082557,0.09093267728094925,LogisticRegression,0.48885216346153854,PC,2
-0.0011945542380324998,-1.3175230566535579e-05,-0.00014712340799297286,RandomForestClassifier,0.45771183894230766,PC,2
0.0941577600961361,-0.05104202120742035,0.03465672849193435,LogisticRegression,0.4854395951929159,PC,3
0.0001411290322580644,-0.0003986572382011777,-0.0001903901160019078,RandomForestClassifier,0.4629285262492093,PC,3
0.13367786094329104,-0.11115944904294597,-0.04820462663937401,LogisticRegression,0.543144262295082,PC,4
3.7030872930014503e-05,-0.0005611841557793107,-0.0003094574352999935,RandomForestClassifier,0.519616393442623,PC,4
0.1300329637351781,-0.06693438244634804,0.006151991262579244,LogisticRegression,0.5370694444444445,PC,5
-2.0746887966804904e-05,2.0746887966804904e-05,-1.531576546240587e-05,RandomForestClassifier,0.5649895833333333,PC,5
0.02598941522197905,-0.11167433243586299,-0.1879912619628173,LogisticRegression,0.5348431301839163,PC,6
-0.0011558766640118324,0.0037211286835817405,0.014848446922289215,RandomForestClassifier,0.5483844212044716,PC,6
0.1362217766619394,-0.20010949649857218,-0.13588338136450237,LogisticRegression,0.5559499813363195,PC,7
0.000718916857360789,0.00022692601067886563,0.0066394927536231815,RandomForestClassifier,0.5446061963419186,PC,7
0.15282645598513503,-0.07780255118706227,0.06405912886212899,LogisticRegression,0.5109285714285714,PC,8
-5.0254389465283486e-05,0.0,-8.928571428571453e-05,RandomForestClassifier,0.5561388888888888,PC,8
0.20093346536306098,-0.025085084783047194,0.17410428846245132,LogisticRegression,0.5458098006644518,PC,9
0.0,0.0,0.0,RandomForestClassifier,0.5435880398671096,PC,9
0.16628431779233663,-0.1504205822362524,0.04987979509640685,LogisticRegression,0.5378174603174602,PC,10
2.9761904761905213e-05,-5.952380952380876e-05,0.00015542328042328192,RandomForestClassifier,0.5728240740740742,PC,10
