awareness,confidence,correct,model,score,sub,window
0.08504691219778351,-0.20869701967605914,-0.1572747306127046,LogisticRegression,0.5056834327934072,RL,0
0.33082090771401107,0.3359801379952556,0.33319895429073343,RandomForestClassifier,0.5022733731173629,RL,0
-1.0802778820826342,0.29342319827478325,0.19687170154404704,LogisticRegression,0.6434284890426758,RL,1
0.36044669137781893,0.31980908145543174,0.31974422716674955,RandomForestClassifier,0.623982122260669,RL,1
0.19565476988581768,0.04173719378504094,-0.10251626730373556,LogisticRegression,0.49196119402985083,RL,2
0.33519631557542745,0.33177370239000226,0.33302998203457024,RandomForestClassifier,0.4940119402985075,RL,2
-0.2136410714850712,3.186046398602423e-05,-0.04290790883343028,LogisticRegression,0.49295076923076925,RL,3
0.33817611386657026,0.33103725290894515,0.3307866332244847,RandomForestClassifier,0.4985076923076924,RL,3
-0.03393794372504597,-0.08203643741005091,0.18802716402268183,LogisticRegression,0.4913413461538461,RL,4
0.33128567394191044,0.33157142965433395,0.3371428964037555,RandomForestClassifier,0.49066506410256416,RL,4
