awareness,confidence,correct,model,score,sub,window
0.30724816224439816,1.071286847332371,0.2749827426357873,LogisticRegression,0.6673769796380091,KK,0
-0.0011270372139937524,0.04236502627806976,0.014684663162924045,RandomForestClassifier,0.6688956447963801,KK,0
0.5650792570638529,0.8159769778023624,0.22714204265447305,LogisticRegression,0.6672870939420544,KK,1
0.004826202468589134,0.03182109186177378,0.016304219479345395,RandomForestClassifier,0.670172666081358,KK,1
0.6873946006083623,0.5730818378051592,0.06769230932213319,LogisticRegression,0.6260348484848485,KK,2
0.007241884493792896,0.015472087285064391,0.015329246665124535,RandomForestClassifier,0.6326469696969697,KK,2
0.5029060293873528,0.5625642505264546,0.1616485736711035,LogisticRegression,0.6182307692307693,KK,3
0.00936237297666381,0.01776509217978064,0.019050990079125977,RandomForestClassifier,0.6231634615384616,KK,3
0.4398579197135113,0.4516236440363243,-0.09673903978390211,LogisticRegression,0.5804936835106382,KK,4
-0.0012832184004709435,0.00019447481288369762,-0.003854806155916238,RandomForestClassifier,0.5844896941489361,KK,4
0.1400656145150894,0.49112060352276815,-0.14110644126593933,LogisticRegression,0.5576963534361851,KK,5
-0.0010204395604395595,-0.0020531868131868137,-0.0025356043956043955,RandomForestClassifier,0.5656767180925667,KK,5
0.47873341114635765,0.2963689342453073,-0.4221232899808227,LogisticRegression,0.55175956284153,KK,6
0.0,0.0,0.0,RandomForestClassifier,0.5507941712204008,KK,6
0.34504079311988384,0.22298099915148942,-0.3412967138127161,LogisticRegression,0.5474242424242424,KK,7
0.0,0.0,0.0,RandomForestClassifier,0.5427045454545454,KK,7
0.15155376297893805,0.08337481424184721,-0.2934603409323898,LogisticRegression,0.478771186440678,KK,8
0.0,0.0,0.0,RandomForestClassifier,0.4774798224374496,KK,8
0.15741212941451788,-0.2407869617955904,-0.48814547979600753,LogisticRegression,0.5140264928511354,KK,9
0.0,0.0,0.0,RandomForestClassifier,0.5124915895710681,KK,9
-0.21904592546333163,-0.0684611475804183,-0.2282998740314241,LogisticRegression,0.5263392857142857,KK,10
0.0,0.0,0.0,RandomForestClassifier,0.5457232142857144,KK,10
