RT_awareness,RT_confidence,RT_correct,awareness,confidence,correct,model,score,sub,window
-0.6786762341506268,-0.11322413754224087,0.7338345947658255,2.2099060853581203,1.2601852599369747,-0.32738630605988583,LogisticRegression,0.8190517482517484,JZ,0
0.15963979330490205,0.15877352750504722,0.1591676185471093,0.19570303845506865,0.16730663441197688,0.15940938777589597,RandomForestClassifier,0.8228965034965035,JZ,0
-0.10991304808788901,0.16579198136298703,0.490598843978175,1.0355554270376224,0.5811422622592287,-0.47710446842611637,LogisticRegression,0.6448292824074074,JZ,1
0.16252681433984797,0.1651996129516333,0.16507472010734792,0.17985742634978513,0.16577873040254265,0.16156269584884303,RandomForestClassifier,0.6563093171296296,JZ,1
0.07076398229274895,0.052572459491468465,0.5173025621542863,0.28673901220675885,0.3869551967822662,-0.12887317035010545,LogisticRegression,0.5256933213536986,JZ,2
0.16656189787039338,0.1742304144928096,0.17106336047400017,0.16244105279940552,0.16492811812508157,0.16077515623830954,RandomForestClassifier,0.5308041329739442,JZ,2
0.16053284963237455,-0.03352515917135567,0.008988639832643022,-0.5358468426699472,-0.03833971404269069,-0.049641045466511304,LogisticRegression,0.530359394703657,JZ,3
0.1688375042570929,0.16695096984982138,0.16687694461120306,0.1704726395206942,0.16318344600080162,0.16367849576038665,RandomForestClassifier,0.5535025220680958,JZ,3
0.34809426245895686,0.09869102848921324,-0.878231124693939,-0.9750878190339136,-0.11669000450779904,-0.22218945425144795,LogisticRegression,0.6360718954248366,JZ,4
0.16514328032427564,0.1632396564202812,0.16504114527721714,0.17957537657553235,0.16264223933364538,0.16435830206904825,RandomForestClassifier,0.6279150326797386,JZ,4
