awareness,confidence,correct,model,score,sub,window
0.48520234449278304,0.3803163957599929,0.16382090570694552,LogisticRegression,0.5963074352548038,WT,0
0.021567355034012428,0.025087162267958752,0.01067311539866734,RandomForestClassifier,0.5991144527986634,WT,0
-0.11318755192414524,0.045019699566322485,0.3505875686462266,LogisticRegression,0.5087600806451613,WT,1
-0.00022811791383220314,0.0008149659863945646,0.011843083900226752,RandomForestClassifier,0.5088378456221199,WT,1
-0.34629304616105294,-0.15345407692047608,0.24215232514985882,LogisticRegression,0.5409375000000001,WT,2
0.015888884681648646,0.01053910524621821,-0.002433404646055395,RandomForestClassifier,0.5332142857142858,WT,2
0.03776872297633794,-0.4057975644807608,0.14450037137608157,LogisticRegression,0.5481990595611286,WT,3
0.006384329239489838,0.021426448590773087,-0.002843449850417269,RandomForestClassifier,0.5325564263322885,WT,3
-0.33606972957103515,-0.049459214213040434,0.23754120190100209,LogisticRegression,0.5134827810266407,WT,4
0.017597926267281114,0.0069412442396313365,-0.006013824884792625,RandomForestClassifier,0.5035672514619883,WT,4
0.10252206652203397,-0.3926925649240659,0.5130982021814556,LogisticRegression,0.5455180102915952,WT,5
-0.0014698694449803867,-0.0046642870924175186,0.027266705254357197,RandomForestClassifier,0.5328010291595197,WT,5
0.42752289561707213,0.15541595969887,-0.0338920885644517,LogisticRegression,0.5199323361823363,WT,6
0.01106561060554994,0.003043253567014946,-0.0019489944950005628,RandomForestClassifier,0.545591168091168,WT,6
0.24364035722809108,0.1963479763990565,-0.21610726175899203,LogisticRegression,0.5399722530521643,WT,7
-0.0031506364922206597,-0.000597831211692601,-0.003966525223950964,RandomForestClassifier,0.5310673325934148,WT,7
-0.24895246157570708,-0.20422260525856292,0.14003505135573774,LogisticRegression,0.5089705882352942,WT,8
0.032057142857142853,0.02781736453201969,-0.0034618226600985186,RandomForestClassifier,0.5134764705882353,WT,8
-0.1270181466199699,-0.03184689329269247,-0.2730460183659594,LogisticRegression,0.5148755102040817,WT,9
0.01042929292929291,0.006472804972804958,0.02021212121212121,RandomForestClassifier,0.540965306122449,WT,9
0.14994105769810584,-0.14285085996658542,-0.008199186355010981,LogisticRegression,0.45337820234476767,WT,10
-0.0068442756375474804,-0.006490504612045585,-0.00979028757460663,RandomForestClassifier,0.4435866261398176,WT,10
