RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.4142830029049929,-0.030735302184592223,-0.3747685446560727,LogisticRegression,0.6490830786329537,KS,0
0.0,0.0,0.0,RandomForestClassifier,0.6941733814948599,KS,0
0.04081872288195765,-0.13319412289640253,0.08131786506152233,LogisticRegression,0.506580459770115,KS,1
-0.0032117310443490698,-0.0010987667735100782,-0.0012555911700258915,RandomForestClassifier,0.5078204022988506,KS,1
-0.014843684601060421,0.13044432225839722,0.2034627988482627,LogisticRegression,0.5259393579072533,KS,2
-0.0022205837870538396,0.0015449183303085272,0.00030815184513006575,RandomForestClassifier,0.5064476813317479,KS,2
0.06611230111647869,0.1345055031627072,-0.15841691362888347,LogisticRegression,0.5394200626959248,KS,3
-0.0016131633817223373,-0.0013086667453479682,0.0008866399150241933,RandomForestClassifier,0.4937601880877742,KS,3
0.05469117309123898,-0.11831555551975416,-0.02244993555421812,LogisticRegression,0.5062930474333983,KS,4
-0.001053427419354841,0.0034684619815668204,-0.001761952764976955,RandomForestClassifier,0.49507634827810265,KS,4
-0.2156048701274052,0.0267940648207448,0.056780598931780765,LogisticRegression,0.5470531732418524,KS,5
0.00963593481989709,-0.0022302744425385986,-0.0017830188679245262,RandomForestClassifier,0.5333070325900515,KS,5
-0.05699916794363305,0.005420333674028948,0.05916305293247961,LogisticRegression,0.47760327635327643,KS,6
-0.0020068745506829607,-0.0005614216391085542,-0.0007242990654205561,RandomForestClassifier,0.4677991452991453,KS,6
0.032991709520054674,-0.011582524137416797,-0.1900020545569342,LogisticRegression,0.530188679245283,KS,7
-0.0028959276018099655,0.0010996417797888292,0.014963706636500741,RandomForestClassifier,0.4996984831668516,KS,7
-0.042971547712597744,-0.20801960847053874,-0.0034194951390309606,LogisticRegression,0.5314795918367348,KS,8
-0.0002879355379232218,0.0021705435907545196,-0.004135330934897247,RandomForestClassifier,0.5371036106750392,KS,8
0.05801572501080088,0.029911172939689777,0.12633299710884785,LogisticRegression,0.49884803921568627,KS,9
-0.00040427461139896427,-0.0008287564766839367,0.0024682642487046614,RandomForestClassifier,0.4638664215686274,KS,9
0.04138611472513322,-0.06775780503553788,-0.05160956178072263,LogisticRegression,0.46422492401215804,KS,10
-0.003931623931623935,0.007730972730972725,0.004466829466829466,RandomForestClassifier,0.4759422492401216,KS,10
