awareness,confidence,correct,model,score,sub,window
0.03588352602200234,0.38772689661371623,-0.27560878155385937,LogisticRegression,0.5355246040723982,PC,0
0.32721328551036594,0.3406647631481878,0.33212195134144623,RandomForestClassifier,0.5314126131221719,PC,0
-0.45865140236458735,0.17913988730052846,0.041992524054475684,LogisticRegression,0.5480710955710957,PC,1
0.3431043872529924,0.329901429669883,0.3269941830771246,RandomForestClassifier,0.5354050116550118,PC,1
-0.4518397278406296,-0.15277695255043783,-0.061025177784396104,LogisticRegression,0.5475180288461537,PC,2
0.34262138618827476,0.3300797702296008,0.32729884358212435,RandomForestClassifier,0.5574789663461538,PC,2
-0.12845008816938577,-0.09467472481490352,-0.346433025122343,LogisticRegression,0.5417441492726123,PC,3
0.33060580042596444,0.3297722819204274,0.33962191765360794,RandomForestClassifier,0.550118595825427,PC,3
-0.06797004276096844,0.21236442438463687,-0.4097879419975361,LogisticRegression,0.5391114754098361,PC,4
0.32905006978495066,0.33063497265037095,0.3403149575646785,RandomForestClassifier,0.5302819672131147,PC,4
