RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-1.0600236270386696,0.1156349625118875,0.33771765835165246,LogisticRegression,0.6041986013986014,JZ,0
0.34448621523676237,0.3268087835486412,0.32870500121459634,RandomForestClassifier,0.5955412587412587,JZ,0
-0.3038886781047074,0.29169521383196695,0.30725734580676306,LogisticRegression,0.5159230324074074,JZ,1
0.3269961705766956,0.3334206327018864,0.33958319672141807,RandomForestClassifier,0.5346715856481482,JZ,1
-0.0381480892957094,0.095955189955241,0.45733564703899177,LogisticRegression,0.49053908355795145,JZ,2
0.32587750769605944,0.3388205483406868,0.33530194396325347,RandomForestClassifier,0.5136223420185684,JZ,2
0.2113576290194006,-0.09660309267335679,0.09733167571306296,LogisticRegression,0.5150851197982346,JZ,3
0.33471094632102655,0.33256180039085703,0.33272725328811653,RandomForestClassifier,0.5152474779319042,JZ,3
0.5193220067422156,-0.0044013913677677825,-0.6913558889999714,LogisticRegression,0.5651830065359477,JZ,4
0.34002952724284896,0.32761260238530343,0.3323578703718477,RandomForestClassifier,0.5382843137254901,JZ,4
