awareness,confidence,correct,model,score,sub,window
0.5401176783872803,0.5027317375371944,-0.4427567511661512,LogisticRegression,0.5981397610447347,AS,0
0.027005173970414638,0.044495103826654656,6.649767344954705e-05,RandomForestClassifier,0.5922020005557098,AS,0
0.9077678689626737,0.729874096244968,-0.14322786643363827,LogisticRegression,0.6489485779948291,AS,1
0.04083392187754658,0.0623690262762355,0.0003093931656435067,RandomForestClassifier,0.6489198506176385,AS,1
0.02504994617471772,0.31254269156862247,0.4537345412536618,LogisticRegression,0.5489726434730895,AS,2
0.004519136222676043,0.006717532713107932,0.006966379245140307,RandomForestClassifier,0.556816830211121,AS,2
-0.20893589838750348,0.522330413816278,-0.17824073802969212,LogisticRegression,0.5496191222570533,AS,3
-0.0004956709956709915,0.02095346320346321,-0.0076255411255411135,RandomForestClassifier,0.5360485893416927,AS,3
0.08952117795466263,0.06462741251395425,-0.35625581043877913,LogisticRegression,0.5029320987654321,AS,4
-0.00407561035859854,-0.003919572646053767,0.0049388612128947315,RandomForestClassifier,0.4911809616634178,AS,4
-0.3176706984261422,-0.2962517436181843,-0.044746613921655715,LogisticRegression,0.5558216123499143,AS,5
0.016422277959997417,0.032747765129590316,0.01405170750530579,RandomForestClassifier,0.5663464837049743,AS,5
-0.32951831045498053,0.023515509726656683,0.12039625554489553,LogisticRegression,0.5012157351370595,AS,6
0.00543171608265947,-0.007304132973944306,-0.008837376460017969,RandomForestClassifier,0.5016393734425063,AS,6
-0.3630767054367916,0.17751078818873978,-0.3771937109041513,LogisticRegression,0.5379670736219015,AS,7
0.014728474791995667,0.0016234944728592676,0.012832158766823016,RandomForestClassifier,0.5360469848316685,AS,7
-0.5151563669786762,0.15150274056337182,0.025601240317834825,LogisticRegression,0.5158457613814758,AS,8
-0.001110098073037298,-0.01547397861120694,-0.005372578975900644,RandomForestClassifier,0.5052099686028257,AS,8
-0.33400967231336226,-0.09345751442457619,0.014545883363930347,LogisticRegression,0.5035906862745098,AS,9
0.004544689119170992,0.009405829015544038,-0.00011476683937824694,RandomForestClassifier,0.5377941176470586,AS,9
-0.2851410084288092,0.39315736612827445,0.14573613218207862,LogisticRegression,0.5082769097222222,AS,10
-0.0020775908844275636,0.020658437330439504,0.0017034725990233302,RandomForestClassifier,0.5023871527777777,AS,10
