awareness,confidence,correct,model,score,sub,window
0.42134908357308676,0.3364339125436965,0.06008388306726507,LogisticRegression,0.5766866629464286,YS,0
0.33915043924929883,0.33295863473910225,0.327890926011599,RandomForestClassifier,0.5860337611607143,YS,0
-0.586680552386955,0.5872518599909116,-0.18846250478705162,LogisticRegression,0.5586998556998557,YS,1
0.338054884794375,0.3343168020627532,0.3276283131428718,RandomForestClassifier,0.5521168831168831,YS,1
-0.19818128296024226,-0.4720134289675542,-0.02855829879234201,LogisticRegression,0.5737455197132617,YS,2
0.33107667833302246,0.34159537558198494,0.32732794608499277,RandomForestClassifier,0.5854838709677419,YS,2
0.0918007756963666,-0.4004252551135549,0.18060526914050626,LogisticRegression,0.5357061790668348,YS,3
0.328660313122605,0.3399319738815336,0.3314077129958612,RandomForestClassifier,0.5223549810844893,YS,3
0.03713667328339799,0.32288352381162966,-0.019240401098129127,LogisticRegression,0.5116704693611474,YS,4
0.33115534917245915,0.3391056256842306,0.3297390251433104,RandomForestClassifier,0.524385593220339,YS,4
