RT_awareness,RT_confidence,RT_correct,awareness,confidence,correct,model,score,sub,window
-0.0880371412814703,0.2340815429034373,0.14666580280711758,0.49104969830505213,-0.004694162362819417,0.11133253364727148,LogisticRegression,0.5604347826086955,SO,0
-0.0011434973591079734,0.000875228966228585,0.0005138624602087732,-0.0008906119400330847,-0.00012973270971528282,-0.00017392541480678537,RandomForestClassifier,0.5678147200909349,SO,0
-0.059680573290678066,0.3659972585531586,0.06882405276173413,0.45971354574164486,-0.007213296729592623,0.004719405769394297,LogisticRegression,0.550414705882353,SO,1
-0.0003633320386913008,-0.0009324196859568351,-0.0012510865745621286,-0.0011245815532005372,1.2576522591503659e-05,-0.00026651130962288883,RandomForestClassifier,0.5695014705882353,SO,1
-0.09087354139536878,0.06926390641667049,0.0756648416282496,0.31442338356254007,-0.16736532462179635,0.013591694235105698,LogisticRegression,0.5181333333333333,SO,2
0.002070321535970395,-0.0006866373660266817,0.0007764669596730678,-9.1564499961454e-05,0.00015999691572210983,0.00025985041252217067,RandomForestClassifier,0.5538893939393938,SO,2
-0.13466605227631584,0.05019873953784883,0.2566037834065123,0.36566690842394595,0.08465059958545403,0.1333261591899136,LogisticRegression,0.5371014030612246,SO,3
0.0035273437500000036,-0.0016364182692307644,0.00046554487179487346,0.0007986778846153859,5.128205128205221e-05,0.00011848958333333603,RandomForestClassifier,0.5599027423469388,SO,3
-0.16563867494586457,0.35728343051234357,0.018021023822592262,0.1760073834363595,0.003232845152652014,0.11026785677475454,LogisticRegression,0.5306283068783069,SO,4
0.001318736419856259,-0.0028753342804613046,0.0008368502423533358,0.00012065435400301583,-0.00035423282634129916,-0.00037146916262744247,RandomForestClassifier,0.5485482804232804,SO,4
-0.20646515627191536,0.08937944407535221,0.03746374100340188,0.2655108246152108,-0.04445788943467957,0.15947049146269546,LogisticRegression,0.5392326473665853,SO,5
0.005208786428882133,-0.0017200956937798962,0.0018560243584167036,0.001971944323618972,5.6328838625491764e-05,0.0007612005219660767,RandomForestClassifier,0.5568399023369376,SO,5
-0.1900253586703301,-0.026631561447859532,0.14557858233166887,0.32085616795413097,0.003753676173019317,0.1851912168997316,LogisticRegression,0.5400216372160116,SO,6
0.0030159923455440147,-0.003509431383269537,0.003047202478585746,0.0014226808820849246,-0.0002640331693092779,0.0007909604519774011,RandomForestClassifier,0.5764713306887848,SO,6
-0.2907207058950701,0.1696374637084351,0.08809329487825764,0.37209246014596553,-0.13939678899791363,0.11140019522452023,LogisticRegression,0.572515864128406,SO,7
0.0001844965675057142,-0.005029080854309695,-0.0019493707093821522,0.0003132151029748198,-0.000707475209763539,6.6742944317238485e-06,RandomForestClassifier,0.5954311310190369,SO,7
-0.23981221989692117,0.15841180836491658,0.12439044292726167,0.45260366673536045,-0.21732743929263773,0.018683422455871727,LogisticRegression,0.5691462450592885,SO,8
-0.002454751131221721,-0.004023917259211374,-0.0026858435681965053,0.00012605042016806622,-0.0014253393665158364,-0.00018099547511311875,RandomForestClassifier,0.5806739130434783,SO,8
-0.21133952850768647,0.041337745941218244,0.23959316456383256,0.47982397838577673,-0.08722797007321663,-0.0674553729284053,LogisticRegression,0.5478971193415637,SO,9
0.0009890453834115799,-0.0018916275430359987,0.0015179968701095432,-0.0011525821596244123,-0.0019197965571205017,-0.00041197183098591383,RandomForestClassifier,0.5963971193415637,SO,9
-0.04898875915624957,0.0003329396749796693,0.17600181624719113,0.38748907174810576,-0.14795119985109048,-0.05600125356241661,LogisticRegression,0.5145403050108932,SO,10
-0.001111323224610018,0.006479764372204646,0.0014091305770699198,0.0005928875313624988,0.00014317661175956343,-0.0008211519581106136,RandomForestClassifier,0.5761830065359477,SO,10
