awareness,confidence,correct,model,score,sub,window
0.48520234449278304,0.3803163957599929,0.16382090570694552,LogisticRegression,0.5963074352548038,WT,0
0.33960264326015,0.33218001951102166,0.32821733722882823,RandomForestClassifier,0.6006460595934281,WT,0
-0.11124598121103862,0.049602408201644355,0.3611480785827972,LogisticRegression,0.5075561635944701,WT,1
0.3304314844056786,0.3311033211028308,0.33846519449149076,RandomForestClassifier,0.5051972926267281,WT,1
-0.3466368459450971,-0.16210192889920996,0.267813114425516,LogisticRegression,0.5406354166666667,WT,2
0.3375001657678714,0.3316837762968733,0.3308160579352554,RandomForestClassifier,0.5390193452380952,WT,2
0.040695084868962575,-0.4186867801730477,0.1690847496282592,LogisticRegression,0.5383134796238244,WT,3
0.3284969323923339,0.34031868686207106,0.331184380745595,RandomForestClassifier,0.5317742946708465,WT,3
-0.35053137295671055,-0.035486540964792854,0.23965568799260967,LogisticRegression,0.5037313190383366,WT,4
0.33716355756420624,0.32918873449499836,0.33364770794079535,RandomForestClassifier,0.5029061078622482,WT,4
