awareness,confidence,correct,model,score,sub,window
0.34201426415050434,0.3736634142869836,0.09144665703097815,LogisticRegression,0.5725566294170945,MC,0
0.3377488474755985,0.3360105970428852,0.3262405554815163,RandomForestClassifier,0.5837315010570825,MC,0
0.09700890106580401,0.5564841210626456,0.08332739014323469,LogisticRegression,0.5578325581395349,MC,1
0.32763039664282956,0.3449208832016196,0.32744872015555065,RandomForestClassifier,0.5730325581395348,MC,1
0.4482394393894089,0.049121352114744124,-0.11322643184412369,LogisticRegression,0.5432255469755469,MC,2
0.3433519952786106,0.3280246747928463,0.32862332992854304,RandomForestClassifier,0.5431418918918919,MC,2
0.2933368533436665,0.10379091485121773,0.15605662157023042,LogisticRegression,0.5194224254742547,MC,3
0.33855887992698486,0.32937162815048393,0.3320694919225312,RandomForestClassifier,0.5292530487804877,MC,3
0.5215226825370364,0.07398815993762485,-0.286126027650101,LogisticRegression,0.5565174216027874,MC,4
0.343419335137448,0.32705095068573264,0.3295297141768193,RandomForestClassifier,0.5575452961672474,MC,4
