RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.11950425639346687,0.020448109856899918,-0.030435762510476024,LogisticRegression,0.5211722222222223,EU,0
0.33093942855125297,0.32852063322096287,0.340539938227784,RandomForestClassifier,0.5586347222222222,EU,0
-0.008951923418836622,0.04435623431193294,-0.04718783433950453,LogisticRegression,0.45867566791151965,EU,1
0.3315392911691913,0.3379207713245713,0.3305399375062372,RandomForestClassifier,0.4683970123527722,EU,1
-0.09720386055202442,0.12416498153648785,0.07609759559761226,LogisticRegression,0.5280880166517989,EU,2
0.33655951440136106,0.33119382713330864,0.3322466584653302,RandomForestClassifier,0.48280999107939343,EU,2
0.04663120536083052,0.16401480152377776,-0.03786756476685813,LogisticRegression,0.4887429467084639,EU,3
0.3327683339077322,0.3301028831851148,0.3371287829071531,RandomForestClassifier,0.47223354231974923,EU,3
0.16352396212052875,0.09283624191828033,0.035236641174564376,LogisticRegression,0.5197238466536712,EU,4
0.3405299633485018,0.32898729070048605,0.3304827459510122,RandomForestClassifier,0.5106530214424951,EU,4
