RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.03268434438120979,-0.24119725747320378,0.014764879929207685,LogisticRegression,0.504334537371492,OE,0
-0.0009155320922478494,-0.0028730202834120603,-0.001731383717699362,RandomForestClassifier,0.4973853848291192,OE,0
-0.10937897199083883,0.006869912725678278,-0.005925423518947351,LogisticRegression,0.5070951970089158,OE,1
-3.814165866386276e-05,0.0017743572088640897,-0.0010098932758339496,RandomForestClassifier,0.532381363244176,OE,1
-0.0721646715056746,0.0910204158021697,-0.17971065008981849,LogisticRegression,0.5323898809523809,OE,2
0.00039408167515476435,-0.0030580851587496986,0.004829796096101778,RandomForestClassifier,0.5337157738095238,OE,2
-0.011111835826854195,-0.3526837990611276,-0.0062291149943745315,LogisticRegression,0.5116038920276208,OE,3
-0.0038494284588096177,0.0075065037445802086,-0.0027367954276704787,RandomForestClassifier,0.5015144381669806,OE,3
0.10886527404766787,-0.4138203956604441,0.047293968645683956,LogisticRegression,0.519348109517601,OE,4
0.0005982923609965369,0.007570636033657801,-0.0037981562448440903,RandomForestClassifier,0.4903112777053456,OE,4
0.1368576298407599,0.07278028081661843,-0.09908052101611484,LogisticRegression,0.49974888200894396,OE,5
0.0029993542832544113,-0.007597503228583729,-0.0025299182092122273,RandomForestClassifier,0.4820536635706914,OE,5
0.006914165605891072,0.1541692964363498,-0.0119478665541907,LogisticRegression,0.46759285714285714,OE,6
-0.00010687229437229439,-0.0008175505050505016,-0.0005891504329004294,RandomForestClassifier,0.5142803571428571,OE,6
-0.0956033588496806,-0.0045838764145970864,-0.029635470690013287,LogisticRegression,0.4827124304267162,OE,7
0.003815077395722562,-0.00042845326716294154,-0.00037681673165543885,RandomForestClassifier,0.5225862708719852,OE,7
-0.027118132894473936,0.005201978415933402,-0.03405631108037057,LogisticRegression,0.4688600628930818,OE,8
-0.0003850234394275831,0.0004552183567727652,5.045645201085469e-05,RandomForestClassifier,0.49281643081761006,OE,8
0.1288170022026899,0.04208351314150303,-0.08537000612604195,LogisticRegression,0.5261437908496732,OE,9
-7.425742574257155e-05,-0.0005730651599191306,-5.805816183712509e-05,RandomForestClassifier,0.5503880718954248,OE,9
0.07100866628471007,0.43432062563836943,-0.19254851799315373,LogisticRegression,0.5277898393399912,OE,10
-0.0012576345720567866,0.005177122071717475,-0.00018065094057927332,RandomForestClassifier,0.5079548415110724,OE,10
