awareness,confidence,correct,model,score,sub,window
0.4418232706684532,-0.04785978719655613,0.1092819749337463,LogisticRegression,0.5492014776925264,SO,0
0.34391889338958004,0.3276150483183234,0.3284660582920966,RandomForestClassifier,0.5581273088945724,SO,0
0.40676004851701714,-0.025994191863763682,0.039019984128147535,LogisticRegression,0.5213147058823531,SO,1
0.34204975161886325,0.32936850871040413,0.3285817396707325,RandomForestClassifier,0.5290823529411766,SO,1
0.31496619504899576,-0.20122177409700892,0.02810344276004722,LogisticRegression,0.5164848484848485,SO,2
0.33936301917695594,0.33228921311732157,0.32834776770572255,RandomForestClassifier,0.5187484848484849,SO,2
0.2888141959504076,-0.005740860032473743,0.13471017550325265,LogisticRegression,0.5115210459183673,SO,3
0.33829644093082456,0.32967260730436065,0.3320309517648147,RandomForestClassifier,0.5205452806122449,SO,3
0.1592002494794998,0.023345351885677122,0.12755192505588375,LogisticRegression,0.4986011904761905,SO,4
0.335911471765448,0.33075957330797384,0.3333289549265779,RandomForestClassifier,0.5102910052910054,SO,4
