RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.07451280175008768,0.004950234829324628,-0.2524699260089926,LogisticRegression,0.4945836814257867,WT,0
0.3357654642823868,0.33033735803313524,0.333897177684478,RandomForestClassifier,0.5045669729880257,WT,0
0.10954446702030463,0.12183856233221281,0.24728920327894344,LogisticRegression,0.48490783410138244,WT,1
0.3321456530361862,0.33321028174422745,0.33464406521958645,RandomForestClassifier,0.48209533410138244,WT,1
0.12656312689407528,0.06773522411250893,-0.34108073837246794,LogisticRegression,0.4857172619047619,WT,2
0.3326334379040945,0.32555263347610075,0.3418139286198047,RandomForestClassifier,0.45899553571428575,WT,2
0.032380761091457703,0.33179618394960153,0.1636583601131427,LogisticRegression,0.5094639498432603,WT,3
0.33036406966601417,0.33996511729318263,0.329670813040803,RandomForestClassifier,0.512257053291536,WT,3
0.34002865938957505,-0.10282108286700964,0.3067956179718428,LogisticRegression,0.525896686159844,WT,4
0.3364772314634878,0.33124621812338356,0.3322765504131286,RandomForestClassifier,0.5062280701754386,WT,4
