awareness,confidence,correct,model,score,sub,window
0.30635765746045557,0.24454738028980455,0.007352542740395254,LogisticRegression,0.5521611111111111,JD,0
0.3380308316609575,0.33317579428214683,0.3287933740568957,RandomForestClassifier,0.5598638888888889,JD,0
-0.08638468601029752,-0.286652588574953,0.21344789740840706,LogisticRegression,0.5007569663889687,JD,1
0.3335856482958047,0.3348634085455036,0.3315509431586915,RandomForestClassifier,0.515496983625395,JD,1
-0.24300622058124463,-0.5057997418787864,0.2421449216767424,LogisticRegression,0.5655768658935474,JD,2
0.33407910334090657,0.3388392790756944,0.32708161758339893,RandomForestClassifier,0.5657701457032411,JD,2
0.08314076959542828,-0.05527647110263653,-0.07623895683366994,LogisticRegression,0.45961936090225564,JD,3
0.3329768263612569,0.33275380515449704,0.33426936848424593,RandomForestClassifier,0.459437656641604,JD,3
-0.00202868669896839,0.44605557014479147,-0.1396133754523085,LogisticRegression,0.503926948051948,JD,4
0.3294162861987715,0.33976374064250187,0.3308199731587267,RandomForestClassifier,0.5181022727272727,JD,4
