RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.05916480388734563,0.10459759832938341,-0.12053892492319904,LogisticRegression,0.5231193838254172,WT,0
0.33280613084048805,0.3272581917796887,0.33993567737982355,RandomForestClassifier,0.5178754813863928,WT,0
0.0939912643278677,0.08358756098086076,-0.3386834246063784,LogisticRegression,0.5670263157894737,WT,1
0.3282710841993019,0.32437518026580625,0.3473537355348917,RandomForestClassifier,0.5376973684210526,WT,1
0.0034952795022519857,0.07517264047058539,-0.10250311568178132,LogisticRegression,0.48657557354925773,WT,2
0.3351225945088595,0.3334881899093717,0.33138921558176854,RandomForestClassifier,0.4816497975708503,WT,2
-0.014730550976208942,-0.09443000166083136,0.01829415476988592,LogisticRegression,0.48428876244665714,WT,3
0.3341050487287864,0.3309783161347814,0.33491663513643216,RandomForestClassifier,0.5198470839260313,WT,3
-0.06664039548330214,-0.0988372464895038,0.18473386338196707,LogisticRegression,0.49644444444444447,WT,4
0.33343114771102444,0.3268186094231628,0.3397502428658127,RandomForestClassifier,0.4531925925925927,WT,4
