RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.18249464490645806,0.28382831556743626,-0.03560542833461615,LogisticRegression,0.4789525462962964,SP,0
0.3264187882783669,0.3387359226744265,0.3348452890472066,RandomForestClassifier,0.45046585648148146,SP,0
-0.440431258118888,-0.4421566042884701,1.1426375538624916,LogisticRegression,0.5819388672460294,SP,1
0.33204119485546235,0.3270705716959924,0.34088823344854513,RandomForestClassifier,0.5359020077914295,SP,1
-0.16060737412588685,0.5591717744403908,-0.0971510846157517,LogisticRegression,0.5189130434782608,SP,2
0.3305052589357789,0.3355093972670308,0.33398534379719036,RandomForestClassifier,0.502,SP,2
-0.1940592808446632,-0.13354333087551917,0.8720226815757482,LogisticRegression,0.5364738562091503,SP,3
0.3330870181821923,0.3270166622920634,0.3398963195257445,RandomForestClassifier,0.4972941176470589,SP,3
-0.17900396372069916,-0.29020868488697593,0.6512686984965561,LogisticRegression,0.5171336499321574,SP,4
0.32966410849039707,0.328636158589056,0.34169973292054706,RandomForestClassifier,0.48581411126187246,SP,4
