awareness,confidence,correct,model,score,sub,window
0.32243949628321955,0.07184376495039073,0.03403536648278875,LogisticRegression,0.5233995554320644,OE,0
0.3395176770054249,0.3301385606747572,0.3303437623198179,RandomForestClassifier,0.5393178660739094,OE,0
0.19954429718332098,0.060027968285633886,-0.09497247268818138,LogisticRegression,0.4957707794075353,OE,1
0.33602725060383226,0.3318665474068223,0.33210620198934543,RandomForestClassifier,0.5014106988783434,OE,1
0.2940595700115549,-0.039854940240098426,0.46802617167127325,LogisticRegression,0.530422619047619,OE,2
0.337514890615386,0.3269787647264652,0.33550634465814866,RandomForestClassifier,0.5376964285714285,OE,2
0.1538494208840552,0.06085310501242294,0.22314047490468902,LogisticRegression,0.49145323289391085,OE,3
0.3353460424257645,0.33113242617962124,0.33352153139461427,RandomForestClassifier,0.5070464532328939,OE,3
-0.026719111271269882,0.01089652380041125,0.43530706060723906,LogisticRegression,0.4660723598435462,OE,4
0.3323179354092515,0.33157423488586313,0.33610782970488534,RandomForestClassifier,0.4726531942633638,OE,4
