sub,correlation,pvals,feature_name_1,feature_name_2,r
OE,0.2211812997035333,4.388471976942672e-08,correct,awareness,0.22118129970353329
OE,0.23277151683527125,7.96222867438616e-09,correct,confidence,0.23277151683527122
OE,0.17476611653618598,1.668903586984328e-05,awareness,confidence,0.17476611653618598
