sub,correlation,pvals,feature_name_1,feature_name_2,r
PC,0.14541443416374866,0.0003522478677599816,correct,awareness,0.14541443416374866
PC,0.202752993320397,5.495130829291295e-07,correct,confidence,0.202752993320397
PC,0.15066541665237132,0.000212224543987015,awareness,confidence,0.15066541665237138
