sub,correlation,pvals,feature_name_1,feature_name_2,r
YS,0.3109962076767121,6.385987434956715e-15,correct,awareness,0.3109962076767121
YS,0.30133269109130745,4.6383458724299604e-14,correct,confidence,0.3013326910913074
YS,0.5029968835358096,8.542235566570777e-40,awareness,confidence,0.5029968835358095
