sub,correlation,pvals,feature_name_1,feature_name_2,r
EU,0.3277376430195466,1.72476044399831e-16,correct,awareness,0.32773764301954667
EU,0.1604297770656689,7.910006545336691e-05,correct,confidence,0.16042977706566894
EU,0.26639900452209536,3.311143912719934e-11,awareness,confidence,0.2663990045220954
