sub,correlation,pvals,feature_name_1,feature_name_2,r
RL,0.08321979417948637,0.0415754195348299,correct,awareness,0.08321979417948641
RL,0.033601774567413104,0.41131161474868017,correct,confidence,0.033601774567413166
RL,0.19793172778629717,1.0257489053257676e-06,awareness,confidence,0.19793172778629722
