sub,correlation,pvals,feature_name_1,feature_name_2,r
OS,0.29380684290101894,2.0657938981041515e-13,correct,awareness,0.29380684290101894
OS,0.10863330641800935,0.007737872795042923,correct,confidence,0.10863330641800932
OS,0.15054782156758406,0.00021468576632848748,awareness,confidence,0.1505478215675841
