sub,correlation,pvals,feature_name_1,feature_name_2,r
AS,0.4006038331485689,1.5550256059544039e-24,correct,awareness,0.40060383314856884
AS,0.33362504101386375,4.586916211538995e-17,correct,confidence,0.3336250410138637
AS,0.6208447993343801,3.1495946230166853e-65,awareness,confidence,0.6208447993343801
