sub,correlation,pvals,feature_name_1,feature_name_2,r
JD,0.28111817949151974,2.323909414286386e-12,correct,awareness,0.28111817949151974
JD,0.4744722103540796,5.190288155543831e-35,correct,confidence,0.47447221035407944
JD,0.44791985241890137,6.034193465986689e-31,awareness,confidence,0.4479198524189013
