sub,correlation,pvals,feature_name_1,feature_name_2,r
IK,0.18858161418888114,3.2960501079014913e-06,correct,awareness,0.1885816141888812
IK,0.25124488762714386,4.3262715476595744e-10,correct,confidence,0.2512448876271439
IK,0.209679308115649,2.1824182041015938e-07,awareness,confidence,0.20967930811564897
