sub,correlation,pvals,feature_name_1,feature_name_2,r
KK,0.24445741707528287,1.296987730815401e-09,correct,awareness,0.24445741707528285
KK,0.37426015448891436,2.189098589062281e-21,correct,confidence,0.3742601544889143
KK,0.444617510835811,1.8268536330755844e-30,awareness,confidence,0.444617510835811
