sub,correlation,pvals,feature_name_1,feature_name_2,r
KS,0.17368984262198842,1.8840875262267316e-05,correct,awareness,0.1736898426219884
KS,0.1958149325048153,1.342667600558548e-06,correct,confidence,0.19581493250481527
KS,0.5646902630087729,7.8499460552593e-52,awareness,confidence,0.5646902630087728
