sub,correlation,pvals,feature_name_1,feature_name_2,r
BG,0.5532476442954576,2.0884371675285993e-49,correct,awareness,0.5532476442954575
BG,-0.17211653402465835,2.2465942895019416e-05,correct,confidence,-0.1721165340246584
BG,-0.40032699943809547,1.6839259653367336e-24,awareness,confidence,-0.4003269994380955
