sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
MC,1,0,0.3170731707317073,0.38562091503267976,0.33554817275747506,0.40828402366863903,0.30714285714285716,0.4421052631578947
MC,1,1,0.35185185185185186,0.36688311688311687,0.33962264150943394,0.40789473684210525,0.303886925795053,0.44919786096256686
MC,1,2,0.345679012345679,0.37012987012987014,0.34415584415584416,0.3950617283950617,0.30743243243243246,0.4540229885057471
MC,1,3,0.3128834355828221,0.38762214983713356,0.33986928104575165,0.4024390243902439,0.30633802816901406,0.44623655913978494
MC,1,4,0.3132530120481928,0.3881578947368421,0.33762057877813506,0.4088050314465409,0.313588850174216,0.4371584699453552
MC,1,5,0.3475609756097561,0.369281045751634,0.33881578947368424,0.4036144578313253,0.3010752688172043,0.450261780104712
MC,1,6,0.3375,0.3741935483870968,0.3387096774193548,0.40625,0.3041958041958042,0.45108695652173914
MC,1,7,0.34375,0.3709677419354839,0.33774834437086093,0.40476190476190477,0.30633802816901406,0.44623655913978494
MC,1,8,0.3464052287581699,0.36908517350157727,0.3343949044585987,0.4166666666666667,0.3010752688172043,0.450261780104712
MC,1,9,0.36024844720496896,0.36245954692556637,0.35555555555555557,0.3741935483870968,0.30851063829787234,0.44148936170212766
MC,1,10,0.35119047619047616,0.3675496688741722,0.3300653594771242,0.42073170731707316,0.31338028169014087,0.43548387096774194
MC,1,11,0.3291139240506329,0.3782051282051282,0.3333333333333333,0.4146341463414634,0.30656934306569344,0.4387755102040816
MC,1,12,0.3464052287581699,0.36908517350157727,0.33876221498371334,0.4049079754601227,0.298932384341637,0.455026455026455
MC,1,13,0.3333333333333333,0.37662337662337664,0.33876221498371334,0.4049079754601227,0.3111888111888112,0.44021739130434784
MC,1,14,0.3395061728395062,0.37337662337662336,0.3258785942492013,0.43312101910828027,0.296551724137931,0.4666666666666667
MC,1,15,0.33986928104575165,0.3722397476340694,0.3409090909090909,0.4012345679012346,0.31365313653136534,0.4271356783919598
MC,1,16,0.3496932515337423,0.36807817589576547,0.3431372549019608,0.39634146341463417,0.31095406360424027,0.4385026737967914
MC,1,17,0.3374233128834356,0.3745928338762215,0.34539473684210525,0.39156626506024095,0.2992957746478873,0.45698924731182794
MC,1,18,0.34146341463414637,0.37254901960784315,0.34726688102893893,0.389937106918239,0.3103448275862069,0.4444444444444444
MC,1,19,0.3333333333333333,0.37662337662337664,0.34098360655737703,0.4,0.302491103202847,0.4497354497354497
MC,1,20,0.2962962962962963,0.3961038961038961,0.33557046979865773,0.4069767441860465,0.3076923076923077,0.4365482233502538
MC,1,21,0.33962264150943394,0.3729903536977492,0.3344155844155844,0.41358024691358025,0.32,0.4205128205128205
MC,1,22,0.34545454545454546,0.3704918032786885,0.3388704318936877,0.40236686390532544,0.30985915492957744,0.44086021505376344
MC,1,23,0.36363636363636365,0.36065573770491804,0.34726688102893893,0.389937106918239,0.3041958041958042,0.45108695652173914
MC,1,24,0.30538922155688625,0.3927392739273927,0.3322475570032573,0.4171779141104294,0.29856115107913667,0.453125
MC,1,25,0.3225806451612903,0.38095238095238093,0.3474025974025974,0.3888888888888889,0.31316725978647686,0.43386243386243384
MC,1,26,0.348993288590604,0.367601246105919,0.34726688102893893,0.389937106918239,0.3049645390070922,0.44680851063829785
MC,1,27,0.34375,0.3709677419354839,0.3300970873786408,0.422360248447205,0.3003533568904594,0.45454545454545453
MC,1,28,0.3375,0.3741935483870968,0.33865814696485624,0.40764331210191085,0.3120567375886525,0.43617021276595747
MC,1,29,0.3353658536585366,0.3758169934640523,0.3333333333333333,0.4146341463414634,0.29537366548042704,0.4603174603174603
MC,1,30,0.31901840490797545,0.38436482084690554,0.33980582524271846,0.40372670807453415,0.30714285714285716,0.4421052631578947
MC,1,31,0.33121019108280253,0.3769968051118211,0.34838709677419355,0.3875,0.3191489361702128,0.425531914893617
MC,1,32,0.3630573248407643,0.3610223642172524,0.3504823151125402,0.3836477987421384,0.3154121863799283,0.4293193717277487
MC,1,33,0.34523809523809523,0.3708609271523179,0.3355263157894737,0.40963855421686746,0.3129496402877698,0.4322916666666667
MC,1,34,0.3312883435582822,0.3778501628664495,0.34201954397394135,0.3987730061349693,0.29856115107913667,0.453125
MC,1,35,0.3352941176470588,0.37666666666666665,0.32094594594594594,0.43103448275862066,0.3014705882352941,0.4444444444444444
MC,1,36,0.3375796178343949,0.3738019169329074,0.35294117647058826,0.3780487804878049,0.3076923076923077,0.44565217391304346
MC,1,37,0.33540372670807456,0.37540453074433655,0.33226837060702874,0.42038216560509556,0.3055555555555556,0.45054945054945056
MC,1,38,0.36075949367088606,0.36217948717948717,0.34838709677419355,0.3875,0.30714285714285716,0.4421052631578947
MC,1,39,0.3503184713375796,0.36741214057507987,0.3431372549019608,0.39634146341463417,0.3140794223826715,0.43005181347150256
MC,1,40,0.34911242603550297,0.3687707641196013,0.3512658227848101,0.38311688311688313,0.30633802816901406,0.44623655913978494
MC,1,41,0.32919254658385094,0.3786407766990291,0.3387096774193548,0.40625,0.2949640287769784,0.4583333333333333
MC,1,42,0.3373493975903614,0.375,0.3289902280130293,0.4233128834355828,0.2888086642599278,0.46632124352331605
MC,1,43,0.34210526315789475,0.3710691823899371,0.3366013071895425,0.40853658536585363,0.313588850174216,0.4371584699453552
MC,1,44,0.3333333333333333,0.37662337662337664,0.3503184713375796,0.38461538461538464,0.3049645390070922,0.44680851063829785
MC,1,45,0.3395061728395062,0.37337662337662336,0.3580645161290323,0.36875,0.32014388489208634,0.421875
MC,1,46,0.3148148148148148,0.38636363636363635,0.3431372549019608,0.39634146341463417,0.3107142857142857,0.4368421052631579
MC,1,47,0.34782608695652173,0.36893203883495146,0.3355048859934853,0.4110429447852761,0.29537366548042704,0.4603174603174603
MC,1,48,0.33727810650887574,0.3754152823920266,0.34615384615384615,0.3924050632911392,0.302158273381295,0.4479166666666667
MC,1,49,0.3353658536585366,0.3758169934640523,0.3344155844155844,0.41358024691358025,0.30851063829787234,0.44148936170212766
MC,1,50,0.3558282208588957,0.36482084690553745,0.33112582781456956,0.4166666666666667,0.3054545454545455,0.441025641025641
MC,1,51,0.3375796178343949,0.3738019169329074,0.33557046979865773,0.4069767441860465,0.2996389891696751,0.45077720207253885
MC,1,52,0.345679012345679,0.37012987012987014,0.35691318327974275,0.3710691823899371,0.323943661971831,0.41935483870967744
MC,1,53,0.33540372670807456,0.37540453074433655,0.33980582524271846,0.40372670807453415,0.30685920577617326,0.44041450777202074
MC,1,54,0.3312883435582822,0.3778501628664495,0.3377049180327869,0.40606060606060607,0.3046594982078853,0.44502617801047123
MC,1,55,0.33112582781456956,0.3761755485893417,0.32786885245901637,0.42424242424242425,0.30324909747292417,0.44559585492227977
MC,1,56,0.3448275862068966,0.3716216216216216,0.33986928104575165,0.4024390243902439,0.30824372759856633,0.4397905759162304
MC,1,57,0.32903225806451614,0.37777777777777777,0.33986928104575165,0.4024390243902439,0.32142857142857145,0.42105263157894735
