sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
CL,1,0,0.14388489208633093,0.256797583081571,0.06504065040650407,0.39732142857142855,0.09634551495016612,0.44970414201183434
CL,1,1,0.14615384615384616,0.2529411764705882,0.05761316872427984,0.4008810572687225,0.07849829351535836,0.4632768361581921
CL,1,2,0.15555555555555556,0.2507462686567164,0.07531380753138076,0.37662337662337664,0.09302325581395349,0.4556213017751479
CL,1,3,0.13636363636363635,0.257396449704142,0.0546218487394958,0.39655172413793105,0.08417508417508418,0.4624277456647399
CL,1,4,0.109375,0.26608187134502925,0.07024793388429752,0.38596491228070173,0.08080808080808081,0.4682080924855491
CL,1,5,0.11627906976744186,0.26392961876832843,0.058577405857740586,0.3939393939393939,0.087248322147651,0.45930232558139533
CL,1,6,0.15267175572519084,0.25073746312684364,0.06837606837606838,0.3771186440677966,0.08904109589041095,0.4438202247191011
CL,1,7,0.15,0.24857142857142858,0.061224489795918366,0.4,0.07903780068728522,0.4581005586592179
CL,1,8,0.13533834586466165,0.258160237388724,0.058577405857740586,0.3939393939393939,0.08389261744966443,0.46511627906976744
CL,1,9,0.13533834586466165,0.258160237388724,0.07346938775510205,0.38666666666666666,0.09,0.4588235294117647
CL,1,10,0.15503875968992248,0.24926686217008798,0.06995884773662552,0.3876651982378855,0.07744107744107744,0.47398843930635837
CL,1,11,0.13076923076923078,0.25882352941176473,0.059322033898305086,0.3888888888888889,0.08191126279863481,0.4576271186440678
CL,1,12,0.15671641791044777,0.25,0.06584362139917696,0.3920704845814978,0.07508532423208192,0.4689265536723164
CL,1,13,0.14814814814814814,0.2537313432835821,0.05485232067510549,0.3948497854077253,0.08135593220338982,0.46285714285714286
CL,1,14,0.15037593984962405,0.2522255192878338,0.0391304347826087,0.4,0.0912280701754386,0.42702702702702705
CL,1,15,0.13432835820895522,0.25892857142857145,0.06198347107438017,0.39473684210526316,0.09121621621621621,0.4482758620689655
CL,1,16,0.15267175572519084,0.25073746312684364,0.06694560669456066,0.3852813852813853,0.09407665505226481,0.4262295081967213
CL,1,17,0.13740458015267176,0.25663716814159293,0.07203389830508475,0.37606837606837606,0.09364548494983277,0.4502923976608187
CL,1,18,0.12307692307692308,0.26176470588235295,0.06097560975609756,0.4017857142857143,0.08333333333333333,0.44505494505494503
CL,1,19,0.15151515151515152,0.2514792899408284,0.058091286307053944,0.39737991266375544,0.09427609427609428,0.44508670520231214
CL,1,20,0.12598425196850394,0.2594752186588921,0.05761316872427984,0.4008810572687225,0.0896551724137931,0.4388888888888889
CL,1,21,0.11278195488721804,0.26706231454005935,0.06666666666666667,0.3869565217391304,0.08904109589041095,0.4438202247191011
CL,1,22,0.15625,0.24853801169590642,0.06611570247933884,0.39035087719298245,0.09246575342465753,0.43820224719101125
CL,1,23,0.1417910447761194,0.25595238095238093,0.06666666666666667,0.3869565217391304,0.08666666666666667,0.4647058823529412
CL,1,24,0.096,0.26956521739130435,0.056768558951965066,0.3817427385892116,0.09271523178807947,0.4583333333333333
CL,1,25,0.16153846153846155,0.24705882352941178,0.05555555555555555,0.3898305084745763,0.09634551495016612,0.44970414201183434
CL,1,26,0.14615384615384616,0.2529411764705882,0.06722689075630252,0.38362068965517243,0.09508196721311475,0.46060606060606063
CL,1,27,0.14074074074074075,0.25671641791044775,0.059322033898305086,0.3888888888888889,0.09764309764309764,0.4393063583815029
CL,1,28,0.140625,0.2543859649122807,0.055793991416309016,0.3881856540084388,0.07291666666666667,0.46153846153846156
CL,1,29,0.14615384615384616,0.2529411764705882,0.06694560669456066,0.3852813852813853,0.09121621621621621,0.4482758620689655
CL,1,30,0.14285714285714285,0.2551928783382789,0.046413502109704644,0.4034334763948498,0.09634551495016612,0.44970414201183434
CL,1,31,0.12698412698412698,0.25872093023255816,0.06639004149377593,0.388646288209607,0.08754208754208755,0.45664739884393063
CL,1,32,0.14960629921259844,0.25072886297376096,0.05907172995780591,0.3905579399141631,0.08680555555555555,0.43956043956043955
CL,1,33,0.13740458015267176,0.25663716814159293,0.07203389830508475,0.37606837606837606,0.07586206896551724,0.46111111111111114
CL,1,34,0.1417910447761194,0.25595238095238093,0.07234042553191489,0.37446808510638296,0.08445945945945946,0.45977011494252873
CL,1,35,0.12598425196850394,0.2594752186588921,0.058333333333333334,0.39565217391304347,0.08970099667774087,0.46153846153846156
CL,1,36,0.1297709923664122,0.25958702064896755,0.06938775510204082,0.39111111111111113,0.09427609427609428,0.44508670520231214
CL,1,37,0.12403100775193798,0.26099706744868034,0.0635593220338983,0.38461538461538464,0.07849829351535836,0.4632768361581921
CL,1,38,0.13333333333333333,0.25970149253731345,0.0635593220338983,0.38461538461538464,0.0903010033444816,0.45614035087719296
CL,1,39,0.11851851851851852,0.2656716417910448,0.06521739130434782,0.375,0.09333333333333334,0.45294117647058824
CL,1,40,0.11450381679389313,0.26548672566371684,0.06329113924050633,0.38626609442060084,0.08503401360544217,0.45454545454545453
CL,1,41,0.1111111111111111,0.26865671641791045,0.06722689075630252,0.38362068965517243,0.0847457627118644,0.45714285714285713
CL,1,42,0.13846153846153847,0.25588235294117645,0.06808510638297872,0.37872340425531914,0.09666666666666666,0.4470588235294118
CL,1,43,0.1276595744680851,0.26443768996960487,0.06751054852320675,0.38197424892703863,0.07903780068728522,0.4581005586592179
CL,1,44,0.14074074074074075,0.25671641791044775,0.07083333333333333,0.3826086956521739,0.07903780068728522,0.4581005586592179
CL,1,45,0.12403100775193798,0.26099706744868034,0.07407407407407407,0.3832599118942731,0.08247422680412371,0.45251396648044695
CL,1,46,0.1366906474820144,0.2598187311178248,0.06854838709677419,0.3963963963963964,0.08080808080808081,0.4682080924855491
CL,1,47,0.11627906976744186,0.26392961876832843,0.058333333333333334,0.39565217391304347,0.08783783783783784,0.4540229885057471
CL,1,48,0.13533834586466165,0.258160237388724,0.059574468085106386,0.3872340425531915,0.08996539792387544,0.43646408839779005
CL,1,49,0.11940298507462686,0.2648809523809524,0.07563025210084033,0.375,0.08561643835616438,0.449438202247191
CL,1,50,0.13636363636363635,0.257396449704142,0.05439330543933055,0.39826839826839827,0.09121621621621621,0.4482758620689655
CL,1,51,0.09016393442622951,0.27011494252873564,0.07171314741035857,0.3972602739726027,0.06896551724137931,0.4722222222222222
CL,1,52,0.13636363636363635,0.257396449704142,0.06694560669456066,0.3852813852813853,0.08940397350993377,0.4642857142857143
CL,1,53,0.12,0.2608695652173913,0.06302521008403361,0.3879310344827586,0.0777027027027027,0.47126436781609193
CL,1,54,0.11538461538461539,0.2647058823529412,0.06694560669456066,0.3852813852813853,0.08053691275167785,0.47093023255813954
CL,1,55,0.12408759124087591,0.26426426426426425,0.06910569105691057,0.39285714285714285,0.08333333333333333,0.47058823529411764
CL,1,56,0.11851851851851852,0.2656716417910448,0.059574468085106386,0.3872340425531915,0.0726643598615917,0.46408839779005523
CL,1,57,0.15217391304347827,0.25301204819277107,0.06611570247933884,0.39035087719298245,0.08695652173913043,0.4619883040935672
CL,1,58,0.1323529411764706,0.26047904191616766,0.06557377049180328,0.3938053097345133,0.0847457627118644,0.45714285714285713
CL,1,59,0.12121212121212122,0.26331360946745563,0.0546218487394958,0.39655172413793105,0.07317073170731707,0.45901639344262296
CL,1,60,0.1323529411764706,0.26047904191616766,0.07083333333333333,0.3826086956521739,0.09933774834437085,0.44642857142857145
