sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
MC,1,0,0.3170731707317073,0.38562091503267976,0.33554817275747506,0.40828402366863903,0.30714285714285716,0.4421052631578947,0.4318181818181818,0.3641304347826087,0.2980132450331126,0.41935483870967744,0.3712871287128713,0.35051546391752575
MC,1,1,0.35185185185185186,0.36688311688311687,0.33962264150943394,0.40789473684210525,0.303886925795053,0.44919786096256686,0.3897058823529412,0.3423913043478261,0.28205128205128205,0.37404580152671757,0.3497536945812808,0.3364485981308411
MC,1,2,0.345679012345679,0.37012987012987014,0.34415584415584416,0.3950617283950617,0.30743243243243246,0.4540229885057471,0.3835616438356164,0.3505747126436782,0.29936305732484075,0.3893129770992366,0.375609756097561,0.35051546391752575
MC,1,3,0.3128834355828221,0.38762214983713356,0.33986928104575165,0.4024390243902439,0.30633802816901406,0.44623655913978494,0.4041095890410959,0.3522727272727273,0.3132530120481928,0.39849624060150374,0.397196261682243,0.36363636363636365
MC,1,4,0.3132530120481928,0.3881578947368421,0.33762057877813506,0.4088050314465409,0.313588850174216,0.4371584699453552,0.3971631205673759,0.366120218579235,0.28,0.40458015267175573,0.3853658536585366,0.3490566037735849
MC,1,5,0.3475609756097561,0.369281045751634,0.33881578947368424,0.4036144578313253,0.3010752688172043,0.450261780104712,0.410958904109589,0.3442622950819672,0.29936305732484075,0.41353383458646614,0.3681592039800995,0.3541666666666667
MC,1,6,0.3375,0.3741935483870968,0.3387096774193548,0.40625,0.3041958041958042,0.45108695652173914,0.4166666666666667,0.35260115606936415,0.29936305732484075,0.3893129770992366,0.36538461538461536,0.36792452830188677
MC,1,7,0.34375,0.3709677419354839,0.33774834437086093,0.40476190476190477,0.30633802816901406,0.44623655913978494,0.410958904109589,0.35428571428571426,0.30718954248366015,0.37681159420289856,0.35784313725490197,0.37623762376237624
MC,1,8,0.3464052287581699,0.36908517350157727,0.3343949044585987,0.4166666666666667,0.3010752688172043,0.450261780104712,0.4217687074829932,0.3277777777777778,0.29333333333333333,0.3897058823529412,0.37745098039215685,0.38613861386138615
MC,1,9,0.36024844720496896,0.36245954692556637,0.35555555555555557,0.3741935483870968,0.30851063829787234,0.44148936170212766,0.391304347826087,0.34972677595628415,0.3081761006289308,0.3953488372093023,0.38095238095238093,0.36
MC,1,10,0.35119047619047616,0.3675496688741722,0.3300653594771242,0.42073170731707316,0.31338028169014087,0.43548387096774194,0.39285714285714285,0.3651685393258427,0.29605263157894735,0.3953488372093023,0.375609756097561,0.3235294117647059
MC,1,11,0.3291139240506329,0.3782051282051282,0.3333333333333333,0.4146341463414634,0.30656934306569344,0.4387755102040816,0.38028169014084506,0.3621621621621622,0.3271604938271605,0.39166666666666666,0.3786407766990291,0.36633663366336633
MC,1,12,0.3464052287581699,0.36908517350157727,0.33876221498371334,0.4049079754601227,0.298932384341637,0.455026455026455,0.38461538461538464,0.3651685393258427,0.30201342281879195,0.38636363636363635,0.3891625615763547,0.34210526315789475
MC,1,13,0.3333333333333333,0.37662337662337664,0.33876221498371334,0.4049079754601227,0.3111888111888112,0.44021739130434784,0.4041095890410959,0.34054054054054056,0.32075471698113206,0.3805970149253731,0.3767441860465116,0.35185185185185186
MC,1,14,0.3395061728395062,0.37337662337662336,0.3258785942492013,0.43312101910828027,0.296551724137931,0.4666666666666667,0.3793103448275862,0.3615819209039548,0.3051948051948052,0.39552238805970147,0.3584905660377358,0.3368421052631579
MC,1,15,0.33986928104575165,0.3722397476340694,0.3409090909090909,0.4012345679012346,0.31365313653136534,0.4271356783919598,0.4117647058823529,0.33695652173913043,0.2945205479452055,0.38848920863309355,0.37962962962962965,0.38144329896907214
MC,1,16,0.3496932515337423,0.36807817589576547,0.3431372549019608,0.39634146341463417,0.31095406360424027,0.4385026737967914,0.4028776978417266,0.3539325842696629,0.28859060402684567,0.39097744360902253,0.35714285714285715,0.375
