sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
MP1,1,0,0.6736842105263158,0.8106666666666666,0.6431372549019608,0.9488372093023256,0.47435897435897434,0.8443877551020408,0.8005464480874317,0.7407407407407407,0.7901907356948229,0.7868852459016393,0.7908163265306123,0.7446808510638298
MP1,1,1,0.6559139784946236,0.8143236074270557,0.6526717557251909,0.9471153846153846,0.5064935064935064,0.8371501272264631,0.8011049723756906,0.7037037037037037,0.779891304347826,0.7741935483870968,0.7881136950904393,0.7647058823529411
MP1,1,2,0.6847826086956522,0.8068783068783069,0.6434108527131783,0.9528301886792453,0.5125,0.8384615384615385,0.7972972972972973,0.7037037037037037,0.7884615384615384,0.7777777777777778,0.7838541666666666,0.7735849056603774
MP1,1,3,0.6494845360824743,0.8176943699731903,0.65,0.9476190476190476,0.5512820512820513,0.8290816326530612,0.7967032967032966,0.7777777777777778,0.7907608695652174,0.7741935483870968,0.7844155844155845,0.7818181818181819
MP1,1,4,0.6947368421052632,0.8053333333333333,0.642023346303502,0.9530516431924883,0.4935064935064935,0.8396946564885496,0.7983425414364641,0.75,0.790633608815427,0.7704918032786885,0.788659793814433,0.7391304347826086
MP1,1,5,0.6666666666666666,0.8093994778067886,0.6526717557251909,0.9471153846153846,0.47560975609756095,0.8479381443298969,0.8067226890756303,0.6923076923076923,0.7886178861788617,0.7924528301886793,0.782051282051282,0.76
MP1,1,6,0.6699029126213593,0.8147138964577657,0.6526717557251909,0.9471153846153846,0.4868421052631579,0.8401015228426396,0.7988826815642458,0.7142857142857143,0.7887323943661971,0.7878787878787878,0.7838541666666666,0.7777777777777778
MP1,1,7,0.6526315789473685,0.816,0.6529850746268657,0.9554455445544554,0.525,0.8358974358974359,0.7863013698630137,0.7142857142857143,0.7780821917808219,0.8064516129032258,0.783289817232376,0.7777777777777778
MP1,1,8,0.673469387755102,0.8118279569892473,0.6417910447761194,0.9702970297029703,0.5316455696202531,0.8337595907928389,0.7994505494505495,0.7037037037037037,0.7977839335180056,0.746031746031746,0.782051282051282,0.8
MP1,1,9,0.6595744680851063,0.8138297872340425,0.6526717557251909,0.9471153846153846,0.47297297297297297,0.8409090909090909,0.7994428969359332,0.7083333333333334,0.7878787878787878,0.7575757575757576,0.7859007832898173,0.7636363636363637
MP1,1,10,0.648936170212766,0.8164893617021277,0.6313725490196078,0.9627906976744186,0.47297297297297297,0.8409090909090909,0.7962466487935657,0.8181818181818182,0.7940379403794038,0.7704918032786885,0.782608695652174,0.8125
MP1,1,11,0.6796116504854369,0.8119891008174387,0.6436781609195402,0.9569377990430622,0.4864864864864865,0.8383838383838383,0.7945205479452054,0.7,0.7905027932960894,0.78125,0.7847769028871391,0.8
MP1,1,12,0.6597938144329897,0.8150134048257373,0.6398467432950191,0.9617224880382775,0.5,0.8375634517766497,0.8027777777777778,0.75,0.7853260869565217,0.7457627118644068,0.7855297157622739,0.7647058823529411
MP1,1,13,0.6559139784946236,0.8143236074270557,0.6479400749063671,0.9605911330049262,0.48148148148148145,0.8457583547557841,0.7972222222222223,0.68,0.7939560439560439,0.7692307692307693,0.7875647668393783,0.7735849056603774
MP1,1,14,0.6444444444444445,0.8157894736842105,0.64453125,0.9485981308411215,0.4810126582278481,0.8439897698209718,0.8065395095367848,0.7083333333333334,0.7907608695652174,0.7377049180327869,0.7882653061224489,0.7346938775510204
MP1,1,15,0.7,0.8026315789473685,0.6477272727272727,0.9563106796116505,0.5189873417721519,0.8363171355498721,0.7972602739726027,0.7083333333333334,0.790633608815427,0.7580645161290323,0.7809278350515464,0.8
MP1,1,16,0.711340206185567,0.8016085790884718,0.6490566037735849,0.9560975609756097,0.44155844155844154,0.8498727735368957,0.7988980716253443,0.75,0.790633608815427,0.7704918032786885,0.7912371134020618,0.7254901960784313
MP1,1,17,0.6704545454545454,0.8089005235602095,0.6395348837209303,0.9575471698113207,0.4936708860759494,0.8414322250639387,0.7945205479452054,0.75,0.7891891891891892,0.7735849056603774,0.7838541666666666,0.7636363636363637
MP1,1,18,0.6631578947368421,0.8133333333333334,0.632183908045977,0.9712918660287081,0.48148148148148145,0.8457583547557841,0.804945054945055,0.72,0.7922437673130194,0.746031746031746,0.7896103896103897,0.7454545454545455
MP1,1,19,0.6526315789473685,0.816,0.6395348837209303,0.9575471698113207,0.4875,0.8435897435897436,0.8038674033149171,0.782608695652174,0.7918918918918919,0.7704918032786885,0.7829457364341085,0.7755102040816326
MP1,1,20,0.6703296703296703,0.8100263852242744,0.6463878326996197,0.9565217391304348,0.4868421052631579,0.8401015228426396,0.8050139275766016,0.7241379310344828,0.7878787878787878,0.7936507936507936,0.7849740932642487,0.7636363636363637
MP1,1,21,0.6736842105263158,0.8106666666666666,0.6450381679389313,0.9567307692307693,0.49333333333333335,0.8379746835443038,0.7945205479452054,0.7916666666666666,0.790633608815427,0.7727272727272727,0.7803617571059431,0.7843137254901961
MP1,1,22,0.648936170212766,0.8164893617021277,0.6387832699619772,0.966183574879227,0.5,0.841025641025641,0.8021978021978022,0.7692307692307693,0.7884615384615384,0.765625,0.7800511508951407,0.82
MP1,1,23,0.6947368421052632,0.8053333333333333,0.6463878326996197,0.9565217391304348,0.49382716049382713,0.8431876606683805,0.8027777777777778,0.6666666666666666,0.7900552486187845,0.7741935483870968,0.7849740932642487,0.7755102040816326
MP1,1,24,0.6923076923076923,0.8047493403693932,0.6526717557251909,0.9471153846153846,0.5194805194805194,0.8346055979643766,0.7988980716253443,0.7407407407407407,0.7864864864864864,0.7586206896551724,0.7853403141361257,0.78
MP1,1,25,0.6428571428571429,0.8198924731182796,0.6486486486486487,0.9478672985781991,0.46153846153846156,0.8469387755102041,0.7955182072829131,0.7142857142857143,0.7883008356545961,0.7538461538461538,0.7860824742268041,0.74
MP1,1,26,0.6767676767676768,0.8113207547169812,0.6553030303030303,0.9466019417475728,0.5189873417721519,0.8363171355498721,0.7933884297520661,0.7727272727272727,0.7845303867403315,0.796875,0.7838541666666666,0.7962962962962963
MP1,1,27,0.6813186813186813,0.8073878627968337,0.6513409961685823,0.9473684210526315,0.49382716049382713,0.8431876606683805,0.8021978021978022,0.7916666666666666,0.7890410958904109,0.7741935483870968,0.7803617571059431,0.7636363636363637
MP1,1,28,0.6813186813186813,0.8073878627968337,0.65,0.9476190476190476,0.4864864864864865,0.8383838383838383,0.7955801104972375,0.68,0.7994579945799458,0.711864406779661,0.7809278350515464,0.7924528301886793
MP1,1,29,0.6631578947368421,0.8133333333333334,0.6328125,0.9626168224299065,0.4675324675324675,0.8447837150127226,0.8010899182561307,0.7083333333333334,0.7938718662952646,0.765625,0.7792207792207793,0.8214285714285714
MP1,1,30,0.6893203883495146,0.8092643051771117,0.6528301886792452,0.9512195121951219,0.4788732394366197,0.8370927318295739,0.7927170868347339,0.7241379310344828,0.7896174863387978,0.7758620689655172,0.7849740932642487,0.7884615384615384
MP1,1,31,0.6559139784946236,0.8143236074270557,0.648854961832061,0.9519230769230769,0.5,0.8358585858585859,0.800561797752809,0.7142857142857143,0.7923497267759563,0.7818181818181819,0.7879581151832461,0.7818181818181819
MP1,1,32,0.6702127659574468,0.8111702127659575,0.6459143968871596,0.9483568075117371,0.5,0.8392857142857143,0.804945054945055,0.76,0.784741144414169,0.7931034482758621,0.787012987012987,0.7547169811320755
MP1,1,33,0.6458333333333334,0.8181818181818182,0.6412213740458015,0.9615384615384616,0.46153846153846156,0.8469387755102041,0.7945205479452054,0.76,0.7841530054644809,0.7619047619047619,0.7864583333333334,0.7592592592592593
MP1,1,34,0.6702127659574468,0.8111702127659575,0.6392156862745098,0.9534883720930233,0.5324675324675324,0.8320610687022901,0.7967479674796748,0.7142857142857143,0.7940379403794038,0.7704918032786885,0.7855297157622739,0.7884615384615384
MP1,1,35,0.6774193548387096,0.8090185676392573,0.6472868217054264,0.9481132075471698,0.44,0.8481012658227848,0.7907608695652174,0.7857142857142857,0.784366576819407,0.7586206896551724,0.7901554404145078,0.7592592592592593
MP1,1,36,0.6391752577319587,0.8203753351206434,0.6436781609195402,0.9569377990430622,0.475,0.8461538461538461,0.804945054945055,0.7083333333333334,0.7939560439560439,0.7538461538461538,0.7838541666666666,0.7735849056603774
