sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
FW,1,0,0.41203703703703703,0.33070866141732286,0.41333333333333333,0.32653061224489793,0.34276729559748426,0.42105263157894735
FW,1,1,0.4166666666666667,0.32677165354330706,0.4085106382978723,0.3276595744680851,0.3385579937304075,0.4304635761589404
FW,1,2,0.4142857142857143,0.33076923076923076,0.41333333333333333,0.32653061224489793,0.33650793650793653,0.432258064516129
FW,1,3,0.4029126213592233,0.3409090909090909,0.44,0.3020408163265306,0.34527687296416937,0.4110429447852761
FW,1,4,0.4095238095238095,0.3346153846153846,0.4127659574468085,0.32340425531914896,0.34579439252336447,0.4161073825503356
FW,1,5,0.41706161137440756,0.3281853281853282,0.40756302521008403,0.3275862068965517,0.34276729559748426,0.42105263157894735
FW,1,6,0.4223300970873786,0.32575757575757575,0.4342105263157895,0.30578512396694213,0.3440514469453376,0.41509433962264153
FW,1,7,0.43842364532019706,0.3146067415730337,0.43829787234042555,0.2978723404255319,0.3440514469453376,0.41509433962264153
FW,1,8,0.4271356783919598,0.3247232472324723,0.4260089686098655,0.3157894736842105,0.3419354838709677,0.41875
FW,1,9,0.435,0.31851851851851853,0.4188034188034188,0.3177966101694915,0.35443037974683544,0.3961038961038961
FW,1,10,0.411214953271028,0.33203125,0.41422594142259417,0.3203463203463203,0.3408360128617363,0.42138364779874216
FW,1,11,0.3886255924170616,0.35135135135135137,0.4279475982532751,0.3112033195020747,0.3503184713375796,0.40384615384615385
FW,1,12,0.39906103286384975,0.3424124513618677,0.43478260869565216,0.30416666666666664,0.3440514469453376,0.41509433962264153
FW,1,13,0.4029126213592233,0.3409090909090909,0.43231441048034935,0.3070539419087137,0.33647798742138363,0.4342105263157895
FW,1,14,0.4225352112676056,0.3229571984435798,0.43171806167400884,0.30864197530864196,0.3409090909090909,0.41975308641975306
FW,1,15,0.4095238095238095,0.3346153846153846,0.4155844155844156,0.32217573221757323,0.34185303514376997,0.42038216560509556
FW,1,16,0.41743119266055045,0.3253968253968254,0.41409691629955947,0.32510288065843623,0.34069400630914826,0.42483660130718953
FW,1,17,0.4027777777777778,0.33858267716535434,0.4156378600823045,0.31718061674008813,0.343042071197411,0.4161490683229814
FW,1,18,0.417910447761194,0.3308550185873606,0.4279661016949153,0.3076923076923077,0.34796238244514105,0.4105960264900662
