sub,window,fold,attention_high_cond_correct_low,attention_high_cond_correct_high,attention_high_cond_awareness_low,attention_high_cond_awareness_high,attention_high_cond_confidence_low,attention_high_cond_confidence_high
JZ,1,0,0.5238095238095238,0.5454545454545454,0.4,0.6392857142857142,0.4870689655172414,0.5966386554621849
JZ,1,1,0.5409836065573771,0.5427872860635696,0.40414507772020725,0.6389891696750902,0.45614035087719296,0.6239669421487604
JZ,1,2,0.5,0.5487804878048781,0.413265306122449,0.635036496350365,0.4666666666666667,0.6122448979591837
JZ,1,3,0.5396825396825397,0.542997542997543,0.39572192513368987,0.6395759717314488,0.44052863436123346,0.6378600823045267
JZ,1,4,0.45,0.5560975609756098,0.3967391304347826,0.6363636363636364,0.45535714285714285,0.6219512195121951
JZ,1,5,0.5,0.5490196078431373,0.38095238095238093,0.6512455516014235,0.46396396396396394,0.6129032258064516
JZ,1,6,0.47540983606557374,0.5525672371638142,0.375,0.6503496503496503,0.4533333333333333,0.6244897959183674
JZ,1,7,0.4918032786885246,0.5501222493887531,0.39444444444444443,0.6344827586206897,0.45132743362831856,0.6270491803278688
JZ,1,8,0.5230769230769231,0.5456790123456791,0.4074074074074074,0.6334519572953736,0.4678111587982833,0.6160337552742616
JZ,1,9,0.46551724137931033,0.5533980582524272,0.39344262295081966,0.6376306620209059,0.4533333333333333,0.6244897959183674
JZ,1,10,0.5178571428571429,0.5458937198067633,0.387434554973822,0.6487455197132617,0.4663677130044843,0.611336032388664
JZ,1,11,0.48484848484848486,0.551980198019802,0.3854166666666667,0.6510791366906474,0.4592274678111588,0.6244725738396625
JZ,1,12,0.49122807017543857,0.549636803874092,0.3770491803278688,0.6480836236933798,0.4533333333333333,0.6244897959183674
JZ,1,13,0.48214285714285715,0.5507246376811594,0.40540540540540543,0.631578947368421,0.4557522123893805,0.6229508196721312
JZ,1,14,0.5079365079365079,0.547911547911548,0.42487046632124353,0.6245487364620939,0.48672566371681414,0.5942622950819673
JZ,1,15,0.4909090909090909,0.5493975903614458,0.3791208791208791,0.6458333333333334,0.46543778801843316,0.6086956521739131
JZ,1,16,0.4915254237288136,0.5498783454987834,0.39444444444444443,0.6344827586206897,0.45454545454545453,0.62
JZ,1,17,0.45614035087719296,0.5544794188861986,0.3915343915343915,0.6441281138790036,0.4622222222222222,0.6163265306122448
JZ,1,18,0.45454545454545453,0.5542168674698795,0.38333333333333336,0.6413793103448275,0.4663677130044843,0.611336032388664
JZ,1,19,0.5166666666666667,0.5463414634146342,0.39572192513368987,0.6395759717314488,0.4594594594594595,0.6169354838709677
JZ,1,20,0.5172413793103449,0.5461165048543689,0.4126984126984127,0.6298932384341637,0.47533632286995514,0.6032388663967612
JZ,1,21,0.45901639344262296,0.5550122249388753,0.4117647058823529,0.6289752650176679,0.4488888888888889,0.6285714285714286
JZ,1,22,0.46296296296296297,0.5528846153846154,0.4065934065934066,0.6284722222222222,0.4444444444444444,0.6326530612244898
JZ,1,23,0.5084745762711864,0.5474452554744526,0.38144329896907214,0.6557971014492754,0.4698275862068966,0.6134453781512605
