sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
TS,1,0,0.5235294117647059,0.5433333333333333,0.40625,0.6544715447154471,0.3821138211382114,0.7053571428571429
TS,1,1,0.519774011299435,0.5460750853242321,0.416289592760181,0.642570281124498,0.39915966386554624,0.6767241379310345
TS,1,2,0.5,0.5582191780821918,0.40271493212669685,0.6546184738955824,0.39591836734693875,0.6888888888888889
TS,1,3,0.4971751412429379,0.5597269624573379,0.39814814814814814,0.6535433070866141,0.36885245901639346,0.7168141592920354
TS,1,4,0.4918032786885246,0.5644599303135889,0.4170403587443946,0.6437246963562753,0.4016393442622951,0.6814159292035398
TS,1,5,0.5,0.5578231292517006,0.4036697247706422,0.6507936507936508,0.3900414937759336,0.6899563318777293
TS,1,6,0.4913294797687861,0.5622895622895623,0.4063926940639269,0.649402390438247,0.3865546218487395,0.6896551724137931
TS,1,7,0.5055555555555555,0.5551724137931034,0.4017857142857143,0.6585365853658537,0.37344398340248963,0.7074235807860262
TS,1,8,0.5260115606936416,0.5420875420875421,0.3920704845814978,0.6707818930041153,0.3684210526315789,0.7219730941704036
TS,1,9,0.5,0.5586206896551724,0.4304932735426009,0.631578947368421,0.38114754098360654,0.7035398230088495
TS,1,10,0.5082872928176796,0.5536332179930796,0.39285714285714285,0.6666666666666666,0.38524590163934425,0.6991150442477876
TS,1,11,0.49444444444444446,0.5620689655172414,0.3991031390134529,0.659919028340081,0.3670886075949367,0.7081545064377682
TS,1,12,0.5114942528735632,0.5506756756756757,0.3936651583710407,0.6626506024096386,0.4,0.6909090909090909
TS,1,13,0.48295454545454547,0.5680272108843537,0.3926940639269406,0.6613545816733067,0.37448559670781895,0.7092511013215859
TS,1,14,0.519774011299435,0.5460750853242321,0.41739130434782606,0.65,0.39344262295081966,0.6902654867256637
TS,1,15,0.49710982658959535,0.5589225589225589,0.41284403669724773,0.6428571428571429,0.36666666666666664,0.7130434782608696
TS,1,16,0.4943820224719101,0.5616438356164384,0.40625,0.6544715447154471,0.3699186991869919,0.71875
TS,1,17,0.5056818181818182,0.5544217687074829,0.4069264069264069,0.6610878661087866,0.38306451612903225,0.7072072072072072
TS,1,18,0.49444444444444446,0.5620689655172414,0.4099099099099099,0.6491935483870968,0.3875,0.691304347826087
TS,1,19,0.5222222222222223,0.5448275862068965,0.416289592760181,0.642570281124498,0.3949579831932773,0.6810344827586207
TS,1,20,0.48554913294797686,0.5656565656565656,0.39285714285714285,0.6666666666666666,0.3911290322580645,0.6981981981981982
TS,1,21,0.48214285714285715,0.5662251655629139,0.3832599118942731,0.6790123456790124,0.36134453781512604,0.7155172413793104
TS,1,22,0.5028248587570622,0.5563139931740614,0.4107142857142857,0.6504065040650406,0.40082644628099173,0.6798245614035088
TS,1,23,0.4817073170731707,0.565359477124183,0.397196261682243,0.65234375,0.36752136752136755,0.7033898305084746
TS,1,24,0.5085714285714286,0.5525423728813559,0.39908256880733944,0.6547619047619048,0.3881856540084388,0.6866952789699571
TS,1,25,0.5,0.5594405594405595,0.415929203539823,0.6475409836065574,0.3968253968253968,0.6972477064220184
TS,1,26,0.5402298850574713,0.5337837837837838,0.40825688073394495,0.6468253968253969,0.3925619834710744,0.6885964912280702
TS,1,27,0.5141242937853108,0.5494880546075085,0.40625,0.6544715447154471,0.37344398340248963,0.7074235807860262
TS,1,28,0.5,0.5562913907284768,0.3853211009174312,0.6666666666666666,0.3651452282157676,0.7161572052401747
TS,1,29,0.5161290322580645,0.5492957746478874,0.39819004524886875,0.6586345381526104,0.36475409836065575,0.7212389380530974
TS,1,30,0.4913294797687861,0.5622895622895623,0.3891402714932127,0.6666666666666666,0.3817427385892116,0.6986899563318777
TS,1,31,0.5056179775280899,0.5547945205479452,0.42272727272727273,0.636,0.4008097165991903,0.6860986547085202
TS,1,32,0.5029239766081871,0.5551839464882943,0.39545454545454545,0.66,0.36666666666666664,0.7130434782608696
TS,1,33,0.4939759036144578,0.5592105263157895,0.40789473684210525,0.6570247933884298,0.371900826446281,0.7105263157894737
TS,1,34,0.5141242937853108,0.5494880546075085,0.42857142857142855,0.6401673640167364,0.39763779527559057,0.6990740740740741
TS,1,35,0.4858757062146893,0.5665529010238908,0.39285714285714285,0.6666666666666666,0.38524590163934425,0.6991150442477876
TS,1,36,0.5028248587570622,0.5563139931740614,0.3953488372093023,0.6549019607843137,0.3682008368200837,0.70995670995671
TS,1,37,0.48520710059171596,0.5647840531561462,0.40772532188841204,0.6624472573839663,0.388,0.7045454545454546
