sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
HB,1,0,0.6222222222222222,0.6763157894736842,0.5972222222222222,0.7244094488188977,0.5824175824175825,0.71875,0.6814814814814815,0.5319148936170213,0.6797066014669927,0.5952380952380952,0.6903553299492385,0.5636363636363636
HB,1,1,0.5934065934065934,0.683377308707124,0.6126126126126126,0.7137096774193549,0.575,0.7333333333333333,0.6882793017456359,0.5,0.6838235294117647,0.5897435897435898,0.6863753213367609,0.6
HB,1,2,0.6179775280898876,0.6771653543307087,0.6116071428571429,0.7154471544715447,0.5783783783783784,0.7228070175438597,0.6881188118811881,0.4897959183673469,0.6919315403422983,0.5384615384615384,0.6968911917098446,0.576271186440678
HB,1,3,0.5909090909090909,0.6832460732984293,0.6238532110091743,0.7023809523809523,0.5828877005347594,0.7208480565371025,0.6831683168316832,0.5434782608695652,0.687192118226601,0.5897435897435898,0.6938775510204082,0.55
HB,1,4,0.5955056179775281,0.6824146981627297,0.6008771929824561,0.7272727272727273,0.583756345177665,0.7252747252747253,0.6814814814814815,0.5416666666666666,0.6896551724137931,0.5581395348837209,0.6919191919191919,0.5769230769230769
HB,1,5,0.6086956521739131,0.6798941798941799,0.625,0.7007874015748031,0.5870646766169154,0.724907063197026,0.6840796019900498,0.5208333333333334,0.6838235294117647,0.5952380952380952,0.6881443298969072,0.5967741935483871
HB,1,6,0.5978260869565217,0.6825396825396826,0.6133333333333333,0.7142857142857143,0.599009900990099,0.7164179104477612,0.681704260651629,0.54,0.6862745098039216,0.5897435897435898,0.7005208333333334,0.532258064516129
HB,1,7,0.6630434782608695,0.6666666666666666,0.6116071428571429,0.7154471544715447,0.5862068965517241,0.7265917602996255,0.6838235294117647,0.4772727272727273,0.6805896805896806,0.5476190476190477,0.6863753213367609,0.603448275862069
HB,1,8,0.6129032258064516,0.6790450928381963,0.6143497757847534,0.7125506072874493,0.5757575757575758,0.7316176470588235,0.6799007444168734,0.5531914893617021,0.6847290640394089,0.6153846153846154,0.6940874035989717,0.55
HB,1,9,0.5897435897435898,0.6811224489795918,0.6181818181818182,0.708,0.5810055865921788,0.718213058419244,0.693069306930693,0.4489795918367347,0.6861313868613139,0.5641025641025641,0.6881188118811881,0.574468085106383
